task_id,capability_number,statement_zh,statement_en,source_id,source_locator_zh,source_locator_en
hsk26-task5-04,2,能与他人就上述商品选购、消费活动的情况较流畅地交流。,Can fairly fluently communicate with others about the above product selection and consumer activities.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:724,reference/HSK_SYLLABUS_EN.md:726
hsk26-task5-04,3,能看懂上述关于商品选购、消费活动的一般性情况介绍。如产品介绍、使用说明书、促销广告、购物体验等。,"Can understand general introductions to the above product selection and consumer activities, such as 产品介绍、使用说明书、促销广告、购物体验等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:725,reference/HSK_SYLLABUS_EN.md:727
hsk26-task5-04,4,能写出短文分享自己的购物体验。,Can write a short text sharing one’s own shopping experience.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:726,reference/HSK_SYLLABUS_EN.md:728
hsk26-task5-05,1,能听懂日常交谈中对方关于身体伤病状况、就医问诊情况、心理健康情况、健康观念等较复杂的询问与介绍。如受伤情况、病情病症；急救情况、诊断治疗情况；心理健康表现、心理问题表现；身体状态、健康常识和观念、疾病预防方式等。,"Can understand relatively complex questions and introductions in everyday conversation from others about physical injuries and illnesses, medical consultation and treatment, mental health, and health concepts, such as 受伤情况、病情病症；急救情况、诊断治疗情况；心理健康表现、心理问题表现；身体状态、健康常识和观念、疾病预防方式等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:730,reference/HSK_SYLLABUS_EN.md:732
hsk26-task5-05,2,能与对方较流畅地讲述自己的上述情况，与对方进行交流，表达自己的看法。,"Can fairly fluently recount one’s own above situations to the other person, communicate with the other person, and express one’s own views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:731,reference/HSK_SYLLABUS_EN.md:733
hsk26-task5-05,3,能看懂有关上述医疗健康情况的一般性文章。如受伤的经历、急救注意事项，如何保持心理健康，如何进行疾病预防等。,"Can understand general articles about the above medical and health situations, such as 受伤的经历、急救注意事项，如何保持心理健康，如何进行疾病预防等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:732,reference/HSK_SYLLABUS_EN.md:734
hsk26-task5-05,4,能写出短文分享自己有关上述医疗健康情况的经历和感受。,Can write a short text sharing one’s own experiences and feelings about the above medical and health situations.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:733,reference/HSK_SYLLABUS_EN.md:735
hsk26-task5-06,1,能听懂日常交谈中对方关于休闲活动、活动感受、生活随感等话题的较复杂的表达。如户外运动、做手工、摄影、旅行度假、观看展览等休闲活动及生活随感、人生感悟等。,"Can understand relatively complex expressions in everyday conversation from others about leisure activities, feelings about activities, and reflections on life, such as 户外运动、做手工、摄影、旅行度假、观看展览等休闲活动及生活随感、人生感悟等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:737,reference/HSK_SYLLABUS_EN.md:739
hsk26-task5-06,2,能较流畅地讲述自己的休闲活动方式及感受、生活感悟等。,"Can fairly fluently recount one’s own forms of leisure activity, feelings, and life insights.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:738,reference/HSK_SYLLABUS_EN.md:740
hsk26-task5-06,3,能看懂介绍休闲活动方式的一般性文章，或生活随感、人生感悟类的一般性文章。,"Can understand general articles introducing forms of leisure activity, or general articles about life reflections and life insights.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:739,reference/HSK_SYLLABUS_EN.md:741
hsk26-task5-06,4,能写出短文介绍自己的休闲活动方式，或表达自己对生活的感受感悟。,"Can write a short text introducing one’s own forms of leisure activity, or expressing feelings and reflections about life.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:740,reference/HSK_SYLLABUS_EN.md:742
hsk26-task5-07,1,能听懂日常交谈中对方关于居住情况、社区管理、社区生活等较复杂情况的询问与介绍。如社区环境、室内情况、装饰装修等情况；社区公共设施、物业、安全、意外、违法违规事件等情况；邻里相处、社区服务、志愿服务、房屋租售等情况。,"Can understand questions and introductions in everyday conversation from others about relatively complex living situations, community management, and community life, such as 社区环境、室内情况、装饰装修等情况；社区公共设施、物业、安全、意外、违法违规事件等情况；邻里相处、社区服务、志愿服务、房屋租售等情况.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:744,reference/HSK_SYLLABUS_EN.md:746
hsk26-task5-07,2,能较流畅地讲述自己在社区生活中听到、遇到的上述情况，与他人进行沟通，交流社区生活情况。,"Can fairly fluently recount the above situations one has heard about or encountered in community life, and communicate with others about community life.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:745,reference/HSK_SYLLABUS_EN.md:747
hsk26-task5-07,3,能看懂介绍上述社区生活情况的一般性文章，或关于上述社区生活的一般通知、公告、服务条款等。,"Can understand general articles introducing the above community-life situations, or general notices, announcements, service terms, and similar materials about the above community life.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:746,reference/HSK_SYLLABUS_EN.md:748
hsk26-task5-07,4,能写出短文分享自己的上述社区生活情况，或给对方发邮件说明自己想了解的内容或者遇到的问题。,"Can write a short text sharing one’s above community-life situations, or send an email to explain what one wants to know or the problem one has encountered.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:747,reference/HSK_SYLLABUS_EN.md:749
hsk26-task5-08,1,能听懂日常交谈中家人、朋友等对居家生活、家庭活动、家庭问题等较复杂情况的介绍、讨论与交流。如家居用品，家具家电等；婚礼活动、亲子活动等；家庭观念、家庭关系、家庭义务等。,"Can understand introductions, discussions, and exchanges in everyday conversation by family members, friends, and others about relatively complex home life, family activities, family problems, and similar situations, such as 家居用品，家具家电等；婚礼活动、亲子活动等；家庭观念、家庭关系、家庭义务等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:751,reference/HSK_SYLLABUS_EN.md:753
hsk26-task5-08,2,能较流畅地讲述自己听到、经历过的上述家庭生活情况，与他人就上述情况进行沟通、交流，表达看法。,"Can fairly fluently recount family-life situations one has heard about or experienced, communicate with others about the above situations, and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:752,reference/HSK_SYLLABUS_EN.md:754
hsk26-task5-08,3,能看懂介绍、讨论上述居家生活、家庭活动、家庭问题情况的一般性文章。,"Can understand general articles introducing or discussing the above home life, family activities, and family problems.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:753,reference/HSK_SYLLABUS_EN.md:755
hsk26-task5-08,4,能写出短文分享自己经历的家庭活动，或对家庭问题的看法。,Can write a short text sharing a family activity one has experienced or one’s views on family problems.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:754,reference/HSK_SYLLABUS_EN.md:756
hsk26-task5-09,1,能听懂班会、经验交流会等情境中同学对课程情况、教学情况、学习经历、学习心得等较复杂情况的询问或介绍。如课程设置、课程内容、教材、学科等；课堂情况、教学要求、授课方式等；写作、演讲、做实验、写论文、证书获得、资质获得等经历；学习目标、学习方法、学习感受等。,"Can understand questions or introductions by classmates in class meetings, experience-sharing meetings, and similar settings about relatively complex course situations, teaching situations, learning experiences, and learning reflections, such as 课程设置、课程内容、教材、学科等；课堂情况、教学要求、授课方式等；写作、演讲、做实验、写论文、证书获得、资质获得等经历；学习目标、学习方法、学习感受等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:758,reference/HSK_SYLLABUS_EN.md:760
hsk26-task5-09,2,能较流畅地报告自己的上述学习情况，与同学就上述情况进行交流，表达看法。,"Can fairly fluently report one’s own above study situation, communicate with classmates about the above situations, and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:759,reference/HSK_SYLLABUS_EN.md:761
hsk26-task5-09,3,能看懂同学介绍学习情况的一般性文章，或学习情况报告的展示课件。,"Can understand general articles in which classmates introduce study situations, or presentation slides for study-situation reports.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:760,reference/HSK_SYLLABUS_EN.md:762
hsk26-task5-09,4,能写出短文介绍自己的学习情况，如学习经验、学习规划、成果汇报等。,"Can write a short text introducing one’s own study situation, such as 学习经验、学习规划、成果汇报等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:761,reference/HSK_SYLLABUS_EN.md:763
hsk26-task5-10,1,能听懂学校相关部门、学生社团组织的分享会等场景中同学、老师关于校园活动、学校情况等较复杂情况的询问或介绍。如社团活动宣传、在校经验分享、学生活动安排、培训和讲座信息，校内办事、食宿情况、院系就读情况等。,"Can understand questions or introductions by classmates and teachers about relatively complex campus activities and school situations in sharing sessions held by school departments or student associations, such as 社团活动宣传、在校经验分享、学生活动安排、培训和讲座信息，校内办事、食宿情况、院系就读情况等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:765,reference/HSK_SYLLABUS_EN.md:767
hsk26-task5-10,2,能较流畅地讲述自己的校园活动经历、经验，与同学就上述情况进行交流，表达看法。,"Can fairly fluently recount one’s own campus-activity experiences and share them with classmates, communicate about the above situations, and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:766,reference/HSK_SYLLABUS_EN.md:768
hsk26-task5-10,3,能看懂有关校园生活经历、经验的一般性文章，或校园活动的海报。,Can understand general articles about campus-life experiences or posters for campus activities.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:767,reference/HSK_SYLLABUS_EN.md:769
hsk26-task5-10,4,能写出短文分享自己的校园活动经历、经验，创作校园活动海报。,Can write a short text sharing one’s own campus-activity experiences and create a campus activity poster.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:768,reference/HSK_SYLLABUS_EN.md:770
hsk26-task5-11,1,能听懂日常交谈中对方关于家庭教育、学校教育、社会教育、职业教育等方面较复杂情况的询问、介绍和看法。如教育观念、教育方式、教育问题等。,"Can understand questions, introductions, and views in everyday conversation from others about relatively complex matters involving family education, school education, social education, vocational education, and similar areas, such as 教育观念、教育方式、教育问题等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:772,reference/HSK_SYLLABUS_EN.md:774
hsk26-task5-11,2,能向他人较流畅地介绍自己所经历或了解的家庭教育、学校教育、社会教育、职业教育等方面的情况，表达自己对教育问题的看法。,"Can fairly fluently introduce to others one’s own experiences or what one knows about family education, school education, social education, vocational education, and similar areas, and express one’s views on educational issues.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:773,reference/HSK_SYLLABUS_EN.md:775
hsk26-task5-11,3,能看懂关于上述教育情况和问题的一般性文章。,Can understand general articles about the above educational situations and issues.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:774,reference/HSK_SYLLABUS_EN.md:776
hsk26-task5-11,4,能写出短文介绍有关上述教育情况和问题的经历和自己的看法。,Can write a short text introducing experiences related to the above educational situations and issues and one’s own views.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:775,reference/HSK_SYLLABUS_EN.md:777
hsk26-task5-12,1,能听懂日常交谈中同事关于工作内容和工作经历等较复杂情况的询问或介绍。如工作中的项目、业务、方案、进度等情况；实习、辞职、离职、失业、退休等工作经历。,"Can understand questions or introductions in everyday conversation by colleagues about relatively complex work content and work experiences, such as 工作中的项目、业务、方案、进度等情况；实习、辞职、离职、失业、退休等工作经历.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:779,reference/HSK_SYLLABUS_EN.md:781
hsk26-task5-12,2,能向他人较流畅地介绍自己所了解的上述工作内容和相关工作经历，能跟对方交流看法。,"Can fairly fluently introduce to others the above work content and related work experiences one knows about, and can exchange views with the other person.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:780,reference/HSK_SYLLABUS_EN.md:782
hsk26-task5-12,3,能看懂关于上述工作内容和工作经历的一般性文章、工作简报。,Can understand general articles and work briefings about the above work content and work experiences.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:781,reference/HSK_SYLLABUS_EN.md:783
hsk26-task5-12,4,能写出短文介绍自己或他人的工作内容和工作经历，表达自己的看法。,"Can write a short text introducing one’s own or another person’s work content and work experience, and express one’s own views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:782,reference/HSK_SYLLABUS_EN.md:784
hsk26-task5-13,1,能听懂日常交谈中同事关于团队合作、人员管理等经营与管理情况的较复杂情况的询问或介绍。如创业想法与过程；团队合作方式与过程；员工培训、人员聘请、人员结构、薪酬待遇等情况。,"Can understand relatively complex questions or introductions in everyday conversation by colleagues about operation and management situations such as teamwork and personnel management, for example: 创业想法与过程；团队合作方式与过程；员工培训、人员聘请、人员结构、薪酬待遇等情况.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:786,reference/HSK_SYLLABUS_EN.md:788
hsk26-task5-13,2,能向他人较流畅地介绍自己所了解的有关团队合作、人员管理等企业经营与管理的情况，能跟对方交流看法。,"Can fairly fluently introduce to others what one knows about business operation and management, such as teamwork and personnel management, and can exchange views with the other person.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:787,reference/HSK_SYLLABUS_EN.md:789
hsk26-task5-13,3,能看懂关于团队合作、人员管理等企业经营与管理情况的一般性文章。,Can understand general articles about business operation and management situations such as teamwork and personnel management.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:788,reference/HSK_SYLLABUS_EN.md:790
hsk26-task5-13,4,能写出短文介绍自己或他人有关团队合作、人员管理等情况的经历，表达自己的看法。,"Can write a short text introducing one’s own or another person’s experiences with teamwork, personnel management, and similar situations, and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:789,reference/HSK_SYLLABUS_EN.md:791
hsk26-task5-14,1,能听懂科普讲座、博物馆参观等场景中朋友、专家、讲解员等关于自然资源、地理概况、自然现象、自然规律、动植物等自然情况的介绍。如水资源、黄金等资源；沙漠、陆地、河流等地形地貌；暴雨、暴雪等特殊气候、天气现象和一些自然规律；鼠、兔、虫、猴子、大象、竹子等动植物。,"Can understand introductions by friends, experts, docents, and others in popular science lectures, museum visits, and similar settings about natural resources, geographic overviews, natural phenomena, natural laws, animals and plants, and other natural situations, such as 水资源、黄金等资源；沙漠、陆地、河流等地形地貌；暴雨、暴雪等特殊气候、天气现象和一些自然规律；鼠、兔、虫、猴子、大象、竹子等动植物.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:793,reference/HSK_SYLLABUS_EN.md:795
hsk26-task5-14,2,能向他人较流畅地介绍自己所了解的有关上述自然情况的主要内容。,Can fairly fluently introduce to others the main content of the above natural situations that one knows about.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:794,reference/HSK_SYLLABUS_EN.md:796
hsk26-task5-14,3,能看懂关于上述自然情况的一般性科普介绍、事件新闻类文章。,Can understand general popular science introductions and event-news articles about the above natural situations.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:795,reference/HSK_SYLLABUS_EN.md:797
hsk26-task5-14,4,能写出短文介绍自己了解的上述自然情况。,Can write a short text introducing the above natural situations that one knows about.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:796,reference/HSK_SYLLABUS_EN.md:798
hsk26-task5-15,1,能听懂有关城市与乡村环境、环境保护等环境问题的一般性报道，或人们谈论的环境问题相关内容。如人类活动影响；人居环境、城市乡村环境变化；污染与环境治理。,Can understand general reports about environmental issues such as 人类活动影响；人居环境、城市乡村环境变化；污染与环境治理.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:800,reference/HSK_SYLLABUS_EN.md:802
hsk26-task5-15,2,能向他人较流畅地介绍自己所了解的有关上述环境问题的主要内容，能与他人交流，发表看法。,"Can fairly fluently introduce to others the main content of the above environmental issues that one knows about, communicate with others, and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:801,reference/HSK_SYLLABUS_EN.md:803
hsk26-task5-15,3,能看懂关于上述环境问题的一般新闻、介绍性文章。,Can understand general news and introductory articles about the above environmental issues.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:802,reference/HSK_SYLLABUS_EN.md:804
hsk26-task5-15,4,能写出短文介绍自己了解的上述环境问题的情况，发表看法。,"Can write a short text introducing the above environmental issues that one knows about, and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:803,reference/HSK_SYLLABUS_EN.md:805
hsk26-task5-16,1,能听懂日常交谈中对方对生活相关的科技产品开发与应用的一般性介绍。如对机器人、网络直播技术，某些智能产品的介绍。,"Can understand general introductions in everyday conversation by others to the development and application of technology products related to life, such as 对机器人、网络直播技术，某些智能产品的介绍.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:807,reference/HSK_SYLLABUS_EN.md:809
hsk26-task5-16,2,能向他人较流畅地介绍自己所了解的有关上述科技产品开发与应用的主要内容，并与他人交流，发表看法。,"Can fairly fluently introduce to others the main content of the development and application of the above technology products that one knows about, and communicate with others and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:808,reference/HSK_SYLLABUS_EN.md:810
hsk26-task5-16,3,能看懂关于上述科技产品开发与应用的一般新闻、介绍性文章。,Can understand general news and introductory articles about the above development and application of technology products.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:809,reference/HSK_SYLLABUS_EN.md:811
hsk26-task5-16,4,能写出短文介绍自己了解的某些日常生活相关的科技产品的情况。,Can write a short text introducing certain technology products related to daily life that one knows about.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:810,reference/HSK_SYLLABUS_EN.md:812
hsk26-task5-17,1,能听懂日常交谈中对方介绍的一般性科普知识和科研成果的主要内容。如生活中的科学常识、各学科的科普知识；科学实验的过程与结论。,"Can understand the main content of general popular science knowledge and scientific research results introduced by others in everyday conversation, such as 生活中的科学常识、各学科的科普知识；科学实验的过程与结论.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:814,reference/HSK_SYLLABUS_EN.md:816
hsk26-task5-17,2,能向他人较流畅地介绍自己所了解的有关上述科普常识和科研成果的主要内容，能与他人交流，发表看法。,"Can fairly fluently introduce to others the main content of the above popular science knowledge and scientific research results that one knows about, and can communicate with others and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:815,reference/HSK_SYLLABUS_EN.md:817
hsk26-task5-17,3,能看懂关于介绍上述科普常识和科研成果的一般性文章。,Can understand general articles that introduce the above popular science knowledge and scientific research results.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:816,reference/HSK_SYLLABUS_EN.md:818
hsk26-task5-17,4,能写出短文介绍自己了解的某些日常生活相关的科普知识和科研成果。,Can write a short text introducing certain popular science knowledge and scientific research results related to daily life that one knows about.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:817,reference/HSK_SYLLABUS_EN.md:819
hsk26-task5-18,1,能听懂日常交谈中对方关于行政区划、人口情况、时代特征等中国概况的一般性介绍。如行政区划等级、主要省市；民族概况、居民受教育情况；人群社会地位、社会形象、精神面貌等时代特征。,"Can understand general introductions in everyday conversation from others about China’s overview, such as 行政区划等级、主要省市；民族概况、居民受教育情况；人群社会地位、社会形象、精神面貌等时代特征.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:821,reference/HSK_SYLLABUS_EN.md:823
hsk26-task5-18,2,能向他人较流畅地介绍自己所了解的有关上述中国概况的内容。,Can fairly fluently introduce to others what one knows about the above overview of China.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:822,reference/HSK_SYLLABUS_EN.md:824
hsk26-task5-18,3,能看懂文章中关于上述中国概况的一般性内容。,Can understand general content about the above overview of China in articles.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:823,reference/HSK_SYLLABUS_EN.md:825
hsk26-task5-18,4,能写出短文介绍自己了解的关于中国概况的内容，表达自己的看法。,Can write a short text introducing what one knows about China’s overview and express one’s own views.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:824,reference/HSK_SYLLABUS_EN.md:826
hsk26-task5-19,1,能听懂日常交谈、新闻报道中介绍商业活动、经济发展等经济现象的主要内容。如某种产品的情况；商业展览、商业合作、商品宣传等商业活动；产业现状、企业发展、经济热点话题、未来趋势。,"Can understand the main content of commercial activities, economic development, and other economic phenomena introduced in everyday conversation and news reports, such as 某种产品的情况；商业展览、商业合作、商品宣传等商业活动；产业现状、企业发展、经济热点话题、未来趋势.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:828,reference/HSK_SYLLABUS_EN.md:830
hsk26-task5-19,2,能向他人较流畅地介绍自己所了解的有关上述经济现象的主要内容，能与他人交流，发表看法。,"Can fairly fluently introduce to others the main content of the above economic phenomena that one knows about, communicate with others, and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:829,reference/HSK_SYLLABUS_EN.md:831
hsk26-task5-19,3,能看懂关于上述经济现象新闻报道的主要内容、一般性文章。,Can understand the main content of news reports and general articles about the above economic phenomena.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:830,reference/HSK_SYLLABUS_EN.md:832
hsk26-task5-19,4,能写出短文介绍自己了解的某种经济现象的主要内容，表达自己的看法。,"Can write a short text introducing the main content of an economic phenomenon one knows about, and express one’s views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:831,reference/HSK_SYLLABUS_EN.md:833
hsk26-task5-20,1,能听懂日常交谈中、新闻中介绍民生发展、新兴事物、社会观念、基础设施建设等社会现象的主要内容。如就业失业问题、人口问题，社会变迁情况；人们的生活观念、工作观念、社交观念、消费观念等；交通设施、建筑工程、公共娱乐设施等基础设施建设。,"Can understand the main content of social phenomena introduced in everyday conversation and news, such as 就业失业问题、人口问题，社会变迁情况；人们的生活观念、工作观念、社交观念、消费观念等；交通设施、建筑工程、公共娱乐设施等基础设施建设.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:835,reference/HSK_SYLLABUS_EN.md:837
hsk26-task5-20,2,能向他人较流畅地介绍自己所了解的有关上述社会现象的主要内容，能与他人交流，发表看法。,"Can fairly fluently introduce to others the main content of the above social phenomena that one knows about, communicate with others, and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:836,reference/HSK_SYLLABUS_EN.md:838
hsk26-task5-20,3,能看懂关于上述社会现象新闻报道的主要内容、一般性文章。,Can understand the main content of news reports and general articles about the above social phenomena.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:837,reference/HSK_SYLLABUS_EN.md:839
hsk26-task5-20,4,能写出短文介绍自己了解的某种社会现象的主要内容，表达自己的看法。,"Can write a short text introducing the main content of a social phenomenon one knows about, and express one’s views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:838,reference/HSK_SYLLABUS_EN.md:840
hsk26-task5-21,1,能听懂日常交谈中对方对文艺形式、文艺常识、文艺创作者及其作品、文艺活动的较复杂的介绍。如小说、诗歌、摄影、戏剧、影视剧、数字游戏等文艺形式及作品；文学常识、艺术常识、戏剧常识、电影常识；诗人、导演、戏剧创作者及其作品；读书会、摄影展、电影节等。,"Can understand relatively complex introductions in everyday conversation by others to literary and artistic forms, common knowledge, creators and their works, and artistic activities, such as 小说、诗歌、摄影、戏剧、影视剧、数字游戏等文艺形式及作品；文学常识、艺术常识、戏剧常识、电影常识；诗人、导演、戏剧创作者及其作品；读书会、摄影展、电影节等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:842,reference/HSK_SYLLABUS_EN.md:844
hsk26-task5-21,2,能向他人较流畅地介绍自己所了解的某个文艺形式、文艺常识、文艺作品的主要内容，能与他人交流，发表看法。,"Can fairly fluently introduce to others the main content of a literary or artistic form, common knowledge, or work one knows about, communicate with others, and express views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:843,reference/HSK_SYLLABUS_EN.md:845
hsk26-task5-21,3,能看懂介绍上述文艺形式、文艺常识、文艺作品的一般性文章。,"Can understand general articles introducing the above literary and artistic forms, common knowledge, and works.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:844,reference/HSK_SYLLABUS_EN.md:846
hsk26-task5-21,4,能写出短文介绍自己了解的某个文艺活动、文艺作品。,Can write a short text introducing a literary or artistic activity or work one knows about.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:845,reference/HSK_SYLLABUS_EN.md:847
hsk26-task5-22,1,能在日常交谈时听懂他人对运动项目情况、体育赛事情况、体育名人故事的较复杂的介绍。如跳高、跳远等项目的特点；某项赛事的赛场情况、评判情况、开闭幕式情况；体育名人的成长故事、取得成就、地位影响等。,"In everyday conversation, can understand relatively complex introductions by others to sports, sports events, and stories of sports celebrities, such as 跳高、跳远等项目的特点；某项赛事的赛场情况、评判情况、开闭幕式情况；体育名人的成长故事、取得成就、地位影响等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:849,reference/HSK_SYLLABUS_EN.md:851
hsk26-task5-22,2,能较流畅地介绍自己了解的运动项目、赛事情况及体育人物事迹，并就此与他人展开交流。,"Can fairly fluently introduce sports, event situations, and sports figures’ deeds that one knows about, and communicate with others about them.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:850,reference/HSK_SYLLABUS_EN.md:852
hsk26-task5-22,3,能看懂介绍上述运动项目情况、赛事情况、体育名人事迹的一般性文章。,"Can understand general articles introducing the above sports, event situations, and sports celebrities’ deeds.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:851,reference/HSK_SYLLABUS_EN.md:853
hsk26-task5-22,4,能写出短文介绍自己了解的某种运动项目情况、赛事情况、体育名人事迹。,"Can write a short text introducing a sport, event situation, or sports celebrity’s deeds that one knows about.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:852,reference/HSK_SYLLABUS_EN.md:854
hsk26-task5-23,1,能在日常生活中听懂他人对国际友好交往事件的较复杂的介绍或相关报道，如友好交往故事、国际友好访问、国际合作案例。,"Can understand relatively complex introductions or related reports by others in daily life about international friendly exchange events, such as 友好交往故事、国际友好访问、国际合作案例.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:856,reference/HSK_SYLLABUS_EN.md:858
hsk26-task5-23,2,能向他人较流畅地介绍自己所了解的有关国际友好交往事件，能与他人交流。,Can fairly fluently introduce to others international friendly exchange events one knows about and can communicate with others.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:857,reference/HSK_SYLLABUS_EN.md:859
hsk26-task5-23,3,能看懂有关上述国际友好交往事件的一般性报道、故事。,Can understand general reports and stories about the above international friendly exchange events.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:858,reference/HSK_SYLLABUS_EN.md:860
hsk26-task5-23,4,能写出短文介绍自己了解的国际友好交往故事。,Can write a short text introducing an international friendly exchange story one knows about.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:859,reference/HSK_SYLLABUS_EN.md:861
hsk26-task5-24,1,能听懂日常交谈、活动讲座中朋友、演讲者等关于某些中国民间俗语、成语、名言名句、汉语语言现象介绍的主要内容。如俗语含义、俗语故事等，中文的语音特点、词汇特点、语法特点、汉字特点等。,"Can understand the main content of introductions by friends, speakers, and others in everyday conversation, activities, and lectures about certain Chinese folk sayings, idioms, famous quotations, and Chinese language phenomena, such as 俗语含义、俗语故事等，中文的语音特点、词汇特点、语法特点、汉字特点等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:863,reference/HSK_SYLLABUS_EN.md:865
