topic_id,level_min,level_max,row_order,topic_l1_zh,topic_l1_en,topic_l2_zh,topic_l2_en,topic_l3_zh,topic_l3_en,source_id,source_locator_zh,source_locator_en,notes
hsk26-t5-049,5,5,49,当代社会,Contemporary society,社会现象,Social phenomena,民生发展,Livelihood development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1527,reference/HSK_SYLLABUS_EN.md:1528,
hsk26-t5-050,5,5,50,当代社会,Contemporary society,社会现象,Social phenomena,新兴事物,Emerging things,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1528,reference/HSK_SYLLABUS_EN.md:1529,
hsk26-t5-051,5,5,51,当代社会,Contemporary society,社会现象,Social phenomena,社会观念,Social ideas,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1529,reference/HSK_SYLLABUS_EN.md:1530,
hsk26-t5-052,5,5,52,当代社会,Contemporary society,社会现象,Social phenomena,基础设施,Infrastructure,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1530,reference/HSK_SYLLABUS_EN.md:1531,
hsk26-t5-053,5,5,53,当代社会,Contemporary society,文艺,Literature and art,文艺形式,Literary and artistic forms,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1531,reference/HSK_SYLLABUS_EN.md:1532,
hsk26-t5-054,5,5,54,当代社会,Contemporary society,文艺,Literature and art,文艺常识,Literary and artistic common knowledge,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1532,reference/HSK_SYLLABUS_EN.md:1533,
hsk26-t5-055,5,5,55,当代社会,Contemporary society,文艺,Literature and art,创作者及其作品,Creators and their works,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1533,reference/HSK_SYLLABUS_EN.md:1534,
hsk26-t5-056,5,5,56,当代社会,Contemporary society,文艺,Literature and art,文艺活动,Literary and artistic activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1534,reference/HSK_SYLLABUS_EN.md:1535,
hsk26-t5-057,5,5,57,当代社会,Contemporary society,体育,Sports,运动项目,Sports events,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1535,reference/HSK_SYLLABUS_EN.md:1536,
hsk26-t5-058,5,5,58,当代社会,Contemporary society,体育,Sports,体育赛事,Sports events,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1536,reference/HSK_SYLLABUS_EN.md:1537,
hsk26-t5-059,5,5,59,当代社会,Contemporary society,体育,Sports,体育名人、体育故事,Sports celebrities and sports stories,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1537,reference/HSK_SYLLABUS_EN.md:1538,
hsk26-t5-060,5,5,60,当代社会,Contemporary society,中外交流,China-foreign exchange,交往故事、友好访问、国际合作等,"Exchange stories, friendly visits, international cooperation, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1538,reference/HSK_SYLLABUS_EN.md:1539,
hsk26-t5-061,5,5,61,文化与传统,Culture and traditions,语言文字,Language and writing,俗语、成语、名言名句等,"Sayings, idioms, famous quotations and lines, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1539,reference/HSK_SYLLABUS_EN.md:1540,
hsk26-t5-062,5,5,62,文化与传统,Culture and traditions,语言文字,Language and writing,语言现象,Language phenomena,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1540,reference/HSK_SYLLABUS_EN.md:1541,
hsk26-t5-063,5,5,63,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,地方饮食及差异等,"Local foods and differences, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1541,reference/HSK_SYLLABUS_EN.md:1542,
hsk26-t5-064,5,5,64,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,传统节日与习俗,Traditional festivals and customs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1542,reference/HSK_SYLLABUS_EN.md:1543,
hsk26-t5-065,5,5,65,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,民间传说,Folk legends,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1543,reference/HSK_SYLLABUS_EN.md:1544,
hsk26-t5-066,5,5,66,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,古代生活,Ancient life,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1544,reference/HSK_SYLLABUS_EN.md:1545,
hsk26-t5-067,5,5,67,文化与传统,Culture and traditions,人文景观,Cultural landscapes,名胜古迹、传统民居、建筑等,"Famous scenic and historic sites, traditional dwellings, buildings, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1545,reference/HSK_SYLLABUS_EN.md:1546,
hsk26-t5-068,5,5,68,文化与传统,Culture and traditions,传统思想与艺术,Traditional thought and art,哲学思想,Philosophical thought,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1546,reference/HSK_SYLLABUS_EN.md:1547,
hsk26-t5-069,5,5,69,文化与传统,Culture and traditions,传统思想与艺术,Traditional thought and art,传统艺术,Traditional arts,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1547,reference/HSK_SYLLABUS_EN.md:1548,
hsk26-t5-070,5,5,70,文化与传统,Culture and traditions,历史,History,历史人物、历史事件,Historical figures and historical events,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1548,reference/HSK_SYLLABUS_EN.md:1549,
hsk26-t5-071,5,5,71,文化与传统,Culture and traditions,古代科技,Ancient science and technology,古代科技成就,Ancient technological achievements,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1549,reference/HSK_SYLLABUS_EN.md:1550,
hsk26-t5-072,5,5,72,文化与传统,Culture and traditions,古代科技,Ancient science and technology,古人科学观念、古代科学家事迹,Ancient scientific concepts and deeds of ancient scientists,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1550,reference/HSK_SYLLABUS_EN.md:1551,
hsk26-t6-001,6,6,1,日常生活,Daily life,日常事务,Everyday affairs,业务办理,Service handling,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1557,reference/HSK_SYLLABUS_EN.md:1558,
hsk26-t6-002,6,6,2,日常生活,Daily life,日常事务,Everyday affairs,困难求助,Seeking help with difficulties,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1558,reference/HSK_SYLLABUS_EN.md:1559,
hsk26-t6-003,6,6,3,日常生活,Daily life,饮食,Food and drink,餐饮体验,Dining experience,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1559,reference/HSK_SYLLABUS_EN.md:1560,
hsk26-t6-004,6,6,4,日常生活,Daily life,饮食,Food and drink,食品安全,Food safety,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1560,reference/HSK_SYLLABUS_EN.md:1561,
hsk26-t6-005,6,6,5,日常生活,Daily life,交通出行,Transportation and travel,出行体验,Travel experience,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1561,reference/HSK_SYLLABUS_EN.md:1562,
hsk26-t6-006,6,6,6,日常生活,Daily life,交通出行,Transportation and travel,出行攻略,Travel guides,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1562,reference/HSK_SYLLABUS_EN.md:1563,
hsk26-t6-007,6,6,7,日常生活,Daily life,医疗健康,Medical care and health,就医,Medical treatment,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1563,reference/HSK_SYLLABUS_EN.md:1564,
hsk26-t6-008,6,6,8,日常生活,Daily life,医疗健康,Medical care and health,健康生活,Healthy living,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1564,reference/HSK_SYLLABUS_EN.md:1565,
hsk26-t6-009,6,6,9,日常生活,Daily life,社区,Community,居住情况,Living situation,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1565,reference/HSK_SYLLABUS_EN.md:1566,
hsk26-t6-010,6,6,10,日常生活,Daily life,社区,Community,社区服务,Community services,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1566,reference/HSK_SYLLABUS_EN.md:1567,
hsk26-t6-011,6,6,11,日常生活,Daily life,社区,Community,社区管理,Community management,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1567,reference/HSK_SYLLABUS_EN.md:1568,
hsk26-t6-012,6,6,12,日常生活,Daily life,社区,Community,居民生活,Residents’ lives,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1568,reference/HSK_SYLLABUS_EN.md:1569,
hsk26-t6-013,6,6,13,教育情况,Education situations,学习情况,Study situations,课程情况,Course situations,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1569,reference/HSK_SYLLABUS_EN.md:1570,
hsk26-t6-014,6,6,14,教育情况,Education situations,学习情况,Study situations,教学情况,Teaching situation,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1570,reference/HSK_SYLLABUS_EN.md:1571,
hsk26-t6-015,6,6,15,教育情况,Education situations,学习情况,Study situations,学习者,Learners,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1571,reference/HSK_SYLLABUS_EN.md:1572,
hsk26-t6-016,6,6,16,教育情况,Education situations,校园生活,Campus life,校园活动,Campus activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1572,reference/HSK_SYLLABUS_EN.md:1573,
hsk26-t6-017,6,6,17,教育情况,Education situations,校园生活,Campus life,学校情况,School situations,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1573,reference/HSK_SYLLABUS_EN.md:1574,
hsk26-t6-018,6,6,18,教育情况,Education situations,教育问题,Educational issues,教育事件、教育理念、教育热点问题,"Educational events, educational ideas, and hot educational issues",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1574,reference/HSK_SYLLABUS_EN.md:1575,
hsk26-t6-019,6,6,19,职场生活,Workplace life,职业与经历,Profession and experience,工作内容,Work content,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1575,reference/HSK_SYLLABUS_EN.md:1576,
hsk26-t6-020,6,6,20,职场生活,Workplace life,职业与经历,Profession and experience,职场定位,Workplace positioning,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1576,reference/HSK_SYLLABUS_EN.md:1577,
hsk26-t6-021,6,6,21,职场生活,Workplace life,经营与管理,Operation and management,人员管理,Personnel management,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1577,reference/HSK_SYLLABUS_EN.md:1578,
hsk26-t6-022,6,6,22,职场生活,Workplace life,经营与管理,Operation and management,企业发展,Enterprise development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1578,reference/HSK_SYLLABUS_EN.md:1579,
hsk26-t6-023,6,6,23,自然与环境,Nature and environment,自然,Nature,地理分区,Geographic divisions,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1579,reference/HSK_SYLLABUS_EN.md:1580,topic hierarchy corrected from aligned EN structure
hsk26-t6-024,6,6,24,自然与环境,Nature and environment,自然,Nature,地形地貌,Topography and landforms,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1580,reference/HSK_SYLLABUS_EN.md:1581,
hsk26-t6-025,6,6,25,自然与环境,Nature and environment,自然,Nature,自然现象,Natural phenomena,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1581,reference/HSK_SYLLABUS_EN.md:1582,
hsk26-t6-026,6,6,26,自然与环境,Nature and environment,自然,Nature,动植物,Animals and plants,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1582,reference/HSK_SYLLABUS_EN.md:1583,
hsk26-t6-027,6,6,27,自然与环境,Nature and environment,自然,Nature,自然资源,Natural resources,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1583,reference/HSK_SYLLABUS_EN.md:1584,
hsk26-t6-028,6,6,28,自然与环境,Nature and environment,自然,Nature,自然规律,Natural laws,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1584,reference/HSK_SYLLABUS_EN.md:1585,
hsk26-t6-029,6,6,29,自然与环境,Nature and environment,环境,Environment,灾害,Disasters,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1585,reference/HSK_SYLLABUS_EN.md:1586,
hsk26-t6-030,6,6,30,自然与环境,Nature and environment,环境,Environment,能源开发,Energy development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1586,reference/HSK_SYLLABUS_EN.md:1587,
hsk26-t6-031,6,6,31,自然与环境,Nature and environment,环境,Environment,环境保护,Environmental protection,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1587,reference/HSK_SYLLABUS_EN.md:1588,
hsk26-t6-032,6,6,32,自然与环境,Nature and environment,环境,Environment,基础设施,Infrastructure,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1588,reference/HSK_SYLLABUS_EN.md:1589,
hsk26-t6-033,6,6,33,科学技术,Science and technology,科技发展,Technological development,生活类科技产品,Life-related technology products,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1589,reference/HSK_SYLLABUS_EN.md:1590,
hsk26-t6-034,6,6,34,科学技术,Science and technology,科技发展,Technological development,信息科技产品,Information technology products,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1590,reference/HSK_SYLLABUS_EN.md:1591,
hsk26-t6-035,6,6,35,科学技术,Science and technology,科学知识,Scientific knowledge,科普知识,Popular science knowledge,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1591,reference/HSK_SYLLABUS_EN.md:1592,
hsk26-t6-036,6,6,36,科学技术,Science and technology,科学知识,Scientific knowledge,科研成果,Research achievements,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1592,reference/HSK_SYLLABUS_EN.md:1593,
hsk26-t6-037,6,6,37,科学技术,Science and technology,科学知识,Scientific knowledge,科普工作,Popular science work,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1593,reference/HSK_SYLLABUS_EN.md:1594,
hsk26-t6-038,6,6,38,当代社会,Contemporary society,经济现象,Economic phenomena,商贸活动,Trade and commercial activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1594,reference/HSK_SYLLABUS_EN.md:1595,
hsk26-t6-039,6,6,39,当代社会,Contemporary society,经济现象,Economic phenomena,投资理财,Investment and financial management,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1595,reference/HSK_SYLLABUS_EN.md:1596,
hsk26-t6-040,6,6,40,当代社会,Contemporary society,经济现象,Economic phenomena,财务与消费,Finance and consumption,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1596,reference/HSK_SYLLABUS_EN.md:1597,
hsk26-t6-041,6,6,41,当代社会,Contemporary society,经济现象,Economic phenomena,经济发展,Economic development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1597,reference/HSK_SYLLABUS_EN.md:1598,
hsk26-t6-042,6,6,42,当代社会,Contemporary society,社会现象,Social phenomena,民生发展,Livelihood development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1598,reference/HSK_SYLLABUS_EN.md:1599,
hsk26-t6-043,6,6,43,当代社会,Contemporary society,社会现象,Social phenomena,新兴事物,Emerging things,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1599,reference/HSK_SYLLABUS_EN.md:1600,
hsk26-t6-044,6,6,44,当代社会,Contemporary society,社会现象,Social phenomena,潮流风气,Trends and fashions,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1600,reference/HSK_SYLLABUS_EN.md:1601,
hsk26-t6-045,6,6,45,当代社会,Contemporary society,社会现象,Social phenomena,公益活动,Public-interest activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1601,reference/HSK_SYLLABUS_EN.md:1602,
hsk26-t6-046,6,6,46,当代社会,Contemporary society,社会现象,Social phenomena,新闻热点,News hot topics,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1602,reference/HSK_SYLLABUS_EN.md:1603,
hsk26-t6-047,6,6,47,当代社会,Contemporary society,文艺,Literature and art,文艺形式,Literary and artistic forms,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1603,reference/HSK_SYLLABUS_EN.md:1604,
hsk26-t6-048,6,6,48,当代社会,Contemporary society,文艺,Literature and art,文艺常识,Literary and artistic common knowledge,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1604,reference/HSK_SYLLABUS_EN.md:1605,
hsk26-t6-049,6,6,49,当代社会,Contemporary society,文艺,Literature and art,创作者及其作品,Creators and their works,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1605,reference/HSK_SYLLABUS_EN.md:1606,
hsk26-t6-050,6,6,50,当代社会,Contemporary society,文艺,Literature and art,文艺活动,Literary and artistic activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1606,reference/HSK_SYLLABUS_EN.md:1607,
hsk26-t6-051,6,6,51,当代社会,Contemporary society,体育,Sports,运动项目,Sports events,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1607,reference/HSK_SYLLABUS_EN.md:1608,
hsk26-t6-052,6,6,52,当代社会,Contemporary society,体育,Sports,体育赛事,Sports events,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1608,reference/HSK_SYLLABUS_EN.md:1609,
hsk26-t6-053,6,6,53,当代社会,Contemporary society,体育,Sports,体育名人、体育故事等,"Sports celebrities, sports stories, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1609,reference/HSK_SYLLABUS_EN.md:1610,
hsk26-t6-054,6,6,54,当代社会,Contemporary society,中外交流,China-foreign exchange,国际活动,International activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1610,reference/HSK_SYLLABUS_EN.md:1611,
hsk26-t6-055,6,6,55,当代社会,Contemporary society,中外交流,China-foreign exchange,友好交流事件,Friendly exchange events,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1611,reference/HSK_SYLLABUS_EN.md:1612,
hsk26-t6-056,6,6,56,文化与传统,Culture and traditions,语言文字,Language and writing,古诗词,Classical poems and lyrics,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1612,reference/HSK_SYLLABUS_EN.md:1613,
hsk26-t6-057,6,6,57,文化与传统,Culture and traditions,语言文字,Language and writing,成语、俗语、方言等,"Idioms, sayings, dialects, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1613,reference/HSK_SYLLABUS_EN.md:1614,
hsk26-t6-058,6,6,58,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,传统节日与习俗,Traditional festivals and customs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1614,reference/HSK_SYLLABUS_EN.md:1615,
hsk26-t6-059,6,6,59,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,民间传说,Folk legends,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1615,reference/HSK_SYLLABUS_EN.md:1616,
hsk26-t6-060,6,6,60,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,古代生活,Ancient life,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1616,reference/HSK_SYLLABUS_EN.md:1617,
hsk26-t6-061,6,6,61,文化与传统,Culture and traditions,人文景观,Cultural landscapes,名胜古迹、传统民居、建筑等,"Famous scenic and historic sites, traditional dwellings, buildings, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1617,reference/HSK_SYLLABUS_EN.md:1618,
hsk26-t6-062,6,6,62,文化与传统,Culture and traditions,传统思想与艺术,Traditional thought and art,哲学思想,Philosophical thought,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1618,reference/HSK_SYLLABUS_EN.md:1619,
hsk26-t6-063,6,6,63,文化与传统,Culture and traditions,传统思想与艺术,Traditional thought and art,传统艺术,Traditional arts,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1619,reference/HSK_SYLLABUS_EN.md:1620,
hsk26-t6-064,6,6,64,文化与传统,Culture and traditions,传统思想与艺术,Traditional thought and art,传统审美意象,Traditional aesthetic images,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1620,reference/HSK_SYLLABUS_EN.md:1621,
hsk26-t6-065,6,6,65,文化与传统,Culture and traditions,历史,History,历史人物、器物与事件,"Historical figures, artifacts, and events",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1621,reference/HSK_SYLLABUS_EN.md:1622,
hsk26-t6-066,6,6,66,文化与传统,Culture and traditions,历史,History,朝代概况,Overview of dynasties,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1622,reference/HSK_SYLLABUS_EN.md:1623,
hsk26-t6-067,6,6,67,文化与传统,Culture and traditions,古代科技,Ancient science and technology,古代科技成就,Ancient technological achievements,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1623,reference/HSK_SYLLABUS_EN.md:1624,
hsk26-t6-068,6,6,68,文化与传统,Culture and traditions,古代科技,Ancient science and technology,古人科学观念、古代科学家事迹,Ancient scientific concepts and deeds of ancient scientists,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1624,reference/HSK_SYLLABUS_EN.md:1625,
hsk26-t79-001,7,9,1,个体与社会,Individuals and society,人际交往,Interpersonal interaction,人际关系,Interpersonal relationships,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1631,reference/HSK_SYLLABUS_EN.md:1632,
hsk26-t79-002,7,9,2,个体与社会,Individuals and society,人际交往,Interpersonal interaction,中国人际交往中的品行观念和评价,Concepts and evaluations of conduct in Chinese interpersonal interaction,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1632,reference/HSK_SYLLABUS_EN.md:1633,
hsk26-t79-003,7,9,3,个体与社会,Individuals and society,形象服饰,Image and clothing,不同文化和场合符合礼仪的形象,Etiquette-appropriate image in different cultures and occasions,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1633,reference/HSK_SYLLABUS_EN.md:1634,
hsk26-t79-004,7,9,4,个体与社会,Individuals and society,形象服饰,Image and clothing,服饰搭配与风格,Clothing matching and style,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1634,reference/HSK_SYLLABUS_EN.md:1635,
hsk26-t79-005,7,9,5,个体与社会,Individuals and society,形象服饰,Image and clothing,中式服装特点与审美,Features and aesthetics of Chinese-style clothing,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1635,reference/HSK_SYLLABUS_EN.md:1636,
hsk26-t79-006,7,9,6,个体与社会,Individuals and society,饮食餐饮,Food and dining,具有代表性的中国饮食观念、烹饪方法,Representative Chinese food concepts and cooking methods,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1636,reference/HSK_SYLLABUS_EN.md:1637,
hsk26-t79-007,7,9,7,个体与社会,Individuals and society,饮食餐饮,Food and dining,多样化的地域饮食特色,Diverse regional food characteristics,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1637,reference/HSK_SYLLABUS_EN.md:1638,
hsk26-t79-008,7,9,8,个体与社会,Individuals and society,饮食餐饮,Food and dining,各种餐饮形态的特点和代表品种,Characteristics and representative varieties of various dining forms,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1638,reference/HSK_SYLLABUS_EN.md:1639,
hsk26-t79-009,7,9,9,个体与社会,Individuals and society,饮食餐饮,Food and dining,中国餐桌文化及含义,Chinese table culture and its meanings,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1639,reference/HSK_SYLLABUS_EN.md:1640,
hsk26-t79-010,7,9,10,个体与社会,Individuals and society,建筑与社区,Architecture and community,建筑与社区文化,Architecture and community culture,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1640,reference/HSK_SYLLABUS_EN.md:1641,
hsk26-t79-011,7,9,11,个体与社会,Individuals and society,建筑与社区,Architecture and community,社区空间、设施的规划与建设,Planning and construction of community spaces and facilities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1641,reference/HSK_SYLLABUS_EN.md:1642,
hsk26-t79-012,7,9,12,个体与社会,Individuals and society,建筑与社区,Architecture and community,建筑功能设计与建设,Building functional design and construction,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1642,reference/HSK_SYLLABUS_EN.md:1643,
hsk26-t79-013,7,9,13,个体与社会,Individuals and society,建筑与社区,Architecture and community,房屋买卖与租赁,"Housing purchase, sale, and rental",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1643,reference/HSK_SYLLABUS_EN.md:1644,
hsk26-t79-014,7,9,14,个体与社会,Individuals and society,休闲娱乐,Leisure and entertainment,旅游度假,Travel and vacation,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1644,reference/HSK_SYLLABUS_EN.md:1645,
hsk26-t79-015,7,9,15,个体与社会,Individuals and society,休闲娱乐,Leisure and entertainment,运动健身,Sports and fitness,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1645,reference/HSK_SYLLABUS_EN.md:1646,
hsk26-t79-016,7,9,16,个体与社会,Individuals and society,休闲娱乐,Leisure and entertainment,文化娱乐,Cultural entertainment,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1646,reference/HSK_SYLLABUS_EN.md:1647,
hsk26-t79-017,7,9,17,个体与社会,Individuals and society,休闲娱乐,Leisure and entertainment,购物休闲,Shopping and leisure,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1647,reference/HSK_SYLLABUS_EN.md:1648,
hsk26-t79-018,7,9,18,个体与社会,Individuals and society,学业职业,Studies and careers,专业学习,Specialized study,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1648,reference/HSK_SYLLABUS_EN.md:1649,
hsk26-t79-019,7,9,19,个体与社会,Individuals and society,学业职业,Studies and careers,学业发展与生涯规划,Academic development and career planning,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1649,reference/HSK_SYLLABUS_EN.md:1650,
hsk26-t79-020,7,9,20,个体与社会,Individuals and society,学业职业,Studies and careers,职业发展,Career development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1650,reference/HSK_SYLLABUS_EN.md:1651,
hsk26-t79-021,7,9,21,国家与社会,Country and society,人口与发展,Population and development,人口流动与管理,Population mobility and management,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1651,reference/HSK_SYLLABUS_EN.md:1652,topic hierarchy corrected from aligned EN structure
hsk26-t79-022,7,9,22,国家与社会,Country and society,人口与发展,Population and development,老龄化,Aging,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1652,reference/HSK_SYLLABUS_EN.md:1653,
hsk26-t79-023,7,9,23,国家与社会,Country and society,人口与发展,Population and development,人口发展,Population development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1653,reference/HSK_SYLLABUS_EN.md:1654,
