grammar_element_id,grammar_point_id,element_order,element_kind,target_zh,learner_gloss_en,review_status,basis_source_id,content_origin,notes
gelement_b5b1b011034d42cd8ab4a41b34ba7d12,hsk26-g3-003,4,inventory_member,北,north,approved,hsk26-zh+hsk26-en,project_authored,
gelement_b7e36694ddac489a8ae61df4fd480ed9,hsk26-g3-003,5,inventory_member,北方,the north or a northern area,approved,hsk26-zh+hsk26-en,project_authored,
gelement_4b70a1709da2419a832bce385a0c5390,hsk26-g3-003,6,inventory_member,东方,the east or an eastern area,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a0c11076a61647d0a6ec8dcc08d69ab5,hsk26-g3-003,7,inventory_member,南方,the south or a southern area,approved,hsk26-zh+hsk26-en,project_authored,
gelement_798a9e88c2f149feaaff02faee849a05,hsk26-g3-003,8,inventory_member,西方,the west or a western area,approved,hsk26-zh+hsk26-en,project_authored,
gelement_c12c515b8fdc4c30a991c203af6d3870,hsk26-g3-003,9,inventory_member,中间,in the middle or between,approved,hsk26-zh+hsk26-en,project_authored,
gelement_96274791ace94620ba62813239e00f48,hsk26-g3-004,1,inventory_member,需要,need or need to,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ffa78a9a93e24e69aafaf3321a47c323,hsk26-g3-004,2,inventory_member,该,should or be time to,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0b7f4ae41261409a88c906d2a0c9ee97,hsk26-g3-004,3,inventory_member,应该,should or ought to,approved,hsk26-zh+hsk26-en,project_authored,
gelement_712fa48cc2e9401bb69e4bcec5d78262,hsk26-g3-004,4,inventory_member,愿意,be willing to,approved,hsk26-zh+hsk26-en,project_authored,
gelement_2ae875d8ee81425096f0f416b5b7e54c,hsk26-g3-004,5,inventory_member,得,"must or have to, pronounced děi",approved,hsk26-zh+hsk26-en,project_authored,
gelement_af04bae6e45b4f8a8cefb0d758ddf852,hsk26-g3-005,1,inventory_member,放假,have time off or begin a holiday,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0f91703cf903494aa6d0f78716b47074,hsk26-g3-005,2,inventory_member,见面,meet face to face,approved,hsk26-zh+hsk26-en,project_authored,
gelement_b5d36b2e43c0423c90f37214ad5cdb3e,hsk26-g3-005,3,inventory_member,结婚,get married or be married,approved,hsk26-zh+hsk26-en,project_authored,
gelement_98cb064ea96c4f588d105181a92f24e4,hsk26-g3-005,4,inventory_member,洗澡,take a bath or shower,approved,hsk26-zh+hsk26-en,project_authored,
gelement_530bdc7e27f64580b67687e6a0975283,hsk26-g3-006,1,inventory_member,离开,leave or move away from,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ef71b2755a4a4eaa94a0dbeda12936cb,hsk26-g3-006,2,inventory_member,完成,complete or bring to completion,approved,hsk26-zh+hsk26-en,project_authored,
gelement_d682b92e17ef4443badb111203b04bd1,hsk26-g3-006,3,inventory_member,分开,separate or move apart,approved,hsk26-zh+hsk26-en,project_authored,
gelement_eb12509fd4be40eebccbab586ecfbb44,hsk26-g3-007,1,function,怎样,how or in what way,approved,hsk26-zh+hsk26-en,project_authored,
gelement_41da070096544d089b7d6d78de1289ae,hsk26-g3-008,1,construction,疑问代词+都……,free choice formed with a question word and 都,approved,hsk26-zh+hsk26-en,project_authored,
gelement_c363287d212b4c6f9faef97ba833d34e,hsk26-g3-008,2,construction,疑问代词+疑问代词,matching question words linking an unrestricted condition and result,approved,hsk26-zh+hsk26-en,project_authored,
gelement_fa04af9325054196b0534b53127a915d,hsk26-g3-009,1,function,疑问代词,"question pronoun used as someone, something, or somewhere unspecified",approved,hsk26-zh+hsk26-en,project_authored,
gelement_47a7eeae220047beb03921b520cd0183,hsk26-g3-010,1,inventory_member,别人,other people or someone else,approved,hsk26-zh+hsk26-en,project_authored,
gelement_45dac1cd174845328c014b0e2885a80d,hsk26-g3-010,2,inventory_member,咱们,"we or us, explicitly including the listener",approved,hsk26-zh+hsk26-en,project_authored,
gelement_5f1b65514ab24936a546baf8a8759d93,hsk26-g3-011,1,inventory_member,别的,another or a different one,approved,hsk26-zh+hsk26-en,project_authored,
gelement_5dbb62f3a6f24262a347e5529f5c3aa2,hsk26-g3-011,2,inventory_member,其他,other or the rest,approved,hsk26-zh+hsk26-en,project_authored,
gelement_51605053b0bc410092194e1a24820dfd,hsk26-g3-012,1,inventory_member,把,measure word for handled objects such as umbrellas or chairs,approved,hsk26-zh+hsk26-en,project_authored,
gelement_52efa67793ee4f1395bdd26356e40a32,hsk26-g3-012,2,inventory_member,双,measure word for pairs,approved,hsk26-zh+hsk26-en,project_authored,
gelement_da2d562eb14f46c0be9b0117712551af,hsk26-g3-012,3,inventory_member,张,measure word for flat objects and certain items with a surface,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0b25efd0ae48454383e8584f981d812b,hsk26-g3-012,4,inventory_member,种,measure word for kinds or types,approved,hsk26-zh+hsk26-en,project_authored,
gelement_b8a03626004f4aca998cd48413a1bd70,hsk26-g3-012,5,inventory_member,层,measure word for floors or layers,approved,hsk26-zh+hsk26-en,project_authored,
gelement_bffc0f8fc7204492ad59a704e5eb148b,hsk26-g3-012,6,inventory_member,封,measure word for letters,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0337a2aee5bd41a79e7201315cf42796,hsk26-g3-012,7,inventory_member,页,measure word for pages,approved,hsk26-zh+hsk26-en,project_authored,
gelement_aec97eff1aae4f4c8291eba3b5bd0732,hsk26-g3-012,8,inventory_member,辆,measure word for wheeled vehicles,approved,hsk26-zh+hsk26-en,project_authored,
gelement_89dd11cb59ef4b569fc41d4f9b511ab0,hsk26-g3-012,9,inventory_member,节,measure word for class periods or sections,approved,hsk26-zh+hsk26-en,project_authored,
gelement_22f1a65e23024635bdfb16f616227eec,hsk26-g3-012,10,inventory_member,所,measure word for schools and some institutions,approved,hsk26-zh+hsk26-en,project_authored,
gelement_4b40543596604db9be202a4e22fd03ea,hsk26-g3-012,11,inventory_member,班,measure word for scheduled transport services or classes,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a7697ec5de134f7fba46b0992e1f1143,hsk26-g3-012,12,inventory_member,段,"measure word for sections, intervals, or passages",approved,hsk26-zh+hsk26-en,project_authored,
gelement_00c948fb8e024291ab60c0d831a34ef6,hsk26-g3-012,13,inventory_member,头,measure word for certain large animals,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f0525e9ebb2b4b5b8dd0c89d90d02a47,hsk26-g3-012,14,inventory_member,句,measure word for sentences or utterances,approved,hsk26-zh+hsk26-en,project_authored,
gelement_6b66825bc6b14228bc84a657c03501de,hsk26-g3-012,15,inventory_member,公斤,kilogram measure,approved,hsk26-zh+hsk26-en,project_authored,
gelement_07f54686eda1429d90fd8c07a1153ea2,hsk26-g3-012,16,inventory_member,斤,Chinese weight measure of 500 grams,approved,hsk26-zh+hsk26-en,project_authored,
gelement_8e59b71d80d149f885df976c30fb2578,hsk26-g3-012,17,inventory_member,角,one-tenth yuan,approved,hsk26-zh+hsk26-en,project_authored,
gelement_9e4008c0d60a4505916572b074689135,hsk26-g3-012,18,inventory_member,毛,colloquial one-tenth yuan,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a4363fddb5ae47528140c7e0a2056310,hsk26-g3-012,19,inventory_member,刻,quarter-hour measure,approved,hsk26-zh+hsk26-en,project_authored,
gelement_84839cf976864f158940c7f000a24af6,hsk26-g3-012,20,inventory_member,米,meter measure,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ab83c1157b50456081e9cec72a6b6212,hsk26-g3-013,1,inventory_member,碗,bowlful or bowl as a borrowed measure,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ce79b1ac62fa435798be85ad497c34c2,hsk26-g3-013,2,inventory_member,盘,plateful or plate as a borrowed measure,approved,hsk26-zh+hsk26-en,project_authored,
gelement_8c68e99bbda84e3bbf0b179f21b656c3,hsk26-g3-014,1,inventory_member,口,mouthful or bite as an action measure,approved,hsk26-zh+hsk26-en,project_authored,
gelement_4437953174ab45149fcd1ac1800224c4,hsk26-g3-014,2,inventory_member,回,occasion or instance of an action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_5965f2100b0843a7be4c5f5e13b73b1d,hsk26-g3-014,3,inventory_member,遍,complete pass through an action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_cb1f3959544d48a58a8b56bd40f031d5,hsk26-g3-014,4,inventory_member,声,instance of a produced sound or utterance,approved,hsk26-zh+hsk26-en,project_authored,
gelement_6f42f200307e4783b14f217719534103,hsk26-g3-015,1,construction,量词重叠,reduplicated measure word distributing a statement across every member,approved,hsk26-zh+hsk26-en,project_authored,
gelement_55ba8c2a583544cd8f996cd8596f87f9,hsk26-g3-016,1,inventory_member,比较,relatively or comparatively,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e3093525173b4c27a88636ce0610ee3f,hsk26-g3-016,2,inventory_member,还3,even more in a comparison,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f22f5eb718294609bf6141454cac5118,hsk26-g3-016,3,inventory_member,更,more or still more,approved,hsk26-zh+hsk26-en,project_authored,
gelement_7eac1260ba904f24916e1722650b1db4,hsk26-g3-016,4,inventory_member,特别,especially or particularly,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ab923f47b4014c5784500cd7f4d47ac4,hsk26-g3-016,5,inventory_member,挺,"quite, often conversational",approved,hsk26-zh+hsk26-en,project_authored,
gelement_04f9ae1dd214421ba15ce3e8a1d96c87,hsk26-g3-016,6,inventory_member,有些,"somewhat, often with an undesirable quality",approved,hsk26-zh+hsk26-en,project_authored,
gelement_19b12ece120a410abd8b6da3cb626df1,hsk26-g3-016,7,inventory_member,越,increasingly or the more,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e5706bdc8ec04fddac547a2392f03ac3,hsk26-g3-016,8,inventory_member,极,extremely,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ae0f453f7b2a470a8537a017bd9c3cbf,hsk26-g3-017,1,inventory_member,就3,only or precisely the focused member,approved,hsk26-zh+hsk26-en,project_authored,
gelement_5c669089339146a48fe38ada3f9912a4,hsk26-g3-017,2,inventory_member,一块儿,together,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ef377f47682842e98bf42c57a8c9d434,hsk26-g3-017,3,inventory_member,一共,in total,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e1d198e169e94ed3b2473d0f052b4053,hsk26-g3-017,4,inventory_member,只,only,approved,hsk26-zh+hsk26-en,project_authored,
gelement_978c68c2cb4344c1b2462b98a0728c37,hsk26-g3-017,5,inventory_member,到处,everywhere,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ec5165e799294b408c427a02abdc963f,hsk26-g3-017,6,inventory_member,只是,"merely or only, sometimes introducing a reservation",approved,hsk26-zh+hsk26-en,project_authored,
gelement_ea6751c760c64cc1bee7d68f35341517,hsk26-g3-018,1,inventory_member,才1,"not until or only then, later than expected",approved,hsk26-zh+hsk26-en,project_authored,
gelement_f45c7672dcb8494692b1da45270d751f,hsk26-g3-018,2,inventory_member,马上,immediately or very soon,approved,hsk26-zh+hsk26-en,project_authored,
gelement_dc6ddb6714d14d18a1dd442cd6cba915,hsk26-g3-018,3,inventory_member,先,first or beforehand,approved,hsk26-zh+hsk26-en,project_authored,
gelement_3c5af249fcd346cb9333d493b92c02d9,hsk26-g3-018,4,inventory_member,一会儿,a short while or in a moment,approved,hsk26-zh+hsk26-en,project_authored,
gelement_bff62df433f94ca5a0ff9525ba172b7f,hsk26-g3-018,5,inventory_member,刚,just recently,approved,hsk26-zh+hsk26-en,project_authored,
gelement_8448b55921f54760a0c523e717fae3fd,hsk26-g3-018,6,inventory_member,刚刚,just now,approved,hsk26-zh+hsk26-en,project_authored,
gelement_4f9f8e8e4d5e4be195a211ba441d811b,hsk26-g3-018,7,inventory_member,一直,continuously or all along,approved,hsk26-zh+hsk26-en,project_authored,
gelement_2121705a66ef45929b561bfe3d6cd38d,hsk26-g3-019,1,inventory_member,总,always or repeatedly,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ed27044c3e024547acc9c8b252fb99c4,hsk26-g3-019,2,inventory_member,总是,"always, with persistent regularity",approved,hsk26-zh+hsk26-en,project_authored,
gelement_33d1998bcfb6451cbb2ee388a172dc82,hsk26-g3-019,3,inventory_member,又,again for a realized or current repetition,approved,hsk26-zh+hsk26-en,project_authored,
gelement_7d5b419903bd4bca977f1c83c3688e55,hsk26-g3-019,4,inventory_member,常常,often,approved,hsk26-zh+hsk26-en,project_authored,
gelement_b1fc9c2e0787479a9389fb8b4ce6754f,hsk26-g3-020,1,function,一边,correlative adverb marking one of two simultaneous actions,approved,hsk26-zh+hsk26-en,project_authored,
gelement_d57de6b4323a47d1b21491de1dcb8626,hsk26-g3-021,1,inventory_member,大概,probably or approximately,approved,hsk26-zh+hsk26-en,project_authored,
gelement_7e5fe41e15624203849d7c71d42cc558,hsk26-g3-021,2,inventory_member,必须,must or necessarily,approved,hsk26-zh+hsk26-en,project_authored,
gelement_2b67ed07eab941b9a4d3bee718e4d2f4,hsk26-g3-021,3,inventory_member,差不多,almost or roughly the same,approved,hsk26-zh+hsk26-en,project_authored,
gelement_48301f3a9e8c4ade9f2f117707395689,hsk26-g3-021,4,inventory_member,一定,certainly or definitely,approved,hsk26-zh+hsk26-en,project_authored,
gelement_c49399b90871463c83ce7ef92ddd29ad,hsk26-g3-021,5,inventory_member,好像,seem or apparently,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f9ba8b44bd8144bca7870a80c25a8ebe,hsk26-g3-021,6,inventory_member,几乎,almost or nearly,approved,hsk26-zh+hsk26-en,project_authored,
gelement_233eb1260445450e8b18a89472fa557f,hsk26-g3-022,1,inventory_member,当然,of course or naturally,approved,hsk26-zh+hsk26-en,project_authored,
gelement_63fd4cc297de4fc2abaf3b5fab4f8fda,hsk26-g3-022,2,inventory_member,其实,"actually, correcting an impression",approved,hsk26-zh+hsk26-en,project_authored,
gelement_3a4d8f406a774b61b306048b9858b736,hsk26-g3-022,3,inventory_member,终于,finally after a process or wait,approved,hsk26-zh+hsk26-en,project_authored,
gelement_056b744e266a407f8d2d6ba40e5b6add,hsk26-g3-022,4,inventory_member,才2,"only, presenting an amount as small",approved,hsk26-zh+hsk26-en,project_authored,
gelement_0390024594094ddc9ea7eb1f21fcca65,hsk26-g3-022,5,inventory_member,才3,"only then, marking a required condition",approved,hsk26-zh+hsk26-en,project_authored,
gelement_0e0d15b0d18440e0be963f465ccf410b,hsk26-g3-022,6,inventory_member,就4,"just or precisely, with emphatic focus",approved,hsk26-zh+hsk26-en,project_authored,
gelement_0444becc66444ac18b9bf2fcee56149d,hsk26-g3-023,1,function,不必,need not or it is unnecessary to,approved,hsk26-zh+hsk26-en,project_authored,
gelement_b5cca19fabf8449db83a9bf9becbdef3,hsk26-g3-023,2,function,不用,"do not need to, commonly conversational",approved,hsk26-zh+hsk26-en,project_authored,
gelement_1444f9d43edd472ea734adc3a9f48d05,hsk26-g3-024,1,function,为1,for or on behalf of a beneficiary,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f4e43c2ca48747ac88d5f88cbfffa49d,hsk26-g3-024,2,function,向1,to or toward an addressee or target,approved,hsk26-zh+hsk26-en,project_authored,
gelement_cfbdeaa073b140fd9cab069ba21f3e3a,hsk26-g3-024,3,function,关于,about or concerning a topic,approved,hsk26-zh+hsk26-en,project_authored,
gelement_df1fbe382fb84482a314e315030445a4,hsk26-g3-025,1,function,向2,toward or in the direction of physical movement,approved,hsk26-zh+hsk26-en,project_authored,
gelement_70cbbc40082e482dbd784f231cc5278e,hsk26-g3-026,1,function,为了,in order to or for the purpose of,approved,hsk26-zh+hsk26-en,project_authored,
gelement_93b9e1306d154cc4bec3645302024ebb,hsk26-g3-026,2,function,为2,because of or for a motivating concern,approved,hsk26-zh+hsk26-en,project_authored,
gelement_007f0fb5973144e282757aad5f0a2536,hsk26-g3-027,1,function,把,marker introducing a specific affected object before the verb,approved,hsk26-zh+hsk26-en,project_authored,
gelement_59b7dc0da93c4098b57f64528563d687,hsk26-g3-027,2,function,被,passive marker introducing the agent or passive event,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f3240b07865e46ddbb06aeb4b6803066,hsk26-g3-028,1,function,根据,according to or on the basis of,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e4c5bd0ec3644a04bef0c243721efdc5,hsk26-g3-029,1,inventory_member,或,"or, concise and sometimes more formal",approved,hsk26-zh+hsk26-en,project_authored,
gelement_1a5c828f46504f109ee16e56f50de6a0,hsk26-g3-029,2,inventory_member,或者,"or, presenting alternatives",approved,hsk26-zh+hsk26-en,project_authored,
gelement_617841407a6744ca83bdb688fa3fc50c,hsk26-g3-030,1,inventory_member,只有,"only if, introducing a necessary condition",approved,hsk26-zh+hsk26-en,project_authored,
gelement_39c23fc228b5445ab4924f39e1a50674,hsk26-g3-030,2,inventory_member,只要,"as long as, introducing a sufficient condition",approved,hsk26-zh+hsk26-en,project_authored,
gelement_c0d3b0bb560d4209b2e7131fd0c2df11,hsk26-g3-030,3,inventory_member,不但,not only,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a230ccf53b2f4d409a8bcd084631322c,hsk26-g3-030,4,inventory_member,而且,but also or moreover,approved,hsk26-zh+hsk26-en,project_authored,
gelement_2abc295a6aab47899cc63065d913e315,hsk26-g3-030,5,inventory_member,如果,if,approved,hsk26-zh+hsk26-en,project_authored,
gelement_2a8b6603971b449aa9f7fe031e365df2,hsk26-g3-030,6,inventory_member,可1,"but, introducing a concise contrast",approved,hsk26-zh+hsk26-en,project_authored,
gelement_ea2c8bfa9d024a708d1b14dcbd80f3b4,hsk26-g3-030,7,inventory_member,可是,but or however,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a3ecb261afd14a5fa07d016c795768ad,hsk26-g3-030,8,inventory_member,然后,then or after that,approved,hsk26-zh+hsk26-en,project_authored,
gelement_53754289cd2f46e397378fa2472ec0e1,hsk26-g3-031,1,function,的话,if that is the case,approved,hsk26-zh+hsk26-en,project_authored,
gelement_eab534de32844c34ae75dbcac06a2caa,hsk26-g3-032,1,category,同位短语,adjacent noun expressions with the same referent,approved,hsk26-zh+hsk26-en,project_authored,
gelement_62177dbc82b84b1687ba68c14f73fb7a,hsk26-g3-033,1,category,动补短语2,"a verb followed by a potential, result, or directional complement",approved,hsk26-zh+hsk26-en,project_authored,
gelement_320854760ffb48ee8264655af2896bf0,hsk26-g3-034,1,construction,数词+量词+数词+量词,repeated number-measure phrase with distributive meaning,approved,hsk26-zh+hsk26-en,project_authored,
gelement_6f44b3d791b24f4a87edacdccc2e3c82,hsk26-g3-035,1,construction,不A不B,neither one extreme nor its opposite,approved,hsk26-zh+hsk26-en,project_authored,
gelement_1c7230ad25f6486e96312302fdde428c,hsk26-g3-036,1,function,不一会儿,after a short while or for only a short while,approved,hsk26-zh+hsk26-en,project_authored,
gelement_c10ef5873de24d8db9d452975b223aa2,hsk26-g3-037,1,function,看来,it seems or apparently,approved,hsk26-zh+hsk26-en,project_authored,
gelement_6bf081eac2bc4b9f9f719fd5d6df9c25,hsk26-g3-038,1,construction,在……看来,in someone's view,approved,hsk26-zh+hsk26-en,project_authored,
gelement_47abfabaa67b4ad0a2f478e4871ef423,hsk26-g3-039,1,construction,越来越,more and more or increasingly,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a185f429371c488d93e3bbde7a593377,hsk26-g3-040,1,function,看起来,"seem or look, by overall impression",approved,hsk26-zh+hsk26-en,project_authored,
gelement_eb212b508b664b02a1ee7873e23eaa7a,hsk26-g3-041,1,function,看上去,look or appear visually,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0b1f7b486ae6444890b337adba2bf3de,hsk26-g3-042,1,function,一般来说,generally speaking,approved,hsk26-zh+hsk26-en,project_authored,
gelement_850f28d2a3504ab5a2004685f97d096c,hsk26-g3-043,1,function,不怎么样,not very good or nothing special,approved,hsk26-zh+hsk26-en,project_authored,
gelement_b593ad6687b0413faf704ba8d6d1d2db,hsk26-g3-044,1,construction,除了……（以外），……还……,"besides one item, add another with 还",approved,hsk26-zh+hsk26-en,project_authored,
gelement_f1555abcd4eb4814860610ef71e185b0,hsk26-g3-044,2,construction,除了……（以外），……也……,"besides one item, add another with 也",approved,hsk26-zh+hsk26-en,project_authored,
gelement_bae318df2c144cc5a1c00142d48e84e7,hsk26-g3-044,3,construction,除了……，……都……,everyone or everything except the named item,approved,hsk26-zh+hsk26-en,project_authored,
gelement_12528e5cd0ad47dba52aee44cc980010,hsk26-g3-045,1,construction,从……起,starting from a stated point,approved,hsk26-zh+hsk26-en,project_authored,
gelement_eee7113bbf6c426299934582410ee815,hsk26-g3-046,1,construction,对……来说,as far as someone or something is concerned,approved,hsk26-zh+hsk26-en,project_authored,
gelement_3df1ca4f379041e6a5bec331d4f72914,hsk26-g3-047,1,construction,一……也不……,"not even one, with 也 and 不",approved,hsk26-zh+hsk26-en,project_authored,
gelement_2b2d42a375a140b7a73dd5a9f9735cde,hsk26-g3-047,2,construction,一……也没……,"not even one occurred, with 也 and 没",approved,hsk26-zh+hsk26-en,project_authored,
gelement_74ab6d4d00e04b57bc46c0265e2b9561,hsk26-g3-047,3,construction,一……都不……,"not a single one, with 都 and 不",approved,hsk26-zh+hsk26-en,project_authored,
gelement_bdea32f6f0f84a8fab880c82a0c07c8a,hsk26-g3-047,4,construction,一……都没……,"not a single one occurred, with 都 and 没",approved,hsk26-zh+hsk26-en,project_authored,
gelement_417a9948182e473297f72193d90c2a98,hsk26-g3-048,1,construction,一点儿也不,not at all,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f7646c8cff5e413d93f9c070202ec595,hsk26-g3-049,1,construction,越……越……,"the more one condition changes, the more another changes",approved,hsk26-zh+hsk26-en,project_authored,
gelement_10f2328f2e8343ba85c46f8fddda33ea,hsk26-g3-050,1,construction,（在）……以前,before a stated reference point,approved,hsk26-zh+hsk26-en,project_authored,
gelement_1f3f5069bd7e4b9db1cfa65471357cf7,hsk26-g3-050,2,construction,……以后,after a stated reference point,approved,hsk26-zh+hsk26-en,project_authored,
gelement_b435c1604ee24c0e8276460e9633e5db,hsk26-g3-050,3,construction,……前,before a compact time or event expression,approved,hsk26-zh+hsk26-en,project_authored,
gelement_80e27d14d967480aa7c2e08422ac80bd,hsk26-g3-050,4,construction,……后,after a compact time or event expression,approved,hsk26-zh+hsk26-en,project_authored,
gelement_abbfc84ad8e24ad8883dd16bbd1ff9c5,hsk26-g3-051,1,construction,X什么（啊）,"why do X, or there is no need to X",approved,hsk26-zh+hsk26-en,project_authored,
gelement_ee7813a801c14746ab850359c626953b,hsk26-g3-052,1,construction,该……了,it is time to do something,approved,hsk26-zh+hsk26-en,project_authored,
gelement_9b6895b1440a4f5ab2b9f427a8a27b58,hsk26-g3-053,1,construction,在……上,with respect to a topic or domain,approved,hsk26-zh+hsk26-en,project_authored,
gelement_7cd74f5ac3fb419b8dfc30a67eac5910,hsk26-g3-053,2,construction,在……下,under a condition or influence,approved,hsk26-zh+hsk26-en,project_authored,
gelement_76aae282899d46469c61262db491647f,hsk26-g3-053,3,construction,在……中,within or during a process,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e922632c80c84e99b2d4bb983d7621d3,hsk26-g3-054,1,function,动词/动词性短语作主语,an action or verbal phrase functioning as the subject,approved,hsk26-zh+hsk26-en,project_authored,
gelement_abd4573e73a6463f88cb9ae22e8f984c,hsk26-g3-054,2,function,形容词/形容词性短语作主语,a quality or adjectival phrase functioning as the subject,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a6fd0086878b40b7a8349c0ed7a5949d,hsk26-g3-055,1,construction,主谓短语作主语,an inner subject-predicate phrase functioning as the larger subject,approved,hsk26-zh+hsk26-en,project_authored,
gelement_994cfb57deeb48bb93dabc4d81dca5de,hsk26-g3-056,1,construction,多项定语,two or more ordered modifiers before one head noun,approved,hsk26-zh+hsk26-en,project_authored,
gelement_3ece761183404106849d3f4f7ed61d62,hsk26-g3-057,1,construction,动词+到,reach or achieve the action's goal,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f3954526255340c4b3bc23fa7d31a684,hsk26-g3-057,2,construction,动词+住,"secure, retain, or stabilize the result",approved,hsk26-zh+hsk26-en,project_authored,
gelement_96190ec00f35418fba563612571930ca,hsk26-g3-057,3,construction,动词+走,remove something through the action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_9bfc4d6a84744281bf7bca165262ae50,hsk26-g3-057,4,construction,动词+上,"put on, attach, close, or reach a resulting state",approved,hsk26-zh+hsk26-en,project_authored,
gelement_d9ac6fbda1524c959804ac5fe22a733a,hsk26-g3-058,1,construction,动词+出,bring out or detect a result,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ec8732705a4848bc8e3f4d3678739a6f,hsk26-g3-058,2,construction,动词+起,bring something into recall,approved,hsk26-zh+hsk26-en,project_authored,
gelement_79498528db52489f9bb9e041cdadfcd3,hsk26-g3-058,3,construction,动词+下,leave something fixed or recorded,approved,hsk26-zh+hsk26-en,project_authored,
gelement_c5d613eb573e48d79d1c8c5eead6c644,hsk26-g3-059,1,construction,动词+上,begin or gain the opportunity to do an action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_8ef3eefaef5a403990f891ebbe9ed5fe,hsk26-g3-059,2,construction,动词+起来,start an action or enter a state,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0c66c8fb3cf540018508d57141d06b72,hsk26-g3-060,1,construction,动词+下去,continue onward into the future,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0f915af03c62459c9de765e7739dbe3c,hsk26-g3-060,2,construction,动词+下来,maintain an action through to the reference point,approved,hsk26-zh+hsk26-en,project_authored,
gelement_dfe334f0ec0b4e4f81963d0fe15e5be8,hsk26-g3-061,1,construction,动词+得+动词/形容词,the complement result is possible,approved,hsk26-zh+hsk26-en,project_authored,
gelement_dbc2a9a7913a4bb1909cf2739717814d,hsk26-g3-061,2,construction,动词+不+动词/形容词,the complement result is not possible,approved,hsk26-zh+hsk26-en,project_authored,
gelement_eb40f71e6bd146d3a007825638247bc4,hsk26-g3-062,1,construction,形容词+得很,extremely or very adjective,approved,hsk26-zh+hsk26-en,project_authored,
gelement_9a8124b9c66945fd83823a60dc60f5db,hsk26-g3-063,1,construction,形容词/动词+极了,extremely or to the utmost degree,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0f47cb8a10214c298cb44de83375e1b5,hsk26-g3-063,2,construction,形容词/动词+坏了,"extremely, often for an intense feeling or state",approved,hsk26-zh+hsk26-en,project_authored,
gelement_93afc2e09adb4532abff8559181740a1,hsk26-g3-064,1,construction,动作结束+时间间隔+了,an interval measured from a completed endpoint to now,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e218ff7a715b4b76b5680b106d3d63b2,hsk26-g3-065,1,construction,怎样+动词,how to perform an action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_3ea1e822640c4487a5aab36648c40c1e,hsk26-g3-066,1,construction,不是……吗？,"isn't it the case that, used for emphasis",approved,hsk26-zh+hsk26-en,project_authored,
gelement_d6dfe488270741b2b4ce201c81b32682,hsk26-g3-067,1,construction,把+宾语+动词+在+处所,leave an object at a resulting location,approved,hsk26-zh+hsk26-en,project_authored,
gelement_51826995524b4d09aefd701d11a51a85,hsk26-g3-067,2,construction,把+宾语+动词+到+处所,move an object to a destination,approved,hsk26-zh+hsk26-en,project_authored,
gelement_dba9825fdbc64bd887fab8846bdaa6af,hsk26-g3-068,1,construction,把+宾语1+动词+给+宾语2,transfer an item to a recipient with 给,approved,hsk26-zh+hsk26-en,project_authored,
