grammar_pattern_id,grammar_lesson_id,grammar_element_id,pattern_order,label_en,pattern,formation_en,usage_en,review_status,notes
gpattern_309e2030e09e4ffe8e2c3c4543503487,glesson_2e161ba40ebc413383365b8ee6d111c2,gelement_e218ff7a715b4b76b5680b106d3d63b2,1,Method question,Subject + 怎样 + Verb (+ Object)?,Place 怎样 immediately before the action verb.,Requests a method or manner rather than a yes-or-no answer.,approved,
gpattern_3371dc92b04d44f8942582054e912e86,glesson_662c3598b52345f1b16c437f9c50dd3f,gelement_3ea1e822640c4487a5aab36648c40c1e,1,Expected agreement,Subject + 不是 + Statement + 吗?,Frame the proposition with 不是 before it and 吗 at the end.,Prompts the listener to acknowledge a point the speaker regards as clear.,approved,
gpattern_d91a2086eeec4eaeaaee4535fab4d4e0,glesson_485f0c081660431cb26e6624feab453c,,1,Disposed object and resulting place,Subject + 把 + Object + Verb + 在/到 + Place,Move the known object after 把 and put its resulting place after the verb.,Focuses on where the action causes the object to be or arrive.,approved,
gpattern_f802524d34a94cbf8dff6f79550e3d5b,glesson_8291206edc9b4948a350de4f51adecae,,1,Transferred object and recipient,Subject + 把 + Object 1 + Transfer verb + (给) + Object 2,Put the transferred item after 把 and the recipient after the transfer verb or 给.,Highlights what is transferred while retaining the recipient after the verb.,approved,
gpattern_07455f21bbf6466195cddb1fbfe0b538,glesson_902e37aedf50494fb982985426947899,,1,Object plus completed predicate,Subject + 把 + Object + Verb + Result/Directional/State complement,Place the known object after 把 and complete the verb with the appropriate complement.,Makes the object's affected outcome central to the sentence.,approved,
gpattern_31a3e705aefe4c74a2dfa6ab441ec45e,glesson_8c5b4c0a54594df08a901d349e971746,gelement_0c7f10254a824836aec997cb6e70239e,1,Named-agent passive,Patient + 被 + Agent + Verb + Other element,Place the affected patient first and the responsible agent after 被.,Presents the event from the patient's perspective while retaining the agent.,approved,
gpattern_98e485b7c40a4419bf664264df25a19c,glesson_4e1807cc26d140f79028dbc028fcaa1b,gelement_0bc2a38aa1fe4448862c8d2e59aab92c,1,Agentless passive,Patient + 被 + Verb + Other element,Place 被 directly before the completed predicate when no agent is named.,Keeps attention on the affected patient and outcome.,approved,
gpattern_69a78310d4a541b3b5935d3e35674f95,glesson_9e80e20829b14b17a957359bb6bbc67e,gelement_743a4e1d81a349ccaed8281adc6489dc,1,Background manner plus main action,Subject + Verb 1 + 着 + Verb 2,Add 着 to the accompanying first verb and place the main action after it.,Shows the first posture or action continuing while the second action occurs.,approved,
gpattern_04c2c75e2ca94715a3253fe8df286363,glesson_756a581f98be48b5afa1b781494a4e72,,1,Intensified comparison,A + 比 + B + 更/还 + Adjective,Place 更 or 还 between the comparison standard B and the adjective.,Adds intensified degree to a basic 比 comparison.,approved,
gpattern_ad6d95f6e4744913b8ead34a6a5f800a,glesson_081ca9efc2fb40d79a01e906847593b2,gelement_43414ecb7f624310b9df40d35b326f8f,1,General equality,A + 跟 + B + 一样,Place the comparison standard B between 跟 and 一样.,States that A and B match in the relevant understood respect.,approved,
gpattern_c597f7afe06c43088693087798b28cf7,glesson_aee8f5d56fa24588a6ce2de696dc7b13,gelement_41151a34d46e4aeeacbac11151cfe616,1,Equal quality,A + 跟 + B + 一样 + Adjective,Put the shared quality directly after 一样.,States equality specifically along the dimension named by the adjective.,approved,
gpattern_b204a879d0764e42b642512ee67afa16,glesson_3c6e9fce50f743499075918414b62e11,gelement_c076e2dd51bd4934892d252e8532936d,1,Negated comparison,A + 不比 + B + Adjective,Place 不 before 比 and put the comparison standard B before the adjective.,Rejects a claim that A exceeds B on the named quality.,approved,
gpattern_b7b323fe7f884fc28f155bdb6d501dd1,glesson_7208ea54ca48453fa88ace572360521e,,1,Measured action difference,A + 比 + B + 多/少/早/晚 + Verb + Quantity,Place the direction of difference before the verb and its measurement after the verb.,Quantifies a difference in action amount or event timing.,approved,
gpattern_2c38aab0f0e74c43b74595f33f806f2e,glesson_ab55443f5842459e92950531f3a14640,gelement_f8dc13ea263945adabf52178093f193c,1,Appearance at a place,Place + Verb + Direction/Result + (了) + Number-Measure + New entity,"Set the location first, then report the appearance and introduce the new entity last.",Presents an entity as newly entering or becoming present in the scene.,approved,
gpattern_142a511ba6ba433ea9e9fdb68402102b,glesson_37870b2f9f64465286774f5376432844,gelement_261381e5834043039f0e3ba8b5f709f4,1,Disappearance from a place,Place + Verb + Result + 了 + Number-Measure + Entity,"Put the source place first, use a completed disappearance predicate, and place the affected entity last.",Updates an established scene by reporting what is no longer present there.,approved,
gpattern_29219660cab94c96b924b56995321dbf,glesson_1553ab51818642b2bc0841d9472a6c39,gelement_04e7f9d96a5c4a7d94f3865599cd96fb,1,Asserted stance,Subject + 是 + Judgment/Attitude + 的,Place the emphasized judgment or stance between 是 and 的.,Strengthens the speaker's commitment to that evaluation or position.,approved,
gpattern_24a94c83aae040548ac6b158b127bce5,glesson_a0f1859f68cb4d54b2caf12ff9e8237b,gelement_fddd93b60b7b4ac88eef71126982217a,1,Object then complemented verb copy,Subject + Verb + Object + Verb + Complement,"State the verb-object phrase, repeat the same verb, and attach the complement to the copy.","Allows both a direct object and a degree, state, or quantity complement in one predicate.",approved,
gpattern_a313d73be7054ec48f4b60f1184ee55e,glesson_086668360c5544938de5ede95467808a,,1,Ordered sequence,"先 + Action 1, 再/然后 + Action 2",Place 先 before the first action and 再 or 然后 before the following action.,Makes the temporal order between two actions explicit.,approved,
gpattern_c3682a6aef5249c096d769813ec2bf57,glesson_fafa2f30a8db4d60ab1046837b39b08e,gelement_71c05e38422b48f5be486cf928c245f3,1,Parallel alternatives,"或者 + Alternative 1, 或者 + Alternative 2",Place 或者 before each parallel alternative.,Shows that either alternative is possible or available.,approved,
gpattern_785da233185f49949e2976f722d243e0,glesson_7003f358f7df4bbeb820c60ae7eef247,gelement_e41b470c16b648b89d4b01b1f776fe54,1,Short-term alternation,"一会儿 + State/Action 1, 一会儿 + State/Action 2",Place 一会儿 before each alternating state or action.,Presents the subject as switching back and forth between the two.,approved,
gpattern_bc0bebfa3ff5433eabb20580e380ea9d,glesson_3699ff1d274242dca062cce0908bec20,gelement_a0509b7117a9445a8b32b19e4ec29dce,1,Two coexisting properties,Subject + 又 + Predicate 1 + 又 + Predicate 2,Place 又 before each parallel predicate.,Affirms that both predicates hold for the same subject.,approved,
gpattern_e7bff10cd58947a1b657c67a0a876b46,glesson_78985b77a53a429aa7bb1d642fdf7494,gelement_9b00ff1f6b10430e9d6b799f502f35e5,1,Simultaneous actions,Subject + 一边 + Action 1 + 一边 + Action 2,Place 一边 before each of the two concurrent actions.,Presents both actions as unfolding during the same period.,approved,
gpattern_4bb4ed4a59f042449050e83d86730fd0,glesson_b06d9fcf7b8d414eb52e92cdd74392a7,gelement_d120cf3932e34918bb311f6e926ee8b0,1,Strengthened addition,"不但 + Point 1, 而且 + Point 2",Place 不但 before the first point and 而且 before the added point.,Builds emphasis by extending the first statement with additional information.,approved,
gpattern_315d26774606464cba250286fc039d02,glesson_ac8a06a59b734a0b9926e0b5e721fa87,gelement_56f5298e0db642b9a6a354001589170d,1,Concession plus main contrast,"虽然 + Conceded fact, 可是 + Contrasting result",Place 虽然 before the acknowledged fact and 可是 before the main contrasting result.,Shows that the second fact holds in spite of the first.,approved,
gpattern_fd5c0e3906cc40bbbb2f3a7dc7bdaf9a,glesson_f182cc46e3b946abb96f53dda5e4df1c,gelement_dfeabfd8fe514436a7bbbaf236d364da,1,Condition and consequence,"如果 + Condition, Subject + 就 + Result",Put 如果 before the hypothetical condition and 就 before the consequence.,Links a possible situation to what will happen or be done in that case.,approved,
gpattern_fef6a36320e84f04aeed1c0364049bcd,glesson_7f858a43efcf4b10be8832af83ec2c3a,gelement_2776897ac49547b6974e012d871d4c28,1,Clause-final condition marker,"Condition + 的话, Subject + 就 + Result",Put 的话 at the end of the condition and 就 before the result predicate.,Creates an explicit hypothetical link while marking the condition at its end.,approved,
gpattern_6744d851abbe4da4b44019ffb4520569,glesson_498b753c7da54f61b6841874434f7a84,gelement_4a459dabcad9488bb539a89f174e5c32,1,Necessary condition,"只有 + Condition, Subject + 才 + Result",Place 只有 before the required condition and 才 before the result.,Restricts the result to cases in which the condition is satisfied.,approved,
gpattern_3adaee2335294e5fb652f1cf01e1affa,glesson_428b8aa5e9bd475cbf3fa5ef7ba5b5eb,gelement_b4ff0e8541094705bff8a38644faaf73,1,Sufficient condition,"只要 + Condition, Subject + 就 + Result",Place 只要 before the sufficient condition and 就 before the result.,Presents the condition as enough to guarantee or license the consequence.,approved,
gpattern_95bf7923409a441bae57f0b837d9699a,glesson_a0126ffa7598439aaae163fcd7508b72,gelement_359fa34ea8724e23ad002b89c3ba6052,1,Purpose before action,"为了 + Goal, Subject + Action",Place 为了 before the intended goal and put the means or action in the following clause.,Explains what desired outcome motivates the action.,approved,
gpattern_4c8317526eb24cd8b52a1d8ca3f76bed,glesson_9315a8f6d7df428daba515fc04d63e30,gelement_de8f0914d09442df9d79bb1d7aedddde,1,Completed trigger with 就,"Verb + 了 + Object, Subject + 就 + Next action",Mark the first event complete with 了 and place 就 before the following action.,Compresses a condition or temporal sequence and emphasizes a direct transition.,approved,
gpattern_ff9c6b66356f407ea681214b4d336dc4,glesson_9315a8f6d7df428daba515fc04d63e30,gelement_f8cf52fd9e5543889e29fc034b257945,2,Completed trigger without 就,"Verb + 了 + Object, Next action",Mark the trigger event with 了 and state the following action directly.,Uses the completed first event as the understood condition or time for the next action.,approved,
gpattern_a00500f805694d84a83459a687d11188,glesson_e253e9a29c714cd8a4333d3f8428b903,gelement_f3061dc6db5c45f7ba8a04f6964cde25,1,Estimated quantity,大概 + Number-Measure phrase,Place 大概 directly before the estimated quantity.,"Signals that the number is a reasonable estimate, not an exact count.",approved,
gpattern_ce9194b0c4694e88b890e62aae31ba9a,glesson_687cfec23a554ec897fe4131b27568d7,gelement_1e617dbb5edd46edb387405ba5b8c0ab,1,Compact approximate range,Adjacent numeral + Adjacent numeral + Measure + Noun,Place two consecutive numerals directly together before one shared measure word.,Expresses an approximate quantity spanning the two nearby values.,approved,
