reading_id,hanzi_id,pinyin,pinyin_numeric,meaning_en,stroke_sequence,review_status,source_id,notes
hanzi_8212-legacy-reading,hanzi_8212,shū,shu1,comfortable; feeling well,341122515452,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_601d-legacy-reading,hanzi_601d,si,si,embarrassed; sorry,251214544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9001-legacy-reading,hanzi_9001,sòng,song4,to send; to deliver,431134454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8bc9-legacy-reading,hanzi_8bc9,su,su,to tell; to inform,4533124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_867d-legacy-reading,hanzi_867d,suī,sui1,although; even though,251251214,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6240-legacy-reading,hanzi_6240,suǒ,suo3,therefore; as a result,33513312,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_75bc-legacy-reading,hanzi_75bc,téng,teng2,painful; sore,4134135444,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8e22-legacy-reading,hanzi_8e22,tī,ti1,to kick; to play,251212125113533,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4f53-legacy-reading,hanzi_4f53,tǐ,ti3,the body; one's health,3212341,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8df3-legacy-reading,hanzi_8df3,tiào,tiao4,to jump; to hop,2512121341534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_94c1-legacy-reading,hanzi_94c1,tiě,tie3,underground railway; subway,3111531134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5934-legacy-reading,hanzi_5934,tóu,tou2,head; hair style,44134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5b8c-legacy-reading,hanzi_5b8c,wán,wan2,to finish; to be over,4451135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e07-legacy-reading,hanzi_4e07,wàn,wan4,ten thousand; a great number,153,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7f51-legacy-reading,hanzi_7f51,wǎng,wang3,to go online; to connect to the Internet,253434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5f80-legacy-reading,hanzi_5f80,wǎng,wang3,toward; in the direction of,33241121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5fd8-legacy-reading,hanzi_5fd8,wàng,wang4,to forget; to overlook,4154544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_671b-legacy-reading,hanzi_671b,wàng,wang4,to hope; a hope,41535111121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e3a-legacy-reading,hanzi_4e3a,wèi,wei4,for; because of,4354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4f4d-legacy-reading,hanzi_4f4d,wèi,wei4,classifier for people,3241431,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_821e-legacy-reading,hanzi_821e,wǔ,wu3,to dance,31122221354152,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5e0c-legacy-reading,hanzi_5e0c,xī,xi1,to hope; a hope,3413252,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6d17-legacy-reading,hanzi_6d17,xǐ,xi3,to wash,441312135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7b11-legacy-reading,hanzi_7b11,xiào,xiao4,to laugh; to smile,3143143134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_59d3-legacy-reading,hanzi_59d3,xìng,xing4,family name; surname,53131121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_989c-legacy-reading,hanzi_989c,yán,yan2,color; countenance,414313333132534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_773c-legacy-reading,hanzi_773c,yǎn,yan3,eye,25111511534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_836f-legacy-reading,hanzi_836f,yào,yao4,medicine,122551354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7237-legacy-reading,hanzi_7237,yé,ye2,paternal grandfather; grandpa,343452,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5df2-legacy-reading,hanzi_5df2,yǐ,yi3,already,515,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_610f-legacy-reading,hanzi_610f,yì,yi4,embarrassed; sorry,4143125114544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_56e0-legacy-reading,hanzi_56e0,yīn,yin1,because; owing to,251341,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9634-legacy-reading,hanzi_9634,yīn,yin1,overcast; cloudy,523511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6cf3-legacy-reading,hanzi_6cf3,yǒng,yong3,to swim; swimming,44145534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6e38-legacy-reading,hanzi_6e38,yóu,you2,to swim; to travel around,441415331521,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53f3-legacy-reading,hanzi_53f3,yòu,you4,right; right-hand side,13251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9c7c-legacy-reading,hanzi_9c7c,yú,yu2,fish,35251211,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8fdc-legacy-reading,hanzi_8fdc,yuǎn,yuan3,far; distant,1135454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8fd0-legacy-reading,hanzi_8fd0,yùn,yun4,sport; exercise,1154454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7ad9-legacy-reading,hanzi_7ad9,zhàn,zhan4,station; stop,4143121251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_957f-legacy-reading,hanzi_957f,cháng,chang2,long; length,3154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e08-legacy-reading,hanzi_4e08,zhàng,zhang4,husband,134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7740-legacy-reading,hanzi_7740,zhe,zhe,aspect particle for ongoing state,43111325111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5468-legacy-reading,hanzi_5468,zhōu,zhou1,week,35121251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_51c6-legacy-reading,hanzi_51c6,zhǔn,zhun3,to prepare; preparation,4132411121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_81ea-legacy-reading,hanzi_81ea,zì,zi4,oneself; one's own,325111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8d70-legacy-reading,hanzi_8d70,zǒu,zou3,to walk; to go,1212134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8db3-legacy-reading,hanzi_8db3,zú,zu2,soccer; football,2512134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6700-legacy-reading,hanzi_6700,zuì,zui4,most; -est,251112211154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5de6-legacy-reading,hanzi_5de6,zuǒ,zuo3,left,13121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_963f-legacy-reading,hanzi_963f,ā,a1,auntie; maternal aunt,5212512,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_77ee-legacy-reading,hanzi_77ee,ǎi,ai3,short; low,3113431234531,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5b89-legacy-reading,hanzi_5b89,ān,an1,quiet; peaceful,445531,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_628a-legacy-reading,hanzi_628a,bǎ,ba3,BA preposition; handful classifier,1215215,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_822c-legacy-reading,hanzi_822c,bān,ban1,ordinary; general,3354143554,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_642c-legacy-reading,hanzi_642c,bān,ban1,to move; to carry,1213354143554,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_677f-legacy-reading,hanzi_677f,bǎn,ban3,blackboard,12343354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_529e-legacy-reading,hanzi_529e,bàn,ban4,to handle; to manage,5344,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9971-legacy-reading,hanzi_9971,bǎo,bao3,full; satisfied,35535515,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_62a5-legacy-reading,hanzi_62a5,bào,bao4,newspaper; newsprint,1215254,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5317-legacy-reading,hanzi_5317,běi,bei3,north,21135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_88ab-legacy-reading,hanzi_88ab,bèi,bei4,passive marker; by,4523453254,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5fc5-legacy-reading,hanzi_5fc5,bì,bi4,must; have to,45434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53d8-legacy-reading,hanzi_53d8,biàn,bian4,to change; to become different,41223454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_904d-legacy-reading,hanzi_904d,biàn,bian4,one time; once over,451325122454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5bbe-legacy-reading,hanzi_5bbe,bīn,bin1,hotel; guesthouse,4453212134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_51b0-legacy-reading,hanzi_51b0,bīng,bing1,ice,412534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_624d-legacy-reading,hanzi_624d,cái,cai2,only then; just,123,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53c2-legacy-reading,hanzi_53c2,cān,can1,to participate; to take part,54134333,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8349-legacy-reading,hanzi_8349,cǎo,cao3,grass; straw,122251112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5c42-legacy-reading,hanzi_5c42,céng,ceng2,layer; floor,5131154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_67e5-legacy-reading,hanzi_67e5,chá,cha2,to check; to look up,123425111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5dee-legacy-reading,hanzi_5dee,chà,cha4,bad; poor,431113121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5c1d-legacy-reading,hanzi_5c1d,cháng,chang2,to taste,243451154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_886c-legacy-reading,hanzi_886c,chèn,chen4,shirt; blouse,45234124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6210-legacy-reading,hanzi_6210,chéng,cheng2,to change into; to turn into,135534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_57ce-legacy-reading,hanzi_57ce,chéng,cheng2,city; town,121135534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8fdf-legacy-reading,hanzi_8fdf,chí,chi2,to arrive late,5134454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6301-legacy-reading,hanzi_6301,chí,chi2,to persevere with; to persist in,121121124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_521d-legacy-reading,hanzi_521d,chū,chu1,junior high school,4523453,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9664-legacy-reading,hanzi_9664,chú,chu2,apart from; besides,523411234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_695a-legacy-reading,hanzi_695a,chu,chu,clear; to understand clearly,1234123452134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5904-legacy-reading,hanzi_5904,chù,chu4,everywhere,35424,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8239-legacy-reading,hanzi_8239,chuán,chuan2,boat; vessel,33541435251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6625-legacy-reading,hanzi_6625,chūn,chun1,spring,111342511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_806a-legacy-reading,hanzi_806a,cōng,cong1,intelligent; clever,122111432514544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7b54-legacy-reading,hanzi_7b54,dá,da2,to reply; to answer,314314341251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5e26-legacy-reading,hanzi_5e26,dài,dai4,to bring; to take along,122245252,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5355-legacy-reading,hanzi_5355,dān,dan1,menu,43251112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_62c5-legacy-reading,hanzi_62c5,dān,dan1,to worry; to be concerned,12125111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5f53-legacy-reading,hanzi_5f53,dāng,dang1,of course; naturally,243511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_706f-legacy-reading,hanzi_706f,dēng,deng1,lamp; light,433412,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5178-legacy-reading,hanzi_5178,diǎn,dian3,word dictionary,25122134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8c03-legacy-reading,hanzi_8c03,tiáo,tiao2,air conditioning; air conditioner,4535121251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5b9a-legacy-reading,hanzi_5b9a,dìng,ding4,to decide; decision,44512134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e22-legacy-reading,hanzi_4e22,diū,diu1,to lose; to put aside,312154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_51ac-legacy-reading,hanzi_51ac,dōng,dong1,winter,35444,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_77ed-legacy-reading,hanzi_77ed,duǎn,duan3,short; brief,311341251431,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6bb5-legacy-reading,hanzi_6bb5,duàn,duan4,section; paragraph,321113554,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_953b-legacy-reading,hanzi_953b,duàn,duan4,to exercise; to train,31115321113554,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6735-legacy-reading,hanzi_6735,duo,duo,ear; handle,351234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_997f-legacy-reading,hanzi_997f,è,e4,hungry; to starve,3553121534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_800c-legacy-reading,hanzi_800c,ér,er2,but also; moreover,132522,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8033-legacy-reading,hanzi_8033,ěr,er3,ear; handle,122111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53d1-legacy-reading,hanzi_53d1,fā,fa1,to send; to issue,53544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6cd5-legacy-reading,hanzi_6cd5,fǎ,fa3,solution; way to handle something,44112154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_65b9-legacy-reading,hanzi_65b9,fāng,fang1,north; northern region,4153,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_653e-legacy-reading,hanzi_653e,fàng,fang4,to put; to place,41533134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_98ce-legacy-reading,hanzi_98ce,fēng,feng1,wind,3534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5c01-legacy-reading,hanzi_5c01,fēng,feng1,classifier for letters,121121124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9644-legacy-reading,hanzi_9644,fù,fu4,nearby; vicinity,5232124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_590d-legacy-reading,hanzi_590d,fù,fu4,to review; revision,312511354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8be5-legacy-reading,hanzi_8be5,gāi,gai1,should; ought to,45415334,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6982-legacy-reading,hanzi_6982,gài,gai4,probably; roughly,1234511541535,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_611f-legacy-reading,hanzi_611f,gǎn,gan3,to be interested,1312515344544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5e72-legacy-reading,hanzi_5e72,gàn,gan4,to do; to work on,112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_521a-legacy-reading,hanzi_521a,gāng,gang1,just; exactly,253422,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7cd5-legacy-reading,hanzi_7cd5,gāo,gao1,cake,4312344311214444,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6839-legacy-reading,hanzi_6839,gēn,gen1,according to; basis,1234511534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_66f4-legacy-reading,hanzi_66f4,gèng,geng4,more; even more,1251134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5171-legacy-reading,hanzi_5171,gòng,gong4,in total; altogether,122134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6545-legacy-reading,hanzi_6545,gù,gu4,story,122513134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_987e-legacy-reading,hanzi_987e,gù,gu4,to take care of; to show consideration,1355132534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_74dc-legacy-reading,hanzi_74dc,guā,gua1,watermelon,33544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_522e-legacy-reading,hanzi_522e,guā,gua1,to blow; to scrape,31225122,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_602a-legacy-reading,hanzi_602a,guài,guai4,strange; odd,44254121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_60ef-legacy-reading,hanzi_60ef,guàn,guan4,habit; to be used to,44255212534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6d77-legacy-reading,hanzi_6d77,hǎi,hai3,ocean; sea,4413155414,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5bb3-legacy-reading,hanzi_5bb3,hài,hai4,to be afraid; to be scared,4451112251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5408-legacy-reading,hanzi_5408,hé,he2,suitable; fitting,341251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6cb3-legacy-reading,hanzi_6cb3,hé,he2,river,44112512,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e4e-legacy-reading,hanzi_4e4e,hū,hu1,nearly; almost,34312,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_62a4-legacy-reading,hanzi_62a4,hù,hu4,passport,1214513,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5316-legacy-reading,hanzi_5316,huà,hua4,to change; to vary,3235,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_73af-legacy-reading,hanzi_73af,huán,huan2,environment; circumstances,11211324,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6362-legacy-reading,hanzi_6362,huàn,huan4,to exchange; to change,1213525134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9ec4-legacy-reading,hanzi_9ec4,huáng,huang2,yellow color,12212512134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5a5a-legacy-reading,hanzi_5a5a,hūn,hun1,to marry; to get married,53135152511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6d3b-legacy-reading,hanzi_6d3b,huó,huo2,life; to live,441312251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6216-legacy-reading,hanzi_6216,huò,huo4,or; perhaps,12511534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6fc0-legacy-reading,hanzi_6fc0,jī,ji1,ice cream,4413251141533134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7ea7-legacy-reading,hanzi_7ea7,jí,ji2,class; grade,551354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6781-legacy-reading,hanzi_6781,jí,ji2,extremely,1234354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6025-legacy-reading,hanzi_6025,jí,ji2,urgent; anxious,355114544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5b63-legacy-reading,hanzi_5b63,jì,ji4,season; quarter,31234521,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7ee9-legacy-reading,hanzi_7ee9,jì,ji4,grade; score,55111212534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_52a0-legacy-reading,hanzi_52a0,jiā,jia1,to add; plus,53251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5047-legacy-reading,hanzi_5047,jià,jia4,to have a holiday or vacation,32512115154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_575a-legacy-reading,hanzi_575a,jiān,jian1,to persevere with; to persist in,2254121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_68c0-legacy-reading,hanzi_68c0,jiǎn,jian3,to check; inspection,12343414431,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7b80-legacy-reading,hanzi_7b80,jiǎn,jian3,simple; not complicated,3143144252511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5065-legacy-reading,hanzi_5065,jiàn,jian4,healthy; health,3251111254,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8bb2-legacy-reading,hanzi_8bb2,jiǎng,jiang3,to speak; to explain,451132,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8549-legacy-reading,hanzi_8549,jiāo,jiao1,banana,122324111214444,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_89d2-legacy-reading,hanzi_89d2,jiǎo,jiao3,jiao; angle,3535112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_811a-legacy-reading,hanzi_811a,jiǎo,jiao3,foot; leg,35111215452,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8f83-legacy-reading,hanzi_8f83,jiào,jiao4,relatively; comparatively,1521413434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_63a5-legacy-reading,hanzi_63a5,jiē,jie1,to receive; to pick up,12141431531,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
