grammar_example_id,grammar_lesson_id,grammar_pattern_id,sentence_id,example_order,context_note_en,example_kind,review_status,notes
gexample_4784dba8ff7e4f8a800abdf90f6d3b92,glesson_f31d698d638445f1a9feb41d157fe04b,,sent_738225e72ce54438a3bd57c4585de63f,3,,variation,approved,
gexample_87e43abccfbb48eda7076a603996a000,glesson_f31d698d638445f1a9feb41d157fe04b,,sent_c0149fae0a45470a812f85d70d6abb23,4,,variation,approved,
gexample_7a8d30afbeff4fb9a45ae0547d1548f6,glesson_f31d698d638445f1a9feb41d157fe04b,,sent_68a822e76c1248ae91079828470cfb8d,5,,variation,approved,
gexample_2a39b6f66038408e9a796992dcff2c00,glesson_f31d698d638445f1a9feb41d157fe04b,,sent_512d0550febd440b8e6461528a26e8a9,6,,variation,approved,
gexample_5ca51327aea3456888242b4efe2222ee,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_f587ab92a37240c493944e17939f24f3,1,,primary,approved,
gexample_5cf3fca78459465d974a270e2d8abd2a,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_0e860155dc54497ab65c6af23ef0dde7,2,,variation,approved,
gexample_af7bf39369b940c1bdfa215d94016457,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_66d6af604bb849a88c01da9bc540605a,3,,variation,approved,
gexample_d3662680028e4d0eb825da0a1517fe71,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_da4230749c38454f873a09c70de4476d,4,,variation,approved,
gexample_5cbb96ca4f8e4fca899e625cc2bb8b8d,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_d51cf2ac413349249e247406322f5554,5,,variation,approved,
gexample_a1d6952a9c8d42d2a09f127dd349c0b6,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_6b0706cca0a2481785075ee89840a620,6,,variation,approved,
gexample_5022ed606f2644a7b41f2c7b10e1dcbf,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_090630b9776446ff97401076ffe56900,7,,variation,approved,
gexample_31b41fffac524dc2bbbc4f2c17bbcc3b,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_c1efea6d2b3545f69b0e3a5b590a6359,8,,variation,approved,
gexample_4134b88c2f5d4669b4c8a7cb0a9ffc76,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_eaac6e23ec074b5fbe4420676763f233,9,,variation,approved,
gexample_f9c3c822a6f645208d0487521dd4b5fc,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_0f3d4be7459448c8b493d02af805cfc6,10,,variation,approved,
gexample_a7141e111aa346268708e06264bba2b1,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_de6ae39dd0434533a291031e6b0748af,11,,variation,approved,
gexample_acc7663cc2a840d6a8ceb7e3e6eeb404,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_9636a22721e14df292e9a3f0bc020832,12,,variation,approved,
gexample_7a10092c2cbb4006be0b4077ea7ccd9c,glesson_ee41e6416f824d27b1eb8c57691de21b,,sent_cd91907975aa4b5ca8d383154775a6b8,13,,variation,approved,
gexample_66cf46d3a6654b939bb6075eec1fa17e,glesson_ede1b62f33a6494a85014b585331b428,gpattern_957a9e4ec7734018a3303363c6f7e90c,sent_5f0ef5905b574c37b9cd3aa6e3849b7d,1,,primary,approved,
gexample_70847a68305e4648b273d02bce1dfe26,glesson_ede1b62f33a6494a85014b585331b428,gpattern_957a9e4ec7734018a3303363c6f7e90c,sent_49694e7269e2412183c9bf9989926fe4,2,,variation,approved,
gexample_773ec723c03647b992d915f97991710a,glesson_c3771e2abd7742728367260732b013c7,gpattern_5a0a966f36c7449babed3bfffd1397d5,sent_77de783d1c3f44c09de1cd1e40db31f7,1,,primary,approved,
gexample_d1eb53698f154c6695b3eeb1df10fc80,glesson_c3771e2abd7742728367260732b013c7,gpattern_5a0a966f36c7449babed3bfffd1397d5,sent_7e0ad15b850949f080acd1f5ed7dde28,2,,variation,approved,
gexample_57c7e67f72c34298a2adc378dc95d8c5,glesson_ffbf32e9af2f483ea949c0ad313f0001,gpattern_77dcf35373c2429aafa0b3ea86d537cb,sent_c8b153bcfd334de4b601566e941fb3d3,1,,primary,approved,
gexample_9a4cb11a19f544679aee3c7add5fe6c4,glesson_ffbf32e9af2f483ea949c0ad313f0001,gpattern_77dcf35373c2429aafa0b3ea86d537cb,sent_7b7a7b74e0494e0c95a230b935a4479d,2,,variation,approved,
gexample_772b109293014aeeba933660d7831a94,glesson_a6853982d0af406fa888be25a7d45bd3,gpattern_f95f13882fab49e7ac558461a113152e,sent_01eee871c06a4f95b93b6807d1e8feb3,1,,primary,approved,
gexample_a03f7cb47c4246a782f1ef70a1881405,glesson_a6853982d0af406fa888be25a7d45bd3,gpattern_f95f13882fab49e7ac558461a113152e,sent_902f869a40874aed940bdbe5b6761115,2,,variation,approved,
gexample_1261c79468744752a75e77e879887276,glesson_52acdf2be231401cb6641db150ed1b78,gpattern_9d78f483c8bf467d9a9f230baf5b9746,sent_1a3af9f5181342918a481f6bcc1dc37d,1,,primary,approved,
gexample_36d9c66f84584637ba8675191c5f73ec,glesson_52acdf2be231401cb6641db150ed1b78,gpattern_9d78f483c8bf467d9a9f230baf5b9746,sent_10ca3c6c9e684637a696bc31a4925a01,2,,variation,approved,
gexample_e08c0a3bd2d44d0eba8df6fd7585cf94,glesson_b26122dc1f28458583e65e8d71623385,gpattern_70b7746495ac4cba9627107bbf4b040e,sent_54da821833a84888ad9d72a2585a4588,1,,primary,approved,
gexample_cca39a258a86434c960221f6b95a633f,glesson_b26122dc1f28458583e65e8d71623385,gpattern_70b7746495ac4cba9627107bbf4b040e,sent_3c985fa401834024b196a7fca789eb56,2,,variation,approved,
gexample_255b3736a01c42708682634767de9293,glesson_a35f4c8b3a7545ddbd5495e9946d2dd3,gpattern_d30f2c59345e41b2a117064ebce0ce4f,sent_fe123301919b46888534bbcc3b24cd90,1,,primary,approved,
gexample_e5fb38bce5f9465e90b6d443ee0fa6d2,glesson_a35f4c8b3a7545ddbd5495e9946d2dd3,gpattern_d30f2c59345e41b2a117064ebce0ce4f,sent_b668647ee9c2408fb6078e4a534bd3cf,2,,variation,approved,
gexample_7aff05e752c848e3b092f18d4a15e835,glesson_a7c3f16190ef479f9dc90866f0f19fd3,gpattern_e14583e21c344f4e87c01efafc17f07b,sent_a394239b5e1e44788d4cdef645e401f2,1,,primary,approved,
gexample_629ca00581e54c159bb04b3c74c70557,glesson_a7c3f16190ef479f9dc90866f0f19fd3,gpattern_e14583e21c344f4e87c01efafc17f07b,sent_758f52526b2a440f97e354d9abfd1e45,2,,variation,approved,
gexample_8be4c2dedb704fc3aaef9827d03252c6,glesson_8406c000714148ed93355a655ae380e4,gpattern_3cb45bf5c9bd460998ac4922686f49fe,sent_8f4b753e96764c14b17b50fd8ec36408,1,,primary,approved,
gexample_bc0233b06ff94506a4204dde120bf378,glesson_8406c000714148ed93355a655ae380e4,gpattern_3cb45bf5c9bd460998ac4922686f49fe,sent_8dc6825183774682930fcdfff1389131,2,,variation,approved,
gexample_cbaee4e247ee4a0aaecfb5c4e1d43971,glesson_8cd3774517fc4724be7340812ecbe749,gpattern_e4bb54c8c3054411b8d6b616273a90ca,sent_2f5d2ae8a60c4948a2c14089304c078f,1,,primary,approved,
gexample_357f271bdbd24072ae243c7f79ea9f0e,glesson_8cd3774517fc4724be7340812ecbe749,gpattern_e4bb54c8c3054411b8d6b616273a90ca,sent_ff193e76ad954b7ab1b2d112ee36dd7d,2,,variation,approved,
gexample_cb1ab976f5bc42c3ae522e86ae5344d9,glesson_3eb252ea7d424841a3152d08aa6cc546,,sent_3da2b6c5a9294e63a08f537586ea4c55,1,,primary,approved,
gexample_7cc7b7be493d4338b70672b4e1798d5a,glesson_3eb252ea7d424841a3152d08aa6cc546,,sent_2876935dda374c7eb8cfc9ac2f186dbc,2,,variation,approved,
gexample_1d74b095c2584dc0b28b7fe384fed577,glesson_6ef576543f8541009ddc1864bf774cfb,,sent_b0655c312316477198343aa2bae767bf,1,,primary,approved,
gexample_77de0192928d47c18854d248539c71a4,glesson_6ef576543f8541009ddc1864bf774cfb,,sent_e26318e39a494d9086a941b2a5523771,2,,variation,approved,
gexample_92ec3e1fe02b4028a974b59a79669209,glesson_0d882781e8774e09858c603addc4ffee,gpattern_6ecfc3d6ab694346b6bb8c7d98930715,sent_eeb9879aeb8242b2bdd7471a2d88cefe,1,,primary,approved,
gexample_548fac33854249079f99f1a122e3a548,glesson_0d882781e8774e09858c603addc4ffee,gpattern_8ed6086d43f9435baf652b7d20a2c630,sent_0c136c6500834b12af47dc8407f23073,2,,variation,approved,
gexample_918b4f53fc7f4464a917b0cab9306d59,glesson_ffe80b1988b84769a16676ccb04b2e61,,sent_d92d6791d44c497c989033da4401f522,1,,primary,approved,
gexample_181ee76f5fc047c6972346ebdc1b576f,glesson_ffe80b1988b84769a16676ccb04b2e61,,sent_91a5644d9c9942f8901d23be02b8fecb,2,,variation,approved,
gexample_68cfdd9196334266a787fb8e677882fb,glesson_ffe80b1988b84769a16676ccb04b2e61,,sent_b41e00be33544e9b939b43824c08646c,3,,variation,approved,
gexample_09e5bee446154f0294b73d863df5cd82,glesson_ffe80b1988b84769a16676ccb04b2e61,,sent_b0a18e94fa05456a9c73c24c5d5277fe,4,,variation,approved,
gexample_974d3dd80810480abe32a2581f6f9ce7,glesson_1498a4583ff14c99892cf06f0b72f6e6,,sent_cdd447ad92d14cb5a10d4fee22e73c63,1,,primary,approved,
gexample_5505f3ad21024d5cb9745c5554dc21d5,glesson_1498a4583ff14c99892cf06f0b72f6e6,,sent_1e3889f90bbe4accbc8534067100d159,2,,variation,approved,
gexample_df4087947b424b3ba33359f6c4615891,glesson_1498a4583ff14c99892cf06f0b72f6e6,,sent_b7a10d75908048bf94aa9a4bbf5e4d0e,3,,variation,approved,
gexample_c0a27bbde7d648d58d1048e71b876ea8,glesson_993586dc6e8f4916b41298d63695c08d,gpattern_bdbb2a1fd185490b961481417a2b3edc,sent_f8d32ab1ae2a402d9d5455f46c0adc27,1,,primary,approved,
gexample_dfa218e763e4425c8790a613d53989a9,glesson_993586dc6e8f4916b41298d63695c08d,gpattern_bdbb2a1fd185490b961481417a2b3edc,sent_abb1e93e9c4f40849114df16ecc1d415,2,,variation,approved,
gexample_70a9ea241ea846f194efe7d7619d2da1,glesson_68db8b2f6deb4411af949bf10e1bb513,gpattern_94d877f7ad804067ad8b2bbcdd6c7570,sent_36e22233803d42b58e57bfc9c0fc8bc4,1,,primary,approved,
gexample_7b62d1eec3a347609cb92d2ef41a7d8d,glesson_68db8b2f6deb4411af949bf10e1bb513,gpattern_94d877f7ad804067ad8b2bbcdd6c7570,sent_6ee471ac444442cc86f4c5626224b090,2,,variation,approved,
gexample_70da2b3ad6ab487d9e5fba2c101b8247,glesson_03c64f5939e34fb5ae2e9318a50693cf,gpattern_5b20381ecfdf4b9f8cc4dbab4ce2a319,sent_3fab3c4657bf458a81dcd96a508ecbec,1,,primary,approved,
gexample_3fdbd75370b247659313dda5328a8819,glesson_03c64f5939e34fb5ae2e9318a50693cf,gpattern_5b20381ecfdf4b9f8cc4dbab4ce2a319,sent_a5da211da1664e0eb9779cfd39bfc22b,2,,variation,approved,
gexample_cdb3f424aad2422cbdfec00a1bec87e6,glesson_cd8a7497afe54bbeb49b0343599ed9ec,gpattern_9b92b8932b9940a7bf6e49574e36ba37,sent_9280f64d0ee443979847dbf0d6c4e881,1,,primary,approved,
gexample_88012daf4647476ea43040a21f8feec5,glesson_cd8a7497afe54bbeb49b0343599ed9ec,gpattern_9b92b8932b9940a7bf6e49574e36ba37,sent_c5c255dbd9c6418aa3433fe27f46fe67,2,,variation,approved,
gexample_8abb44140ae24057b8d79c5a6b3d58e6,glesson_6f0127d426cf4bf68701631287733166,gpattern_f5ccdff5a0104f2e84527b9b6a1c2219,sent_5a1e013cf8864073b02cdb4777113360,1,,primary,approved,
gexample_42684141992d4ebeb2821d55f56716a3,glesson_6f0127d426cf4bf68701631287733166,gpattern_f5ccdff5a0104f2e84527b9b6a1c2219,sent_1f35c6cbd2fc464d8f978658be77536f,2,,variation,approved,
gexample_871df97645b34a71ad918920baf7a09a,glesson_8ff45e3161d942abb8dd0470128fe4d5,gpattern_b6d17c0a55164ebf85971ab510d8cff0,sent_9aa3d958f32a42288aa66b40e5135133,1,,primary,approved,
gexample_d9bb0885ef994ae1b589e211448ddab1,glesson_8ff45e3161d942abb8dd0470128fe4d5,gpattern_b6d17c0a55164ebf85971ab510d8cff0,sent_2655f5c1bf354ca7b975e80cdeabafa7,2,,variation,approved,
gexample_46546fa862de4b55968a8170181b7197,glesson_5e4c4bb2dc1543c1b1e7afbef39ca393,gpattern_f376db5971d647aeb1af29f977cb137f,sent_b199caa17c004da7b46412c2b270d61e,1,,primary,approved,
gexample_6be5ea38b8c0447eace55d10ba4def1c,glesson_5e4c4bb2dc1543c1b1e7afbef39ca393,gpattern_f376db5971d647aeb1af29f977cb137f,sent_21748b2498e74ca7a9539bb44c771dc2,2,,variation,approved,
gexample_ddb1cb343e0644018f02f0a0fed6435d,glesson_850e51837bbb4d249c84d673457cb2e1,gpattern_787768cabaec4953aa86f92522789439,sent_fa7c97c83d984dfc9b644124b64908f6,1,,primary,approved,
gexample_bc0938edb0cb4915ac33a87556111a5e,glesson_850e51837bbb4d249c84d673457cb2e1,gpattern_787768cabaec4953aa86f92522789439,sent_2388c39dcf1249b29733e895ffc4317e,2,,variation,approved,
gexample_1b963e53f61b419f8cef409584a84a14,glesson_e77d15c96ede4ed4b4125715ee306f3a,gpattern_6636aecbe2d847a7ba8645fc67feebbc,sent_ffebb1e2fb3d494499086beda57b8473,1,,primary,approved,
gexample_918dcb17ce8a4e399587a446ff7b936e,glesson_e77d15c96ede4ed4b4125715ee306f3a,gpattern_6636aecbe2d847a7ba8645fc67feebbc,sent_d3bf515152234361be0be3728314326e,2,,variation,approved,
gexample_172d310feb054f8e8d9af39196580f4c,glesson_00381ffa4caf46d8a88816e5c574b3e9,gpattern_e26e6ac3c6c4409c9347b16cff5fd8ff,sent_76c9ce467e674cedb58429ee1a883f80,1,,primary,approved,
gexample_c771303bb5b54b409e6b1c1fc071885d,glesson_00381ffa4caf46d8a88816e5c574b3e9,gpattern_e26e6ac3c6c4409c9347b16cff5fd8ff,sent_da63e7d1bfdf4fa692b16ec3ded14329,2,,variation,approved,
gexample_12dbe9d7bf314bae969a503ced017fae,glesson_dd80611de9834c14b69a9d00ac756445,gpattern_7c8d2c01dfeb40768c4e5a32950589f5,sent_eedfc6242e454a6ab5257ff4a6896884,1,,primary,approved,
gexample_132c9778f2054a9d85b13b31cf4e1245,glesson_dd80611de9834c14b69a9d00ac756445,gpattern_7c8d2c01dfeb40768c4e5a32950589f5,sent_57958d7b293342af808ac002f09d152b,2,,variation,approved,
gexample_c90e034f398d4664a65b1cc8060a18bd,glesson_237b83ef82744366b4ac454c615a734f,gpattern_8928e74c94914c79aaf4e6610aa83a67,sent_e89890799a064b82aec5fc079a5742a7,1,,primary,approved,
gexample_95b9de621d9249eaba7ebf03028d50b3,glesson_237b83ef82744366b4ac454c615a734f,gpattern_8928e74c94914c79aaf4e6610aa83a67,sent_d1c6e19c98bc4650a6f85d78dc63ff14,2,,variation,approved,
gexample_ce9d7b00a02247f590e08f6f538e6c6c,glesson_6e7cfe6abe734612a4e5a72de1210257,gpattern_e242280471654454a40cc9cfb49c1fa1,sent_570fbe9e92eb4d03b47c98dcd40a0689,1,,primary,approved,
gexample_c4ce51d87a9f4962b2ed9a606538aa9c,glesson_6e7cfe6abe734612a4e5a72de1210257,gpattern_e242280471654454a40cc9cfb49c1fa1,sent_92a6a16c350445ab982e033e2a893c40,2,,variation,approved,
gexample_842aa1b08add4e449ef4b7503fba9f55,glesson_32471e0e6d8446e5baff7c10a29196dd,,sent_bc7197c9dc0349e79a3a12173072768e,1,,primary,approved,
gexample_097aa3559370494db925f2d92412267b,glesson_32471e0e6d8446e5baff7c10a29196dd,,sent_3cdac3709194495f95b67cf32ba9f2b3,2,,variation,approved,
gexample_1343a6448502421798f5af437baa5c84,glesson_32471e0e6d8446e5baff7c10a29196dd,,sent_b42fd37e254c45fea3df30a92f787823,3,,variation,approved,
gexample_ddd45e806975493f902acc9fa4354303,glesson_d72c52c17a7d49bf9fd6547f5900dcbc,,sent_850cabe50c604e1bb7f664d5cabfcdb4,1,,primary,approved,
gexample_a91a3019894841b391ae0eff5bda551b,glesson_d72c52c17a7d49bf9fd6547f5900dcbc,,sent_56b9a3d34a6b46aeba0525430154e373,2,,variation,approved,
gexample_6f888d77952546849ca9c46e78bb4c33,glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,,sent_8045cc35083a4704924b74789313e9df,1,,primary,approved,
gexample_a9a7144ace7540be8254f8d6c49139e6,glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,,sent_6536ea6d0c914299bcc0e7b4ea5270f6,2,,variation,approved,
gexample_3e9c6b4905914330b41293959d471946,glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,,sent_585509ec4c8c4788b9a762a19698cd00,3,,variation,approved,
gexample_775d5b6420204f88aa6e1c39ed63bba3,glesson_d30968a42f4b4ef49c213b6271e5f4f4,,sent_123d68b172c04cfa93048e228284aced,1,,primary,approved,
gexample_71e9090f3cc54383af42535f14249c36,glesson_d30968a42f4b4ef49c213b6271e5f4f4,,sent_5d60c06c2e2c4493b6597874212b56be,2,,variation,approved,
gexample_fa00814f1cdd4aada850ec379c5a63b9,glesson_4b17ca4cd44f43268595621fcd28cb0b,,sent_d71810307d3643a8a7584d940924a89f,1,,primary,approved,
gexample_f8dba84ee2804b7e80574848cc5b45db,glesson_4b17ca4cd44f43268595621fcd28cb0b,,sent_9b880271b92c4d2c951178f3668dd932,2,,variation,approved,
gexample_c4bcf82b317a4cbabfe3aae5dcfb6749,glesson_867901eb059049e79b6ff537b4ab9bed,gpattern_6ec72a2fd2ef4aa1ac4d0b8e75d575ea,sent_9c488235c9e644538006cef23e815817,1,,primary,approved,
gexample_7e41ba6a03804362aed6055d94747504,glesson_867901eb059049e79b6ff537b4ab9bed,gpattern_6ec72a2fd2ef4aa1ac4d0b8e75d575ea,sent_9566b0b7f312491c9b25e7707a520846,2,,variation,approved,
gexample_3432c7db9eb746dab6cf4cc9e4131fa9,glesson_5d546dc5765a4b47a1819003e41f0888,gpattern_7ed300a5c4ec45c1bdb7f51c1207c70a,sent_ceab458d38504acd8b8eb8df0ce45288,1,,primary,approved,
gexample_4d5850b693b44a4fa1be503b6e9bba47,glesson_5d546dc5765a4b47a1819003e41f0888,gpattern_580526ccb9804458bd1686ebc09d9c87,sent_6befde84638d4897b3d301248ec38031,2,,variation,approved,
gexample_56df7bf37c1b46feb7a2e6fa35589862,glesson_bea2dc463fb3437fac779d881872add9,gpattern_d9ad3b71a2c243d081238bee3f7c3d16,sent_a5cea6f93da74e2d967634b266e66c09,1,,primary,approved,
gexample_61c92115e5254a658e9b16de1d068441,glesson_bea2dc463fb3437fac779d881872add9,gpattern_d9ad3b71a2c243d081238bee3f7c3d16,sent_3cb28f6ce9834e2681be92b7b29e5160,2,,variation,approved,
gexample_a21cb69f48374faba430a3409b3d2be0,glesson_b6e0bf6e6140401d949ed1cd7a5e44a2,,sent_134f632bd3174c9e9adb7e51856b78ed,1,,primary,approved,
gexample_5854979532d945e79b2ca34b22ffccd0,glesson_b6e0bf6e6140401d949ed1cd7a5e44a2,,sent_43c1924c3ce7489391331ef3e9bea747,2,,variation,approved,
gexample_0178056ac69445d9a6efc0de41f763ee,glesson_64a50251c82e4b31bf9ccb111190ae9f,,sent_7fa01d81dcb940a4ad0a8ffffcf66638,1,,primary,approved,
gexample_de01ae70a87b46ad93b7f15570d5c06d,glesson_64a50251c82e4b31bf9ccb111190ae9f,,sent_f1dbb8eb5c4042b5b0f9afb1e40d112b,2,,variation,approved,
gexample_146cd6f5ab7b4d95ae33ee7d29a46db8,glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,,sent_ef70e0e0ff0d4608859cfb34a8ee7e61,1,,primary,approved,
gexample_e07a38595b68424ba3ca65e9f913db79,glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,,sent_361b0e9e0fcc40f3a1d6e4fb899f443c,2,,variation,approved,
gexample_47b3d72e9e3e4606a5f42d1a964066e6,glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,,sent_964bc5aaa8544ca0811ad6dbedab3157,3,,variation,approved,
gexample_a3635b1f01ad4be78b5ed0fa31d1e685,glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,,sent_b760e65f79324c5dbced95a17bfec364,4,,variation,approved,
gexample_b6b4aaf10efb49f4b8b4411fa4b6f8df,glesson_c3df0eb303974d85aac4214ca6128240,,sent_55a8ae5742be4214b62384558fe92e8a,1,,primary,approved,
gexample_beb1af5127a94209b0004186154919bd,glesson_c3df0eb303974d85aac4214ca6128240,,sent_abae96f46ba043f0a55bb2a40ba93d57,2,,variation,approved,
gexample_f2453b7f79ee4e82b035c1f961b09145,glesson_e8773bfc98ae4f038b8e6a18d2d6ac8c,,sent_a0c5d12939cd403dac0ff5963faf0db3,1,,primary,approved,
gexample_c2e754529fa34ef49e8a795c26addc3e,glesson_e8773bfc98ae4f038b8e6a18d2d6ac8c,,sent_3b28113a81f643b9bbd7afc2376055de,2,,variation,approved,
gexample_0d10ce5a512a4be2b0ebb429df0e41ab,glesson_67af68618b554c8e8f28c44bd041bfce,gpattern_f899e9b4d0f549fcbc26fe154f6ca0be,sent_5621fc32d5634784b78b15a6ae13055f,1,,primary,approved,
gexample_069ac304aeaf413e8362f5ae3e7e6d9a,glesson_67af68618b554c8e8f28c44bd041bfce,gpattern_f899e9b4d0f549fcbc26fe154f6ca0be,sent_9a4e16aaed3844d08f0d195107c266c3,2,,variation,approved,
gexample_4a88dbc5819b442580cac92202b75a28,glesson_5f556af650a944789b0f58310ea9ff13,,sent_c55e2ba2c91449698a2f7dc189c41d2b,1,,primary,approved,
gexample_64716702cd534ca0b984c9cca9592e41,glesson_5f556af650a944789b0f58310ea9ff13,,sent_6cdd5b90cc6b4c49a7fe01b21440ee7c,2,,variation,approved,
gexample_a7e0fb995b9949dbbdc110a1d891819f,glesson_5f556af650a944789b0f58310ea9ff13,,sent_67c1e48fcd164424b08ccc6a79b023c5,3,,variation,approved,
gexample_72d088aa69414d1ea476781b798c7d43,glesson_5f556af650a944789b0f58310ea9ff13,,sent_29a1c5b94e3c4e62b5eb0765f6038b21,4,,variation,approved,
gexample_cf99ff75d849492cb6953a28fd6309c9,glesson_17962a7ae6a74a4daa7a09ae22c027e3,,sent_5bcdbe402a5c4115ba6d77338581a24a,1,,primary,approved,
gexample_c2f5449339914a8fbe0bbb38ec4bbfd9,glesson_17962a7ae6a74a4daa7a09ae22c027e3,,sent_84b2ebefe2cb4f67964fa585d4c28a3a,2,,variation,approved,
gexample_6a29e2b10c8445659ef280bc1c0ce834,glesson_17962a7ae6a74a4daa7a09ae22c027e3,,sent_fe74356802554150b176a6f71e0d7b39,3,,variation,approved,
gexample_9c58cb81810b4b2fa9728cb44783cee6,glesson_07762125aabd4d749cf0f1832fee99fd,,sent_722e5cce87f3449c864c43964a5cf029,1,,primary,approved,
gexample_0a8937c0b95f4079b9bd9f306ef7ad91,glesson_07762125aabd4d749cf0f1832fee99fd,,sent_5974b13e6b57424ab97599b7fbabc59e,2,,variation,approved,
gexample_ec915d0bdbc9434cb72737d1ef224923,glesson_07762125aabd4d749cf0f1832fee99fd,,sent_d4bd3d8400874a00a462789f3e02d03c,3,,variation,approved,
gexample_0351eae04f3b4d57b25cb47fca2681bd,glesson_07762125aabd4d749cf0f1832fee99fd,,sent_b49af5e726b6452eb2c976dcc0de47c1,4,,variation,approved,
gexample_09492708492e4988beecee0a25e326b8,glesson_07762125aabd4d749cf0f1832fee99fd,,sent_a25ec8609ab944588c6e6efdf18be010,5,,variation,approved,
gexample_14c0c75e4e9b484cb7e0723a87778913,glesson_89059b179fe648e5b7ae36f476083e22,,sent_75fe70204c3e4b8e99211edc647cc255,1,,primary,approved,
gexample_9f3afb87e2cf41c6aabf8eb45b6fa65f,glesson_89059b179fe648e5b7ae36f476083e22,,sent_37d30534429a40f1bf3416efe277a699,2,,variation,approved,
gexample_76e252f6a7ad406c898a0f7b61990bb8,glesson_89059b179fe648e5b7ae36f476083e22,,sent_f36aa01712364a34b3aae050008ca2d5,3,,variation,approved,
gexample_74d9962ef24c4021ab8f3f5d02533ca7,glesson_5fb2d0bf9f384280a2d05a727fbc624e,gpattern_b5aec2984f1c4d7c80bcbdc6f3ffd745,sent_04ec0859b4f74e36b2a46f016747b16d,1,,primary,approved,
gexample_d1e7e5f4b6744399a2a134926d708f95,glesson_5fb2d0bf9f384280a2d05a727fbc624e,gpattern_b5aec2984f1c4d7c80bcbdc6f3ffd745,sent_3a2b4d63a6b242caba723ba5114200d8,2,,variation,approved,
gexample_be2d1cc948454f948de45e8c14998f6c,glesson_177b3691e5374b388530d00a7c05979a,,sent_f49cfab32e294793b67dcec97bffa790,1,,primary,approved,
gexample_297a66e43fed4281b07f82b3d6261786,glesson_177b3691e5374b388530d00a7c05979a,,sent_eafe2ca40a264091be88b0322e3f53f8,2,,variation,approved,
gexample_39fb3194d84e4519b31c06f64a1b9174,glesson_177b3691e5374b388530d00a7c05979a,,sent_a7863b81f1964446950f4283c59ca0f9,3,,variation,approved,
gexample_44bde2778e2a47978e01a98fb1876e7d,glesson_177b3691e5374b388530d00a7c05979a,,sent_13618b6eee804d838880706be7668aee,4,,variation,approved,
gexample_5a49e88b979348489ea60ff55c6c1d0d,glesson_9e20456f2fa34fdeafcb9d9f0c07e386,,sent_90683439a30942ad96894b941aea8ec9,1,,primary,approved,
gexample_e2c254fba9c04338a69f2792b50ea04a,glesson_9e20456f2fa34fdeafcb9d9f0c07e386,,sent_dbb0627c70c140a28bf8bb1782253b57,2,,variation,approved,
gexample_78eea79c134643239b365d8e5510fcc6,glesson_9e20456f2fa34fdeafcb9d9f0c07e386,,sent_9fd62cbcdfc549a291eceedc0256c0ec,3,,variation,approved,
gexample_a5667510e2734152a5c14a708b4e5bea,glesson_9e20456f2fa34fdeafcb9d9f0c07e386,,sent_85bd6aebbf3d404596ae8e5f05c1d854,4,,variation,approved,
gexample_d41d1aa534d8497a9279fab58281387c,glesson_9e20456f2fa34fdeafcb9d9f0c07e386,,sent_8b85b122648e4c6f87fcfd451c9823f8,5,,variation,approved,
gexample_3e5a1532cdeb4f208c94b182f899ae71,glesson_69679885521946b7a6801b6ca1c2716d,,sent_7b533111bb5546b5b85c23ec3f68fe9a,1,,primary,approved,
gexample_055f240de2d84389985c81cfc7f0c8d2,glesson_69679885521946b7a6801b6ca1c2716d,,sent_ed643151bde94b91b69fe940413ac050,2,,variation,approved,
gexample_a74770058d014b1398a3f30d5e7d7913,glesson_0ca9c57f33894bcc9dfd898fbacfaf78,gpattern_3faafcaf5a5747e38bb16dc359d3647a,sent_7f66b81680424a32baac6300f186c470,1,,primary,approved,
gexample_6b50058c5f934f2680e8db22f33ec5a0,glesson_0ca9c57f33894bcc9dfd898fbacfaf78,gpattern_e231297df0674758853c695530f246ee,sent_5d15e91a4ce14242af9ac2f1947237c1,2,,variation,approved,
gexample_55a2fc31cc4d4c18bf8aa38cda170d51,glesson_0ca9c57f33894bcc9dfd898fbacfaf78,gpattern_c3292ca283964170bcab183f0ead5fd2,sent_9025e2649f4e4745ab4db7a9b99770bb,3,,variation,approved,
gexample_164c3d29d46b403f9684b495279f4239,glesson_309a16f37538472988dbe46293b62779,gpattern_d9ec778a628a473597e5b85101326a37,sent_dd217b18904a42cbb99e0bc1b88741a2,1,,primary,approved,
