grammar_target_id,grammar_example_id,grammar_element_id,target_order,target_role,target_text_zh,occurrence_number,review_status,notes
gtarget_3b21385405f4434c9d5d5fdcc1af1b77,gexample_acc7663cc2a840d6a8ceb7e3e6eeb404,gelement_1f3d2711d70a427d879be23ef7c145c5,1,directional_complement,下来,1,approved,
gtarget_2b5078e19105420382f12cd919e09b20,gexample_7a10092c2cbb4006be0b4077ea7ccd9c,gelement_ee1e070cbb7a45e2a8df8c5f4d042dbf,1,directional_complement,下去,1,approved,
gtarget_b95311678d1f488384cc63ba42f3da4b,gexample_66cf46d3a6654b939bb6075eec1fa17e,gelement_f20413b33ca648bb9437b521445fbdf4,1,complement_link,得,1,approved,
gtarget_01fe326ba7a24dd38d7735da7976745b,gexample_66cf46d3a6654b939bb6075eec1fa17e,gelement_f20413b33ca648bb9437b521445fbdf4,2,state_complement,很快,1,approved,
gtarget_23980aa04dd240cc88b1d70268c41a05,gexample_70847a68305e4648b273d02bce1dfe26,gelement_f20413b33ca648bb9437b521445fbdf4,1,complement_link,得,1,approved,
gtarget_7c4d7ef1599746d5ac158826bfe11623,gexample_70847a68305e4648b273d02bce1dfe26,gelement_f20413b33ca648bb9437b521445fbdf4,2,state_complement,很好,1,approved,
gtarget_00a42eb6c1d14b119924f80a7ea8d9a1,gexample_773ec723c03647b992d915f97991710a,gelement_2c5bdf526e7047618c177f6140977530,1,duration_complement,八个小时,1,approved,
gtarget_8865b922874d4bec96f3f23eba76ac02,gexample_d1eb53698f154c6695b3eeb1df10fc80,gelement_2c5bdf526e7047618c177f6140977530,1,duration_complement,十分钟,1,approved,
gtarget_f311d1a00b0941e08b38b8f0c9bbe0fe,gexample_57c7e67f72c34298a2adc378dc95d8c5,gelement_48620483fc8145edb5eb3d02b3217f8c,1,adjective,大,1,approved,
gtarget_7daf997fb7834737b667e72fd1d7a7a4,gexample_57c7e67f72c34298a2adc378dc95d8c5,gelement_48620483fc8145edb5eb3d02b3217f8c,2,quantity_complement,两岁,1,approved,
gtarget_c94276e2668b4169ab309e9bd31d4690,gexample_9a4cb11a19f544679aee3c7add5fe6c4,gelement_48620483fc8145edb5eb3d02b3217f8c,1,adjective,贵,1,approved,
gtarget_36cd943a242d4634a06ac7906351554a,gexample_9a4cb11a19f544679aee3c7add5fe6c4,gelement_48620483fc8145edb5eb3d02b3217f8c,2,quantity_complement,十块钱,1,approved,
gtarget_7116a694be63422f84961fa647cd5617,gexample_772b109293014aeeba933660d7831a94,gelement_6ffeac848dac4e2da9daf45fc56ed1ef,1,internal_subject_predicate,身体很好,1,approved,
gtarget_c49bfbf8224546519abfe707cd8dfb07,gexample_a03f7cb47c4246a782f1ef70a1881405,gelement_6ffeac848dac4e2da9daf45fc56ed1ef,1,internal_subject_predicate,眼睛很大,1,approved,
gtarget_193faa3d3f494d5d944e108368deb851,gexample_1261c79468744752a75e77e879887276,gelement_25c9b342926a4a299d92ab6095269431,1,alternative_connector,还是,1,approved,
gtarget_30a1a9afb1b3448d951941192ac53c48,gexample_36d9c66f84584637ba8675191c5f73ec,gelement_25c9b342926a4a299d92ab6095269431,1,alternative_connector,还是,1,approved,
gtarget_84a06dd3a9fb45109607a7b4c0102345,gexample_e08c0a3bd2d44d0eba8df6fd7585cf94,gelement_561315d689db421f8a699f41cc60b434,1,negative_imperative_marker,别,1,approved,
gtarget_f266bf3f2f1942058be228c2f3fb4bb6,gexample_cca39a258a86434c960221f6b95a633f,gelement_561315d689db421f8a699f41cc60b434,1,negative_imperative_marker,别,1,approved,
gtarget_6351e912311748f58bba5b6a505efaae,gexample_255b3736a01c42708682634767de9293,gelement_28aabe7bff214fa0ab4587e21b671bb6,1,copula,是,1,approved,
gtarget_60b3cbc1859e44c7893e9862f8cda657,gexample_255b3736a01c42708682634767de9293,gelement_28aabe7bff214fa0ab4587e21b671bb6,2,characteristic,红色的,1,approved,
gtarget_1f5db4ee0da2406087688729e33b2014,gexample_e5fb38bce5f9465e90b6d443ee0fa6d2,gelement_28aabe7bff214fa0ab4587e21b671bb6,1,copula,是,1,approved,
gtarget_1eccc67161bb4a849f2aaad264ec55c8,gexample_e5fb38bce5f9465e90b6d443ee0fa6d2,gelement_28aabe7bff214fa0ab4587e21b671bb6,2,characteristic,高个子,1,approved,
gtarget_27c772b349af4999a458baee14b8763c,gexample_7aff05e752c848e3b092f18d4a15e835,gelement_f873ce5f6edd43468779fa5aa0b26a4e,1,attainment_verb,有,1,approved,
gtarget_ac3a56d813474bc485e453dc35d44761,gexample_7aff05e752c848e3b092f18d4a15e835,gelement_f873ce5f6edd43468779fa5aa0b26a4e,2,duration,两年,1,approved,
gtarget_9c87d4565cd54a80a5ca0202dcf04742,gexample_7aff05e752c848e3b092f18d4a15e835,gelement_f873ce5f6edd43468779fa5aa0b26a4e,3,change_particle,了,1,approved,
gtarget_86223e70c9024e8b9c84ba2037b4c5bf,gexample_629ca00581e54c159bb04b3c74c70557,gelement_f873ce5f6edd43468779fa5aa0b26a4e,1,attainment_verb,有,1,approved,
gtarget_cae8a75b78794bb7be33a8fa7df58b6e,gexample_629ca00581e54c159bb04b3c74c70557,gelement_f873ce5f6edd43468779fa5aa0b26a4e,2,duration,一年,1,approved,
gtarget_6ab0c19ff7c340c185b0840a5861605a,gexample_629ca00581e54c159bb04b3c74c70557,gelement_f873ce5f6edd43468779fa5aa0b26a4e,3,change_particle,了,1,approved,
gtarget_d8e7b90061604f36834d610fbdb3cad6,gexample_8be4c2dedb704fc3aaef9827d03252c6,gelement_52fb499cc37c46d2a02912fe432a7996,1,place,教室里,1,approved,
gtarget_5238772744d246c0b918bd478d48376f,gexample_8be4c2dedb704fc3aaef9827d03252c6,gelement_52fb499cc37c46d2a02912fe432a7996,2,durative_predicate,坐着,1,approved,
gtarget_dfad79e1c77245c89e4fa23390b8053e,gexample_8be4c2dedb704fc3aaef9827d03252c6,gelement_52fb499cc37c46d2a02912fe432a7996,3,presented_entity,二十名学生,1,approved,
gtarget_a4f4d83b83264381b9f5b23fc1a44d3a,gexample_bc0233b06ff94506a4204dde120bf378,gelement_52fb499cc37c46d2a02912fe432a7996,1,place,床上,1,approved,
gtarget_bf9823484c8a44689dc046ac929f657a,gexample_bc0233b06ff94506a4204dde120bf378,gelement_52fb499cc37c46d2a02912fe432a7996,2,durative_predicate,睡着,1,approved,
gtarget_4570be601e904ea3afc943608d4eee42,gexample_bc0233b06ff94506a4204dde120bf378,gelement_52fb499cc37c46d2a02912fe432a7996,3,presented_entity,一只猫,1,approved,
gtarget_0807fdf28e77494b91fde2ef75607123,gexample_cbaee4e247ee4a0aaecfb5c4e1d43971,gelement_3bf83e2c2d86457e911a43f99b620856,1,comparison_marker,比,1,approved,
gtarget_ea4a466a5488448cbfbfe4363a5d9675,gexample_cbaee4e247ee4a0aaecfb5c4e1d43971,gelement_3bf83e2c2d86457e911a43f99b620856,2,property,高,1,approved,
gtarget_be19142827164f35a7cd58ed9cc16bf3,gexample_357f271bdbd24072ae243c7f79ea9f0e,gelement_3bf83e2c2d86457e911a43f99b620856,1,comparison_marker,比,1,approved,
gtarget_4034b44bfe074420a0990912f01249b2,gexample_357f271bdbd24072ae243c7f79ea9f0e,gelement_3bf83e2c2d86457e911a43f99b620856,2,property,冷,1,approved,
gtarget_1bb4bee126294fd89e12cddd9b5b1566,gexample_cb1ab976f5bc42c3ae522e86ae5344d9,gelement_49c8382a000647a8aeadf53f6002a120,1,comparison_marker,比,1,approved,
gtarget_16c1524cbd8f467f875254a42fce0fe8,gexample_cb1ab976f5bc42c3ae522e86ae5344d9,gelement_49c8382a000647a8aeadf53f6002a120,2,quantity_difference,两岁,1,approved,
gtarget_a45c26ecd33144c2a1c6790678228291,gexample_7cc7b7be493d4338b70672b4e1798d5a,gelement_6834a2acefca428d8f26f08becb2082a,1,comparison_marker,比,1,approved,
gtarget_ab65d5c7b372475a84126c4043be9546,gexample_7cc7b7be493d4338b70672b4e1798d5a,gelement_6834a2acefca428d8f26f08becb2082a,2,degree_difference,一点儿,1,approved,
gtarget_e9dc9524887549ee96ba6bf504dd4e9b,gexample_1d74b095c2584dc0b28b7fe384fed577,gelement_c21b2395d94d432a86e34b0751140144,1,equality_marker,有,1,approved,
gtarget_4cc31e962e1b45f8b5b4d2075e93511c,gexample_1d74b095c2584dc0b28b7fe384fed577,gelement_8df19a07903842f6865f8a7bccac0a5e,2,degree_demonstrative,这么,1,approved,
gtarget_ee2d0dee57b14bd3bdfad1285bcca5f5,gexample_77de0192928d47c18854d248539c71a4,gelement_a9f4506dad854eed834772b37dd9350f,1,shortfall_marker,没有,1,approved,
gtarget_1fb8cff03f5748afa1398961798118be,gexample_77de0192928d47c18854d248539c71a4,gelement_cde13a0de76445bfaf77a833042556c1,2,degree_demonstrative,那么,1,approved,
gtarget_8925b3160eb0480ebb0cd0b761bb5720,gexample_92ec3e1fe02b4028a974b59a79669209,gelement_ee8b5fc768a146538b300291ec1fef63,1,comparison_phrase,比我,1,approved,
gtarget_7ed71376f2714598ac6e46f73b265061,gexample_92ec3e1fe02b4028a974b59a79669209,gelement_ee8b5fc768a146538b300291ec1fef63,2,performance_complement,跑得快,1,approved,
gtarget_df650410af334dc7a4379da8d9c31828,gexample_548fac33854249079f99f1a122e3a548,gelement_607816881e08407ab1143010be6945f4,1,complement_link,跑得,1,approved,
gtarget_2f548f69d1664f93a66fc56888951c4b,gexample_548fac33854249079f99f1a122e3a548,gelement_607816881e08407ab1143010be6945f4,2,comparison_phrase,比我,1,approved,
gtarget_0297128ff2ef4097a9280c03ab2d5570,gexample_918b4f53fc7f4464a917b0cab9306d59,gelement_1a8bb7fedf4f41e0a80a20cb7e0ba2f3,1,focus_marker,是,1,approved,
gtarget_6fa5bfae389f426ea1561ff9872415da,gexample_918b4f53fc7f4464a917b0cab9306d59,gelement_1a8bb7fedf4f41e0a80a20cb7e0ba2f3,2,time_focus,昨天,1,approved,
gtarget_7da6aef667c24fc5bf1026d21ba3bfe9,gexample_918b4f53fc7f4464a917b0cab9306d59,gelement_1a8bb7fedf4f41e0a80a20cb7e0ba2f3,3,closing_particle,的,1,approved,
gtarget_ab7052287515453d9c7875302cc74171,gexample_181ee76f5fc047c6972346ebdc1b576f,gelement_893b10de15234daf96edd14100153e57,1,focus_marker,是,1,approved,
gtarget_c5cd57afdef544159656252d88b4d9a3,gexample_181ee76f5fc047c6972346ebdc1b576f,gelement_893b10de15234daf96edd14100153e57,2,place_focus,在学校,1,approved,
gtarget_3e17648696e74c14b4c118034ee031db,gexample_181ee76f5fc047c6972346ebdc1b576f,gelement_893b10de15234daf96edd14100153e57,3,closing_particle,的,1,approved,
gtarget_31ba2110663f4a6cb5c769b9739e727f,gexample_68cfdd9196334266a787fb8e677882fb,gelement_213b6d5862864b0daf5c01da3e58fba8,1,focus_marker,是,1,approved,
gtarget_aac02a3ae91243ebbe10cd15d7761062,gexample_68cfdd9196334266a787fb8e677882fb,gelement_213b6d5862864b0daf5c01da3e58fba8,2,manner_focus,坐地铁,1,approved,
gtarget_22f6e993083a47e1ba0fe5f7b2a61f90,gexample_68cfdd9196334266a787fb8e677882fb,gelement_213b6d5862864b0daf5c01da3e58fba8,3,closing_particle,的,1,approved,
gtarget_e86b5184424442848d1ebe73ddea2209,gexample_09e5bee446154f0294b73d863df5cd82,gelement_55009fa5071144ec8a461e2aa96b17b2,1,focus_marker,是,1,approved,
gtarget_15ddebbe51ea4e71ac03f42952a5779a,gexample_09e5bee446154f0294b73d863df5cd82,gelement_55009fa5071144ec8a461e2aa96b17b2,2,agent_focus,妈妈,1,approved,
gtarget_94e8a8d25e9d4c33bfddbd697c2ca02c,gexample_09e5bee446154f0294b73d863df5cd82,gelement_55009fa5071144ec8a461e2aa96b17b2,3,closing_particle,的,1,approved,
gtarget_113c67f9405d47bbb43452a402502190,gexample_974d3dd80810480abe32a2581f6f9ce7,gelement_0eb570ba20d946b6992c74b30fc7b684,1,request_verb,请,1,approved,
gtarget_1d471361ca6c4bcbaf7cc71d71ba49ad,gexample_974d3dd80810480abe32a2581f6f9ce7,gelement_0eb570ba20d946b6992c74b30fc7b684,2,pivotal_person,我,1,approved,
gtarget_b585b9dbb8ca41cb923986cf7b477ddc,gexample_5505f3ad21024d5cb9745c5554dc21d5,gelement_f38f77eb188240459320680c4d75c05c,1,causative_verb,叫,1,approved,
gtarget_25784fb5d8094ecf9888b0df7eae753d,gexample_5505f3ad21024d5cb9745c5554dc21d5,gelement_f38f77eb188240459320680c4d75c05c,2,pivotal_person,我,1,approved,
gtarget_71ba98b91ae948b49d52cbbc04cea259,gexample_df4087947b424b3ba33359f6c4615891,gelement_8303f33daa954324a38cc44fa13f0050,1,causative_verb,让,1,approved,
gtarget_5208d37487ff463ca4c60fe6e37c5b8c,gexample_df4087947b424b3ba33359f6c4615891,gelement_8303f33daa954324a38cc44fa13f0050,2,pivotal_person,我,1,approved,
gtarget_98f017a0943d40d3acbe9465891bb697,gexample_c0a27bbde7d648d58d1048e71b876ea8,gelement_c1a203e4330b43c4bddb0f30aa27c1f1,1,transfer_predicate,送给,1,approved,
gtarget_ef98f605e8aa4447b3cbf827e17fb9f2,gexample_c0a27bbde7d648d58d1048e71b876ea8,gelement_c1a203e4330b43c4bddb0f30aa27c1f1,2,recipient,妈妈,1,approved,
gtarget_e2313c55a79040c7ba9a55be56ecc7ff,gexample_c0a27bbde7d648d58d1048e71b876ea8,gelement_c1a203e4330b43c4bddb0f30aa27c1f1,3,transferred_object,一件衣服,1,approved,
gtarget_cd909a702c7842e5b9b0626f83fdf27d,gexample_dfa218e763e4425c8790a613d53989a9,gelement_c1a203e4330b43c4bddb0f30aa27c1f1,1,transfer_predicate,教给,1,approved,
gtarget_898c7263ec5c4041834c450f7bcb4973,gexample_dfa218e763e4425c8790a613d53989a9,gelement_c1a203e4330b43c4bddb0f30aa27c1f1,2,recipient,我们,1,approved,
gtarget_6e80bd36f34d4002b657050edb0ab047,gexample_dfa218e763e4425c8790a613d53989a9,gelement_c1a203e4330b43c4bddb0f30aa27c1f1,3,transferred_object,一个新词,1,approved,
gtarget_f86c1396ead94c3eb02854e2d4fd03df,gexample_70a9ea241ea846f194efe7d7619d2da1,gelement_52dff1b816fc4186b47164050d588249,1,first_option_marker,是,1,approved,
gtarget_db673696235b4aa3b6f2d2484e539e61,gexample_70a9ea241ea846f194efe7d7619d2da1,gelement_52dff1b816fc4186b47164050d588249,2,alternative_connector,还是,1,approved,
gtarget_02ab0e7a3a0744a9bf35326a07eaefac,gexample_7b62d1eec3a347609cb92d2ef41a7d8d,gelement_52dff1b816fc4186b47164050d588249,1,alternative_connector,还是,1,approved,
gtarget_e6021114321841b5bec139ea965f777b,gexample_70da2b3ad6ab487d9e5fba2c101b8247,gelement_07f6f9c53eb740d6bdb204affcecbfd2,1,concession_connector,虽然,1,approved,
gtarget_55b2be8601804aa1a54f75055aa79d51,gexample_70da2b3ad6ab487d9e5fba2c101b8247,gelement_07f6f9c53eb740d6bdb204affcecbfd2,2,contrast_connector,但是,1,approved,
gtarget_a0a2e72f6d8149eb864673b83471e621,gexample_3fdbd75370b247659313dda5328a8819,gelement_07f6f9c53eb740d6bdb204affcecbfd2,1,concession_connector,虽然,1,approved,
gtarget_1c13933708964a9b89c3a0db56f58bc5,gexample_3fdbd75370b247659313dda5328a8819,gelement_07f6f9c53eb740d6bdb204affcecbfd2,2,contrast_connector,但是,1,approved,
gtarget_78f9f08737d844ba9705c0f3caa3898c,gexample_cdb3f424aad2422cbdfec00a1bec87e6,gelement_62429daf4f0e48ebadf5f0943a3aff37,1,cause_connector,因为,1,approved,
gtarget_e7a12989d5254027bb1e40467dd3ac07,gexample_cdb3f424aad2422cbdfec00a1bec87e6,gelement_62429daf4f0e48ebadf5f0943a3aff37,2,result_connector,所以,1,approved,
gtarget_ff8b056d18b34b9294bd30c50db306b1,gexample_88012daf4647476ea43040a21f8feec5,gelement_62429daf4f0e48ebadf5f0943a3aff37,1,cause_connector,因为,1,approved,
gtarget_79f3716d4bd44c05ad67c32e47be9e15,gexample_88012daf4647476ea43040a21f8feec5,gelement_62429daf4f0e48ebadf5f0943a3aff37,2,result_connector,所以,1,approved,
gtarget_ceaa9867e7494bd380a4c8f2ca2caeeb,gexample_8abb44140ae24057b8d79c5a6b3d58e6,gelement_66a196caf5924814a2a9987d7977109f,1,trigger_marker,一,1,approved,
gtarget_14a89829c5e34b38944b39dda230b632,gexample_8abb44140ae24057b8d79c5a6b3d58e6,gelement_66a196caf5924814a2a9987d7977109f,2,result_marker,就,1,approved,
gtarget_7fcae55aed644cc480efea3363057232,gexample_42684141992d4ebeb2821d55f56716a3,gelement_66a196caf5924814a2a9987d7977109f,1,trigger_marker,一,1,approved,
gtarget_861af97677794a12b0ba7702c59f6de5,gexample_42684141992d4ebeb2821d55f56716a3,gelement_66a196caf5924814a2a9987d7977109f,2,result_marker,就,1,approved,
gtarget_40b4516cfab742d8a20dc50213fc6449,gexample_871df97645b34a71ad918920baf7a09a,gelement_ba4ce89d17f84f10985cb91de9042fd5,1,durative_marker,着,1,approved,
gtarget_ce62e8b418984dd7a595fa131c89b62f,gexample_d9bb0885ef994ae1b589e211448ddab1,gelement_ba4ce89d17f84f10985cb91de9042fd5,1,durative_marker,着,1,approved,
gtarget_1a441e65a14b41b58d1a431e8fe7d275,gexample_46546fa862de4b55968a8170181b7197,gelement_60a93714d5fa46e9a4f97b7ed95263d6,1,durative_marker,着,1,approved,
gtarget_53560d46d8414265ba74178f83a5accd,gexample_6be5ea38b8c0447eace55d10ba4def1c,gelement_60a93714d5fa46e9a4f97b7ed95263d6,1,durative_marker,着,1,approved,
gtarget_8feb25158234474c86bef235eb01d723,gexample_ddb1cb343e0644018f02f0a0fed6435d,gelement_22aa81ea1aa5438c895774eeab07df05,1,experiential_particle,过,1,approved,
gtarget_54afb71dea65445797373113c4ff0ec0,gexample_bc0938edb0cb4915ac33a87556111a5e,gelement_22aa81ea1aa5438c895774eeab07df05,1,experiential_particle,过,1,approved,
gtarget_0c74ae180c6b49d4b733fb32df4d932a,gexample_1b963e53f61b419f8cef409584a84a14,gelement_19872b7c2d5149a98b5cf6a9d381431a,1,ordinal_label,三楼,1,approved,
gtarget_34c5d367b5ca4be3adebf2c5f8f2a33d,gexample_918dcb17ce8a4e399587a446ff7b936e,gelement_19872b7c2d5149a98b5cf6a9d381431a,1,ordinal_label,二号,1,approved,
gtarget_f4741cc1cda04ae2a2edc0e7352545d7,gexample_172d310feb054f8e8d9af39196580f4c,gelement_83073577ae7a4b5ea442041934c1a3dd,1,approximate_number,几,1,approved,
gtarget_c00a63c733124bb2b570dff5c72e1eb3,gexample_c771303bb5b54b409e6b1c1fc071885d,gelement_83073577ae7a4b5ea442041934c1a3dd,1,approximate_number,几,1,approved,
gtarget_42c79bfa1240476caa2b920b01470a77,gexample_12dbe9d7bf314bae969a503ced017fae,gelement_a1ebf609b8c6474094c7e588cd6587e4,1,approximate_quantity,十多分钟,1,approved,
gtarget_60e44999a2a744149bb18773231c8d72,gexample_132c9778f2054a9d85b13b31cf4e1245,gelement_a1ebf609b8c6474094c7e588cd6587e4,1,approximate_quantity,二十多个学生,1,approved,
gtarget_c2fb5cd5a2784c9fa253739420cb618c,gexample_c90e034f398d4664a65b1cc8060a18bd,gelement_697a74270a6e4e59bd9c6f11f8d9d084,1,approximate_quantity,一个多小时,1,approved,
gtarget_9b03ffa8015f4b80b0fbd83ca4fddb43,gexample_95b9de621d9249eaba7ebf03028d50b3,gelement_697a74270a6e4e59bd9c6f11f8d9d084,1,approximate_quantity,两年多,1,approved,
gtarget_d821d8d35175499d8cf4cb2d3aaf470e,gexample_ce9d7b00a02247f590e08f6f538e6c6c,gelement_ba81934ad1d6410b92ee5ebd11107f9b,1,prefix,老,1,approved,
gtarget_4ac633a0a0d44772bc29a661d636f20b,gexample_c4ce51d87a9f4962b2ed9a606538aa9c,gelement_ba81934ad1d6410b92ee5ebd11107f9b,1,prefix,老,1,approved,
gtarget_2c44c988fdfe4ed49e00004a0d8e47a3,gexample_842aa1b08add4e449ef4b7503fba9f55,gelement_bb6d6248723d48279c166b32a360925c,1,suffix,家,1,approved,
gtarget_941f386ff71c4731b83c3edd7819d48f,gexample_097aa3559370494db925f2d92412267b,gelement_494a4a4f8d824a5290c5fbb449af240b,1,suffix,子,1,approved,
gtarget_1c9b7bb0e34f41538a5597adfb29653f,gexample_1343a6448502421798f5af437baa5c84,gelement_7d1c9e03123d48a2b7b1aed4b747a053,1,suffix,员,1,approved,
gtarget_e87d1ae41b294820b468ac412fea34c3,gexample_ddd45e806975493f902acc9fa4354303,gelement_b3ffb295cf304567abc37aabfa0b1666,1,direction_noun,东,1,approved,
gtarget_31de152425cb40a3929c645c8df98cdd,gexample_a91a3019894841b391ae0eff5bda551b,gelement_c12c515b8fdc4c30a991c203af6d3870,1,location_noun,中间,1,approved,
gtarget_3a1698ee040d4d85baec3816f91db5a0,gexample_6f888d77952546849ca9c46e78bb4c33,gelement_96274791ace94620ba62813239e00f48,1,modal,需要,1,approved,
gtarget_2884bf371d17412f83cd2da751f0a8e7,gexample_a9a7144ace7540be8254f8d6c49139e6,gelement_0b7f4ae41261409a88c906d2a0c9ee97,1,modal,应该,1,approved,
gtarget_2056cf68a50b4ce8ba8081f6531918e4,gexample_3e9c6b4905914330b41293959d471946,gelement_2ae875d8ee81425096f0f416b5b7e54c,1,modal,得,1,approved,
gtarget_e260b16ea89c4bb5b7021d4fd960f992,gexample_775d5b6420204f88aa6e1c39ed63bba3,gelement_af04bae6e45b4f8a8cefb0d758ddf852,1,separable_word,放假,1,approved,
gtarget_28663874272b46cba02becba0324c227,gexample_71e9090f3cc54383af42535f14249c36,gelement_0f91703cf903494aa6d0f78716b47074,1,separable_word,见面,1,approved,
gtarget_b0ce86784f3a46da87c6fd1bbb4644e6,gexample_fa00814f1cdd4aada850ec379c5a63b9,gelement_530bdc7e27f64580b67687e6a0975283,1,separable_word,离开,1,approved,
gtarget_03d4c5c1fc924d1eb07834d801161d91,gexample_f8dba84ee2804b7e80574848cc5b45db,gelement_ef71b2755a4a4eaa94a0dbeda12936cb,1,separable_word,完成,1,approved,
gtarget_aa75dc5e8551425493398b1eac3909dc,gexample_c4bcf82b317a4cbabfe3aae5dcfb6749,gelement_eb12509fd4be40eebccbab586ecfbb44,1,question_word,怎样,1,approved,
gtarget_5addbd7cc3c8487ebcd3d0e661cabdbb,gexample_7e41ba6a03804362aed6055d94747504,gelement_eb12509fd4be40eebccbab586ecfbb44,1,question_word,怎样,1,approved,
gtarget_7bea7eddcc674e55bbc32787ac85e4fd,gexample_3432c7db9eb746dab6cf4cc9e4131fa9,gelement_41da070096544d089b7d6d78de1289ae,1,free_choice_pronoun,谁,1,approved,
gtarget_11c30fdad0d64b17b9fdaa747d6503c3,gexample_3432c7db9eb746dab6cf4cc9e4131fa9,gelement_41da070096544d089b7d6d78de1289ae,2,scope_adverb,都,1,approved,
gtarget_058f73e0a29a4a8da1cb664ee157b710,gexample_4d5850b693b44a4fa1be503b6e9bba47,gelement_c363287d212b4c6f9faef97ba833d34e,1,condition_pronoun,谁,1,approved,
gtarget_25678d849b274b25863a22809ca2f034,gexample_4d5850b693b44a4fa1be503b6e9bba47,gelement_c363287d212b4c6f9faef97ba833d34e,2,result_pronoun,谁,2,approved,
gtarget_e538ec66f98c4ac2885867585ca544da,gexample_56df7bf37c1b46feb7a2e6fa35589862,gelement_fa04af9325054196b0534b53127a915d,1,indefinite_pronoun,什么,1,approved,
gtarget_82ea352bee6e4a579cb9138222b86362,gexample_61c92115e5254a658e9b16de1d068441,gelement_fa04af9325054196b0534b53127a915d,1,indefinite_pronoun,哪儿,1,approved,
gtarget_dd988611a410484087b1cb6c18148623,gexample_a21cb69f48374faba430a3409b3d2be0,gelement_47a7eeae220047beb03921b520cd0183,1,pronoun,别人,1,approved,
gtarget_9845f8da3a9a446bbbef64a0e81169ec,gexample_5854979532d945e79b2ca34b22ffccd0,gelement_45dac1cd174845328c014b0e2885a80d,1,pronoun,咱们,1,approved,
gtarget_d85e264273cc47eab17f89909779b4ab,gexample_0178056ac69445d9a6efc0de41f763ee,gelement_5f1b65514ab24936a546baf8a8759d93,1,pronoun,别的,1,approved,
gtarget_9f0b6dcd46bb4f1f8f0b1728ab11bb95,gexample_de01ae70a87b46ad93b7f15570d5c06d,gelement_5dbb62f3a6f24262a347e5529f5c3aa2,1,attributive_pronoun,其他,1,approved,
gtarget_798ad175cfe244bf8aa4726debf8dfdc,gexample_146cd6f5ab7b4d95ae33ee7d29a46db8,gelement_51605053b0bc410092194e1a24820dfd,1,measure_word,把,1,approved,
gtarget_bbb59c05dae542f5864a02687feb29b6,gexample_146cd6f5ab7b4d95ae33ee7d29a46db8,gelement_52efa67793ee4f1395bdd26356e40a32,2,measure_word,双,1,approved,
gtarget_9f9532f78e1b4afabca516c2322ce69b,gexample_e07a38595b68424ba3ca65e9f913db79,gelement_bffc0f8fc7204492ad59a704e5eb148b,1,measure_word,封,1,approved,
gtarget_33e60883bb6a438394b42236c237b823,gexample_47b3d72e9e3e4606a5f42d1a964066e6,gelement_b8a03626004f4aca998cd48413a1bd70,1,measure_word,层,1,approved,
gtarget_4fa2d2a039094c8dbf78681a2d057ee1,gexample_a3635b1f01ad4be78b5ed0fa31d1e685,gelement_6b66825bc6b14228bc84a657c03501de,1,measure_word,公斤,1,approved,
gtarget_b2b02e77edd94f3680ce0c79a4dc7d7a,gexample_b6b4aaf10efb49f4b8b4411fa4b6f8df,gelement_ab83c1157b50456081e9cec72a6b6212,1,measure_word,碗,1,approved,
gtarget_29aa79eb5c3c49fbacec6a3458133b05,gexample_beb1af5127a94209b0004186154919bd,gelement_ab83c1157b50456081e9cec72a6b6212,1,measure_word,碗,1,approved,
gtarget_8026ba58cd89453d92a50541743a2a15,gexample_f2453b7f79ee4e82b035c1f961b09145,gelement_8c68e99bbda84e3bbf0b179f21b656c3,1,verbal_measure,口,1,approved,
gtarget_3b807c85f7a04ead8fdb27c86956bba6,gexample_c2e754529fa34ef49e8a795c26addc3e,gelement_5965f2100b0843a7be4c5f5e13b73b1d,1,verbal_measure,遍,1,approved,
gtarget_c1c373f809e54412998e527f80706aa1,gexample_0d10ce5a512a4be2b0ebb429df0e41ab,gelement_6f42f200307e4783b14f217719534103,1,reduplicated_measure,个个,1,approved,
gtarget_12a342c6d1d24df5a1af419054446b42,gexample_069ac304aeaf413e8362f5ae3e7e6d9a,gelement_6f42f200307e4783b14f217719534103,1,reduplicated_measure,张张,1,approved,
gtarget_784da6f838284439b303b8a672024333,gexample_4a88dbc5819b442580cac92202b75a28,gelement_55ba8c2a583544cd8f996cd8596f87f9,1,degree_adverb,比较,1,approved,
gtarget_f801eb8ee20a40ad9dc7c02872e0743c,gexample_64716702cd534ca0b984c9cca9592e41,gelement_e3093525173b4c27a88636ce0610ee3f,1,degree_adverb,还,1,approved,
gtarget_e2103c4cae8f46f48412038f5a5d3672,gexample_a7e0fb995b9949dbbdc110a1d891819f,gelement_7eac1260ba904f24916e1722650b1db4,1,degree_adverb,特别,1,approved,
gtarget_a91a9daf0d454cd7a529ebc665d1e10d,gexample_72d088aa69414d1ea476781b798c7d43,gelement_ab923f47b4014c5784500cd7f4d47ac4,1,degree_adverb,挺,1,approved,
gtarget_1ef8e981ddae47e3acbd01446709144d,gexample_cf99ff75d849492cb6953a28fd6309c9,gelement_ae0f453f7b2a470a8537a017bd9c3cbf,1,scope_adverb,就,1,approved,
gtarget_b398faf236184734a0bea988d93ea40e,gexample_c2f5449339914a8fbe0bbb38ec4bbfd9,gelement_ef377f47682842e98bf42c57a8c9d434,1,scope_adverb,一共,1,approved,
