grammar_example_id,grammar_point_id,grammar_element_id,demonstration_order,analysis_en,review_status,notes
gexample_70847a68305e4648b273d02bce1dfe26,hsk26-g2-052,gelement_f20413b33ca648bb9437b521445fbdf4,1,"汉语 is placed before 说得很好, where 得 introduces the evaluation 很好.",approved,
gexample_773ec723c03647b992d915f97991710a,hsk26-g2-053,gelement_2c5bdf526e7047618c177f6140977530,1,八个小时 follows 睡了 and measures the duration of the sleeping event.,approved,
gexample_d1eb53698f154c6695b3eeb1df10fc80,hsk26-g2-053,gelement_2c5bdf526e7047618c177f6140977530,1,十分钟 follows 等了 and gives the length of the waiting.,approved,
gexample_57c7e67f72c34298a2adc378dc95d8c5,hsk26-g2-054,gelement_48620483fc8145edb5eb3d02b3217f8c,1,两岁 follows 大 and measures the exact age difference in the 比 comparison.,approved,
gexample_9a4cb11a19f544679aee3c7add5fe6c4,hsk26-g2-054,gelement_48620483fc8145edb5eb3d02b3217f8c,1,十块钱 follows 贵 and measures the exact price difference in the explicit 比 comparison.,approved,
gexample_772b109293014aeeba933660d7831a94,hsk26-g2-055,gelement_6ffeac848dac4e2da9daf45fc56ed1ef,1,"我 is the overall topic, while 身体很好 is the subject-predicate phrase serving as its predicate.",approved,
gexample_a03f7cb47c4246a782f1ef70a1881405,hsk26-g2-055,gelement_6ffeac848dac4e2da9daf45fc56ed1ef,1,"他 is the topic, and 眼睛很大 is the internal subject-predicate description.",approved,
gexample_1261c79468744752a75e77e879887276,hsk26-g2-056,gelement_25c9b342926a4a299d92ab6095269431,1,还是 separates 茶 and 咖啡 as the two objects from which the listener should choose.,approved,
gexample_36d9c66f84584637ba8675191c5f73ec,hsk26-g2-056,gelement_25c9b342926a4a299d92ab6095269431,1,还是 links the two complete travel alternatives 坐地铁 and 坐公交车.,approved,
gexample_e08c0a3bd2d44d0eba8df6fd7585cf94,hsk26-g2-057,gelement_561315d689db421f8a699f41cc60b434,1,别 appears before 说话 and makes the clause a negative command.,approved,
gexample_cca39a258a86434c960221f6b95a633f,hsk26-g2-057,gelement_561315d689db421f8a699f41cc60b434,1,"The overt listener 你 precedes 别, which prohibits the following action 打开门.",approved,
gexample_255b3736a01c42708682634767de9293,hsk26-g2-058,gelement_28aabe7bff214fa0ab4587e21b671bb6,1,"是 links 这件衣服 to 红色的, a nominalized description of its color characteristic.",approved,
gexample_e5fb38bce5f9465e90b6d443ee0fa6d2,hsk26-g2-058,gelement_28aabe7bff214fa0ab4587e21b671bb6,1,"是 links the boy to 高个子, a nominal expression characterizing his build.",approved,
gexample_7aff05e752c848e3b092f18d4a15e835,hsk26-g2-059,gelement_f873ce5f6edd43468779fa5aa0b26a4e,1,"有 introduces 两年 as the duration reached since coming to China, and final 了 relates it to now.",approved,
gexample_629ca00581e54c159bb04b3c74c70557,hsk26-g2-059,gelement_f873ce5f6edd43468779fa5aa0b26a4e,1,有一年了 states that his Chinese study has reached a one-year duration as of now.,approved,
gexample_8be4c2dedb704fc3aaef9827d03252c6,hsk26-g2-060,gelement_52fb499cc37c46d2a02912fe432a7996,1,教室里 sets the place first; 坐着 presents 二十名学生 in a continuing seated posture.,approved,
gexample_bc0233b06ff94506a4204dde120bf378,hsk26-g2-060,gelement_52fb499cc37c46d2a02912fe432a7996,1,床上 sets the location; 睡着 then introduces 一只猫 in a continuing sleeping state.,approved,
gexample_cbaee4e247ee4a0aaecfb5c4e1d43971,hsk26-g2-061,gelement_3bf83e2c2d86457e911a43f99b620856,1,"比 introduces 我 as the standard, and 高 states the property in which 他 exceeds that standard.",approved,
gexample_357f271bdbd24072ae243c7f79ea9f0e,hsk26-g2-061,gelement_3bf83e2c2d86457e911a43f99b620856,1,"比 introduces 昨天 as the comparison standard, and 冷 gives today's greater degree.",approved,
gexample_cb1ab976f5bc42c3ae522e86ae5344d9,hsk26-g2-062,gelement_49c8382a000647a8aeadf53f6002a120,1,"大 gives the compared property, and 两岁 follows it as the exact measured difference.",approved,
gexample_7cc7b7be493d4338b70672b4e1798d5a,hsk26-g2-062,gelement_6834a2acefca428d8f26f08becb2082a,1,"贵 states the compared property, and 一点儿 follows it as the small degree of difference.",approved,
gexample_1d74b095c2584dc0b28b7fe384fed577,hsk26-g2-063,gelement_c21b2395d94d432a86e34b0751140144,1,有 introduces 我 as the degree reached by his height.,approved,
gexample_1d74b095c2584dc0b28b7fe384fed577,hsk26-g2-063,gelement_8df19a07903842f6865f8a7bccac0a5e,2,这么 explicitly points to the height degree associated with 我.,approved,
gexample_77de0192928d47c18854d248539c71a4,hsk26-g2-063,gelement_a9f4506dad854eed834772b37dd9350f,1,没有 says the speaker's height does not reach the standard set by 他.,approved,
gexample_77de0192928d47c18854d248539c71a4,hsk26-g2-063,gelement_cde13a0de76445bfaf77a833042556c1,2,那么 points to that comparison standard's degree of height.,approved,
gexample_92ec3e1fe02b4028a974b59a79669209,hsk26-g2-064,gelement_ee8b5fc768a146538b300291ec1fef63,1,"比我 appears before 跑, and 得快 evaluates the performance being compared.",approved,
gexample_548fac33854249079f99f1a122e3a548,hsk26-g2-064,gelement_607816881e08407ab1143010be6945f4,1,"跑得 comes first, and 比我 is placed inside the complement before 快.",approved,
gexample_918b4f53fc7f4464a917b0cab9306d59,hsk26-g2-065,gelement_1a8bb7fedf4f41e0a80a20cb7e0ba2f3,1,"是 stands before 昨天 and 的 closes the event, making the time the focused detail.",approved,
gexample_181ee76f5fc047c6972346ebdc1b576f,hsk26-g2-065,gelement_893b10de15234daf96edd14100153e57,1,"是 precedes 在学校 and 的 closes the event, focusing its location.",approved,
gexample_68cfdd9196334266a787fb8e677882fb,hsk26-g2-065,gelement_213b6d5862864b0daf5c01da3e58fba8,1,"是 precedes 坐地铁 and 的 closes the event, highlighting the means of coming.",approved,
gexample_09e5bee446154f0294b73d863df5cd82,hsk26-g2-065,gelement_55009fa5071144ec8a461e2aa96b17b2,1,"是 stands before 妈妈 and final 的 closes the event, focusing the person who bought the clothing.",approved,
gexample_974d3dd80810480abe32a2581f6f9ce7,hsk26-g2-066,gelement_0eb570ba20d946b6992c74b30fc7b684,1,我 is the object of 请 and the understood subject of 读这本书.,approved,
gexample_5505f3ad21024d5cb9745c5554dc21d5,hsk26-g2-066,gelement_f38f77eb188240459320680c4d75c05c,1,我 receives the instruction 叫 and also performs the following action 买水果.,approved,
gexample_df4087947b424b3ba33359f6c4615891,hsk26-g2-066,gelement_8303f33daa954324a38cc44fa13f0050,1,我 is the object affected by 让 and the person who performs 打开门.,approved,
gexample_c0a27bbde7d648d58d1048e71b876ea8,hsk26-g2-067,gelement_c1a203e4330b43c4bddb0f30aa27c1f1,1,送给 forms the transfer predicate; 妈妈 is the recipient and 一件衣服 is the transferred object.,approved,
gexample_dfa218e763e4425c8790a613d53989a9,hsk26-g2-067,gelement_c1a203e4330b43c4bddb0f30aa27c1f1,1,教给 marks information transfer; 我们 receives it and 一个新词 names what is taught.,approved,
gexample_70a9ea241ea846f194efe7d7619d2da1,hsk26-g2-068,gelement_52dff1b816fc4186b47164050d588249,1,"是 frames the first travel clause, and 还是 introduces the second complete travel alternative.",approved,
gexample_7b62d1eec3a347609cb92d2ef41a7d8d,hsk26-g2-068,gelement_52dff1b816fc4186b47164050d588249,1,"还是 connects two clauses that differ in their time, with 回去 repeated in each option.",approved,
gexample_70da2b3ad6ab487d9e5fba2c101b8247,hsk26-g2-069,gelement_07f6f9c53eb740d6bdb204affcecbfd2,1,"虽然 introduces the rain as a conceded obstacle, and 但是 introduces the action that happened despite it.",approved,
gexample_3fdbd75370b247659313dda5328a8819,hsk26-g2-069,gelement_07f6f9c53eb740d6bdb204affcecbfd2,1,"虽然 concedes the clothing's beauty, while 但是 introduces the decisive contrasting drawback.",approved,
gexample_cdb3f424aad2422cbdfec00a1bec87e6,hsk26-g2-070,gelement_62429daf4f0e48ebadf5f0943a3aff37,1,"因为 introduces 下雨 as the cause, and 所以 introduces 没有出去 as its result.",approved,
gexample_88012daf4647476ea43040a21f8feec5,hsk26-g2-070,gelement_62429daf4f0e48ebadf5f0943a3aff37,1,"因为 frames the poor physical condition as cause, while 所以 introduces the resulting absence from work.",approved,
gexample_8abb44140ae24057b8d79c5a6b3d58e6,hsk26-g2-071,gelement_66a196caf5924814a2a9987d7977109f,1,"一 marks 到家 as the trigger, and 就 introduces 睡觉 as its immediate result.",approved,
gexample_42684141992d4ebeb2821d55f56716a3,hsk26-g2-071,gelement_66a196caf5924814a2a9987d7977109f,1,"一 introduces 看见我 as the trigger, and 就 places the smile immediately after it.",approved,
gexample_871df97645b34a71ad918920baf7a09a,hsk26-g2-072,gelement_ba4ce89d17f84f10985cb91de9042fd5,1,着 follows 开 and maintains the door's open state without focusing on the opening event.,approved,
gexample_d9bb0885ef994ae1b589e211448ddab1,hsk26-g2-072,gelement_ba4ce89d17f84f10985cb91de9042fd5,1,拿着 presents the holding posture as a state that remains in effect.,approved,
gexample_46546fa862de4b55968a8170181b7197,hsk26-g2-073,gelement_60a93714d5fa46e9a4f97b7ed95263d6,1,着 follows 看 and extends the act of looking through the current interval.,approved,
gexample_6be5ea38b8c0447eace55d10ba4def1c,hsk26-g2-073,gelement_60a93714d5fa46e9a4f97b7ed95263d6,1,着 follows 听 and presents listening to the teacher as an activity in progress.,approved,
gexample_ddb1cb343e0644018f02f0a0fed6435d,hsk26-g2-074,gelement_22aa81ea1aa5438c895774eeab07df05,1,过 follows 去 and presents going to China as part of the speaker's prior experience.,approved,
gexample_bc0938edb0cb4915ac33a87556111a5e,hsk26-g2-074,gelement_22aa81ea1aa5438c895774eeab07df05,1,"没有 negates the experience, while 过 after 坐 identifies the experience that is absent.",approved,
gexample_1b963e53f61b419f8cef409584a84a14,hsk26-g2-075,gelement_19872b7c2d5149a98b5cf6a9d381431a,1,三楼 uses numeral plus floor unit as an ordinal label identifying floor three.,approved,
gexample_918dcb17ce8a4e399587a446ff7b936e,hsk26-g2-075,gelement_19872b7c2d5149a98b5cf6a9d381431a,1,"二号 uses numeral plus date label to identify the second day, not to count two items.",approved,
gexample_172d310feb054f8e8d9af39196580f4c,hsk26-g2-076,gelement_83073577ae7a4b5ea442041934c1a3dd,1,"几天 gives a small, unspecified number of days before his return.",approved,
gexample_c771303bb5b54b409e6b1c1fc071885d,hsk26-g2-076,gelement_83073577ae7a4b5ea442041934c1a3dd,1,几分钟 gives the waiting a small but deliberately inexact duration.,approved,
gexample_12dbe9d7bf314bae969a503ced017fae,hsk26-g2-077,gelement_a1ebf609b8c6474094c7e588cd6587e4,1,多 comes between 十 and 分钟 and leaves the duration somewhat above ten minutes.,approved,
gexample_132c9778f2054a9d85b13b31cf4e1245,hsk26-g2-077,gelement_a1ebf609b8c6474094c7e588cd6587e4,1,"多 follows 二十 and precedes 个, giving an inexact count above twenty students.",approved,
gexample_c90e034f398d4664a65b1cc8060a18bd,hsk26-g2-078,gelement_697a74270a6e4e59bd9c6f11f8d9d084,1,多 follows 一个 and shows an extra fraction beyond one full hour but short of two.,approved,
gexample_95b9de621d9249eaba7ebf03028d50b3,hsk26-g2-078,gelement_697a74270a6e4e59bd9c6f11f8d9d084,1,多 follows 两年 and adds an unspecified fraction beyond two full years.,approved,
gexample_ce9d7b00a02247f590e08f6f538e6c6c,hsk26-g3-001,gelement_ba81934ad1d6410b92ee5ebd11107f9b,1,老 attaches directly to 朋友 and describes a friendship established over a long time.,approved,
gexample_c4ce51d87a9f4962b2ed9a606538aa9c,hsk26-g3-001,gelement_ba81934ad1d6410b92ee5ebd11107f9b,1,老 before 同学 presents the person as a classmate from an earlier period.,approved,
gexample_842aa1b08add4e449ef4b7503fba9f55,hsk26-g3-002,gelement_bb6d6248723d48279c166b32a360925c,1,"家 attaches to 画 and forms 画家, the professional label for a painter.",approved,
gexample_097aa3559370494db925f2d92412267b,hsk26-g3-002,gelement_494a4a4f8d824a5290c5fbb449af240b,1,子 is the neutral-tone noun suffix in the established word 桌子.,approved,
gexample_1343a6448502421798f5af437baa5c84,hsk26-g3-002,gelement_7d1c9e03123d48a2b7b1aed4b747a053,1,"员 follows 服务 and forms 服务员, a label for a service worker.",approved,
gexample_ddd45e806975493f902acc9fa4354303,hsk26-g3-003,gelement_b3ffb295cf304567abc37aabfa0b1666,1,东 combines with 边 after 医院 and identifies the school's direction from the hospital.,approved,
gexample_a91a3019894841b391ae0eff5bda551b,hsk26-g3-003,gelement_c12c515b8fdc4c30a991c203af6d3870,1,中间 follows the two reference places and locates the store between them.,approved,
gexample_6f888d77952546849ca9c46e78bb4c33,hsk26-g3-004,gelement_96274791ace94620ba62813239e00f48,1,需要 precedes 休息 and presents resting as a current need.,approved,
gexample_a9a7144ace7540be8254f8d6c49139e6,hsk26-g3-004,gelement_0b7f4ae41261409a88c906d2a0c9ee97,1,应该 comes before the recommended action 早一点儿睡觉 and frames it as good advice.,approved,
gexample_3e9c6b4905914330b41293959d471946,hsk26-g3-004,gelement_2ae875d8ee81425096f0f416b5b7e54c,1,"得, pronounced děi, directly precedes 上班 and marks it as necessary.",approved,
gexample_775d5b6420204f88aa6e1c39ed63bba3,hsk26-g3-005,gelement_af04bae6e45b4f8a8cefb0d758ddf852,1,放假 is the sentence predicate and names the start or state of having time off.,approved,
gexample_71e9090f3cc54383af42535f14249c36,hsk26-g3-005,gelement_0f91703cf903494aa6d0f78716b47074,1,"见面 names the mutual meeting, while 跟朋友 identifies the other participant.",approved,
gexample_fa00814f1cdd4aada850ec379c5a63b9,hsk26-g3-006,gelement_530bdc7e27f64580b67687e6a0975283,1,离开 takes 学校 as the place moved away from and forms the completed predicate.,approved,
gexample_f8dba84ee2804b7e80574848cc5b45db,hsk26-g3-006,gelement_ef71b2755a4a4eaa94a0dbeda12936cb,1,完成 precedes 今天的工作 and presents that task as brought to completion.,approved,
gexample_c4bcf82b317a4cbabfe3aae5dcfb6749,hsk26-g3-007,gelement_eb12509fd4be40eebccbab586ecfbb44,1,怎样 stands before 写 and asks for the method of writing this character.,approved,
gexample_7e41ba6a03804362aed6055d94747504,hsk26-g3-007,gelement_eb12509fd4be40eebccbab586ecfbb44,1,怎样 precedes 去学校 and asks which method of travel should fill that manner position.,approved,
gexample_3432c7db9eb746dab6cf4cc9e4131fa9,hsk26-g3-008,gelement_41da070096544d089b7d6d78de1289ae,1,"谁 is non-interrogative, and 都 includes every possible person as someone permitted to come.",approved,
gexample_4d5850b693b44a4fa1be503b6e9bba47,hsk26-g3-008,gelement_c363287d212b4c6f9faef97ba833d34e,1,The two occurrences of 谁 match the unrestricted person in the condition with that same person's result.,approved,
gexample_56df7bf37c1b46feb7a2e6fa35589862,hsk26-g3-009,gelement_fa04af9325054196b0534b53127a915d,1,什么 appears in the non-question expression 些什么 and refers to unspecified things rather than requested information.,approved,
gexample_61c92115e5254a658e9b16de1d068441,hsk26-g3-009,gelement_fa04af9325054196b0534b53127a915d,1,哪儿 follows 在 inside a statement and identifies an uncertain place rather than asking where.,approved,
gexample_a21cb69f48374faba430a3409b3d2be0,hsk26-g3-010,gelement_47a7eeae220047beb03921b520cd0183,1,别人 is the recipient after 告诉 and means people other than those already involved.,approved,
gexample_5854979532d945e79b2ca34b22ffccd0,hsk26-g3-010,gelement_45dac1cd174845328c014b0e2885a80d,1,咱们 is the subject and explicitly includes both speaker and listener in the suggestion.,approved,
gexample_0178056ac69445d9a6efc0de41f763ee,hsk26-g3-011,gelement_5f1b65514ab24936a546baf8a8759d93,1,别的 stands without a repeated noun and refers to a different book from the one mentioned.,approved,
gexample_de01ae70a87b46ad93b7f15570d5c06d,hsk26-g3-011,gelement_5dbb62f3a6f24262a347e5529f5c3aa2,1,其他 modifies 学生 and refers to the remaining students in the relevant group.,approved,
gexample_146cd6f5ab7b4d95ae33ee7d29a46db8,hsk26-g3-012,gelement_51605053b0bc410092194e1a24820dfd,1,把 classifies the handled object 伞 after 一.,approved,
gexample_146cd6f5ab7b4d95ae33ee7d29a46db8,hsk26-g3-012,gelement_52efa67793ee4f1395bdd26356e40a32,2,双 classifies 鞋 as a pair after 一.,approved,
gexample_e07a38595b68424ba3ca65e9f913db79,hsk26-g3-012,gelement_bffc0f8fc7204492ad59a704e5eb148b,1,封 stands between 两 and 信 as the dedicated classifier for letters.,approved,
gexample_47b3d72e9e3e4606a5f42d1a964066e6,hsk26-g3-012,gelement_b8a03626004f4aca998cd48413a1bd70,1,层 follows 三 and counts the vertical floors of the building.,approved,
gexample_a3635b1f01ad4be78b5ed0fa31d1e685,hsk26-g3-012,gelement_6b66825bc6b14228bc84a657c03501de,1,公斤 follows 两 as the weight unit measuring the apples.,approved,
gexample_b6b4aaf10efb49f4b8b4411fa4b6f8df,hsk26-g3-013,gelement_ab83c1157b50456081e9cec72a6b6212,1,碗 is borrowed from the container noun and measures one bowlful of rice.,approved,
gexample_beb1af5127a94209b0004186154919bd,hsk26-g3-013,gelement_ab83c1157b50456081e9cec72a6b6212,1,碗 follows 两 and measures the rice by bowlful.,approved,
gexample_f2453b7f79ee4e82b035c1f961b09145,hsk26-g3-014,gelement_8c68e99bbda84e3bbf0b179f21b656c3,1,一口 follows 喝 and measures the drinking action as one mouthful.,approved,
gexample_c2e754529fa34ef49e8a795c26addc3e,hsk26-g3-014,gelement_5965f2100b0843a7be4c5f5e13b73b1d,1,两遍 follows 看 and counts two complete passes through the book.,approved,
gexample_0d10ce5a512a4be2b0ebb429df0e41ab,hsk26-g3-015,gelement_6f42f200307e4783b14f217719534103,1,"个 is repeated before 学生, and 都 confirms that the description applies to every student.",approved,
gexample_069ac304aeaf413e8362f5ae3e7e6d9a,hsk26-g3-015,gelement_6f42f200307e4783b14f217719534103,1,张张 distributes 好看 across each photo in the set introduced by 这些照片.,approved,
gexample_4a88dbc5819b442580cac92202b75a28,hsk26-g3-016,gelement_55ba8c2a583544cd8f996cd8596f87f9,1,比较 precedes 冷 and presents the cold as relative rather than absolute.,approved,
gexample_64716702cd534ca0b984c9cca9592e41,hsk26-g3-016,gelement_e3093525173b4c27a88636ce0610ee3f,1,还3 stands after the 比 phrase and raises 难 beyond the comparison already established.,approved,
gexample_a7e0fb995b9949dbbdc110a1d891819f,hsk26-g3-016,gelement_7eac1260ba904f24916e1722650b1db4,1,特别 intensifies the degree of 喜欢 and singles out this book.,approved,
gexample_72d088aa69414d1ea476781b798c7d43,hsk26-g3-016,gelement_ab923f47b4014c5784500cd7f4d47ac4,1,挺 conversationally raises the degree of 安静 to 'quite quiet.',approved,
gexample_cf99ff75d849492cb6953a28fd6309c9,hsk26-g3-017,gelement_ae0f453f7b2a470a8537a017bd9c3cbf,1,就3 directly focuses 他 as the sole person for whom 没有来 is true.,approved,
gexample_c2f5449339914a8fbe0bbb38ec4bbfd9,hsk26-g3-017,gelement_ef377f47682842e98bf42c57a8c9d434,1,一共 stands before the predicate and marks 三本书 as the combined total.,approved,
gexample_6a29e2b10c8445659ef280bc1c0ce834,hsk26-g3-017,gelement_ec5165e799294b408c427a02abdc963f,1,只是 limits the description to mild tiredness and rejects a stronger interpretation.,approved,
gexample_9c58cb81810b4b2fa9728cb44783cee6,hsk26-g3-018,gelement_ea6751c760c64cc1bee7d68f35341517,1,才1 precedes 回家 and marks ten o'clock as later than expected for that event.,approved,
gexample_0a8937c0b95f4079b9bd9f306ef7ad91,hsk26-g3-018,gelement_f45c7672dcb8494692b1da45270d751f,1,马上 before 回来 places the return in the immediate future.,approved,
gexample_ec915d0bdbc9434cb72737d1ef224923,hsk26-g3-018,gelement_dc6ddb6714d14d18a1dd442cd6cba915,1,先 places the listener's eating before the speaker's later action.,approved,
gexample_ec915d0bdbc9434cb72737d1ef224923,hsk26-g3-018,gelement_3c5af249fcd346cb9333d493b92c02d9,2,一会儿 places the speaker's eating after a short interval.,approved,
gexample_0351eae04f3b4d57b25cb47fca2681bd,hsk26-g3-018,gelement_bff62df433f94ca5a0ff9525ba172b7f,1,刚 before 到 locates the arrival immediately before the current reference time.,approved,
gexample_09492708492e4988beecee0a25e326b8,hsk26-g3-018,gelement_4f9f8e8e4d5e4be195a211ba441d811b,1,一直 extends the state 住在这里 continuously across the relevant period.,approved,
gexample_14c0c75e4e9b484cb7e0723a87778913,hsk26-g3-019,gelement_2121705a66ef45929b561bfe3d6cd38d,1,总 before 问 presents the questioning as a persistent repeated behavior.,approved,
gexample_9f3afb87e2cf41c6aabf8eb45b6fa65f,hsk26-g3-019,gelement_33d1998bcfb6451cbb2ee388a172dc82,1,又 marks today's realized lateness as another occurrence of an earlier pattern.,approved,
gexample_76e252f6a7ad406c898a0f7b61990bb8,hsk26-g3-019,gelement_7d5b419903bd4bca977f1c83c3688e55,1,常常 places the shared exercise at a recurring frequency.,approved,
gexample_74d9962ef24c4021ab8f3f5d02533ca7,hsk26-g3-020,gelement_b1fc9c2e0787479a9389fb8b4ce6754f,1,The two occurrences of 一边 place 听 and 写 in one simultaneous time frame.,approved,
gexample_d1e7e5f4b6744399a2a134926d708f95,hsk26-g3-020,gelement_b1fc9c2e0787479a9389fb8b4ce6754f,1,一边 pairs 走路 with 打电话 as two actions performed concurrently by 他.,approved,
gexample_be2d1cc948454f948de45e8c14998f6c,hsk26-g3-021,gelement_d57de6b4323a47d1b21491de1dcb8626,1,大概 lowers certainty about the predicted arrival time.,approved,
gexample_297a66e43fed4281b07f82b3d6261786,hsk26-g3-021,gelement_7e5fe41e15624203849d7c71d42cc558,1,必须 stands before the time and action and presents completion today as required.,approved,
gexample_39fb3194d84e4519b31c06f64a1b9174,hsk26-g3-021,gelement_c49399b90871463c83ce7ef92ddd29ad,1,好像 marks the speaker's assessment of his mood as an appearance rather than a certain fact.,approved,
gexample_44bde2778e2a47978e01a98fb1876e7d,hsk26-g3-021,gelement_f9ba8b44bd8144bca7870a80c25a8ebe,1,几乎 places 忘 very near realization while the context indicates it did not fully happen.,approved,
gexample_5a49e88b979348489ea60ff55c6c1d0d,hsk26-g3-022,gelement_63fd4cc297de4fc2abaf3b5fab4f8fda,1,其实 introduces a correction to a possible belief that she is tired.,approved,
gexample_e2c254fba9c04338a69f2792b50ea04a,hsk26-g3-022,gelement_3a4d8f406a774b61b306048b9858b736,1,终于 presents the return as the eventual outcome after waiting or delay.,approved,
gexample_78eea79c134643239b365d8e5510fcc6,hsk26-g3-022,gelement_056b744e266a407f8d2d6ba40e5b6add,1,才2 focuses 十八岁 as younger or smaller than someone might expect.,approved,
gexample_a5667510e2734152a5c14a708b4e5bea,hsk26-g3-022,gelement_0390024594094ddc9ea7eb1f21fcca65,1,才3 marks 完成工作 as the condition that must be satisfied before leaving is permitted.,approved,
gexample_d41d1aa534d8497a9279fab58281387c,hsk26-g3-022,gelement_0e0d15b0d18440e0be963f465ccf410b,1,就4 emphatically narrows the choice to 这件衣服 and rejects alternatives.,approved,
gexample_3e5a1532cdeb4f208c94b182f899ae71,hsk26-g3-023,gelement_0444becc66444ac18b9bf2fcee56149d,1,不必 directly precedes 回答 and removes the requirement to answer today.,approved,
gexample_055f240de2d84389985c81cfc7f0c8d2,hsk26-g3-023,gelement_b5cca19fabf8449db83a9bf9becbdef3,1,不用 before 等我 reassures the listener that waiting is unnecessary.,approved,
gexample_a74770058d014b1398a3f30d5e7d7913,hsk26-g3-024,gelement_1444f9d43edd472ea734adc3a9f48d05,1,为1 introduces 你 as the beneficiary of the buying action.,approved,
gexample_6b50058c5f934f2680e8db22f33ec5a0,hsk26-g3-024,gelement_f4e43c2ca48747ac88d5f88cbfffa49d,1,向1 introduces 老师 as the person toward whom the question is directed.,approved,
gexample_55a2fc31cc4d4c18bf8aa38cda170d51,hsk26-g3-024,gelement_cfbdeaa073b140fd9cab069ba21f3e3a,1,关于 introduces 这件事 as the topic framing the speaker's following remarks.,approved,
gexample_164c3d29d46b403f9684b495279f4239,hsk26-g3-025,gelement_df1fbe382fb84482a314e315030445a4,1,向2 introduces 左 as the physical direction of 走.,approved,
gexample_7ea27b3e57914862b385dcbb287a27c4,hsk26-g3-025,gelement_df1fbe382fb84482a314e315030445a4,1,向2 introduces 学校 as the destination-direction for 走去.,approved,
gexample_311739c00faa4cbfb8b1436086cf6dbf,hsk26-g3-026,gelement_70cbbc40082e482dbd784f231cc5278e,1,为了 introduces 学习汉语 as the goal motivating the daily listening.,approved,
gexample_aa56bb9a8c0448cfa31bde709e4ad00c,hsk26-g3-026,gelement_93b9e1306d154cc4bec3645302024ebb,1,为2 introduces 她 as the person whose situation motivates everyone's happiness.,approved,
gexample_ad9f118f4a8646c4aa308ffccc184c0e,hsk26-g3-027,gelement_007f0fb5973144e282757aad5f0a2536,1,把 moves the affected object 书 before 放 and its resulting location 在桌子上.,approved,
gexample_4b823194872e4ad4bfe8c0e454738ec3,hsk26-g3-027,gelement_59b7dc0da93c4098b57f64528563d687,1,"被 introduces 他 as the agent, while 书 is the patient placed first.",approved,
gexample_eb151f23b79a495f85c618b4cb4a062d,hsk26-g3-028,gelement_f3240b07865e46ddbb06aeb4b6803066,1,根据 introduces 问题 as the basis that should guide the answer.,approved,
gexample_d80d993b831b4a70bd11411360131429,hsk26-g3-028,gelement_f3240b07865e46ddbb06aeb4b6803066,1,根据 marks 这本书 as the informational basis for finding the solution.,approved,
gexample_c2b2abdafe454165bad79464f7bb0f2e,hsk26-g3-029,gelement_e4c5bd0ec3644a04bef0c243721efdc5,1,或 coordinates 茶 and 牛奶 as two acceptable alternatives within the subject phrase.,approved,
gexample_0ecc710ab62c4fe790a162565d4c762e,hsk26-g3-029,gelement_1a5c828f46504f109ee16e56f50de6a0,1,"或者 joins 坐车 and 走路 as two available methods, without asking a choice question.",approved,
gexample_b30f1ff6b44d4232917461b7b415b56c,hsk26-g3-030,gelement_617841407a6744ca83bdb688fa3fc50c,1,"只有 introduces 认真学习 as the necessary condition, and 才 restricts improved grades to it.",approved,
gexample_18a2d8a18fe64d18bcc094a857585807,hsk26-g3-030,gelement_39c23fc228b5445ab4924f39e1a50674,1,只要 introduces the sufficient no-rain condition for the decision to go.,approved,
gexample_b02b0172eef04100a33b602379205251,hsk26-g3-030,gelement_c0d3b0bb560d4209b2e7131fd0c2df11,1,不但 introduces the first ability as information that will be strengthened.,approved,
gexample_b02b0172eef04100a33b602379205251,hsk26-g3-030,gelement_a230ccf53b2f4d409a8bcd084631322c,2,"而且 adds writing as a further, stronger ability alongside speaking.",approved,
gexample_1d67610946c44cfd93318a92dd8abe7d,hsk26-g3-030,gelement_2abc295a6aab47899cc63065d913e315,1,如果 marks 你累了 as the hypothetical condition for the suggestion.,approved,
gexample_03781a5a148b4adb9fed23290a9e0a7a,hsk26-g3-030,gelement_2a8b6603971b449aa9f7fe031e365df2,1,可1 introduces the high price as a concise contrast with the positive appearance.,approved,
gexample_73975c9f7c234197bb8e5377354f5846,hsk26-g3-030,gelement_a3ecb261afd14a5fa07d016c795768ad,1,然后 introduces 去上班 as the event following the completed meal.,approved,
gexample_d8bf31ce2e3146ab8b254761bf4b9987,hsk26-g3-031,gelement_53754289cd2f46e397378fa2472ec0e1,1,的话 follows 下雨 and marks rain as the condition; 就 introduces the resulting decision.,approved,
gexample_d3ba10a9813e4073bab184cc1220ec97,hsk26-g3-031,gelement_53754289cd2f46e397378fa2472ec0e1,1,的话 closes the condition 你有时间 before the following request.,approved,
gexample_0838c49e3dbf4e0986cc9396c79f0a0b,hsk26-g3-032,gelement_eab534de32844c34ae75dbcac06a2caa,1,咱们 and 大家 refer to the same group; together they form the appositive phrase 咱们大家.,approved,
gexample_5273a94ae6cf4754b71cc4e87c886205,hsk26-g3-032,gelement_eab534de32844c34ae75dbcac06a2caa,1,"我们 and 三个人 identify the same three-person group, so the adjacent expressions form one appositive phrase.",approved,
gexample_b168b0079fe24d0dbba99673b5426421,hsk26-g3-033,gelement_62177dbc82b84b1687ba68c14f73fb7a,1,看得懂 is a verb-complement phrase: 看 names the action and 得懂 says understanding is possible.,approved,
