vocab_id,syllabus_form,hanzi,pinyin,part_of_speech_zh,active_exact_sentence_count,active_exact_card_count,approved_active_context_count,legacy_unreviewed_active_context_count,other_active_context_count,deficit_to_2,deficit_to_3,surplus_above_3,at_least_one,at_least_two,at_least_three,active_open_issue_count,active_open_issue_ids,active_sentence_ids,active_card_ids
hsk26-v00685,或,或,huò,连、（副）,2,2,2,0,0,0,1,0,True,True,False,0,,sent_07e951f33c214ae897386176ff2e832e|sent_760ceb6d0cab40348fc12fe4c8a5677d,scard_1108d675c9e74df88cd64cc0070a6b80|scard_5dcda8c56ef14aa385fb96f65fa899f7
hsk26-v00686,或者,或者,huòzhě,连,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0001|hsk3_sent_aug_seed_241|sent_77e1a8afbdfd4e61b4652e1eef804d43,hsk3_sent_aug_dense_0001|hsk3_sent_aug_seed_241|scard_b81e2ae3d53a4d4fb1eae78fbe1f33d2
hsk26-v00687,鸡,鸡,jī,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0073|hsk3_sent_aug_seed_241,hsk3_sent_aug_dense_0073|hsk3_sent_aug_seed_241
hsk26-v00688,几乎,几乎,jīhū,副,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0238|hsk3_sent_aug_seed_242,hsk3_sent_aug_dense_0238|hsk3_sent_aug_seed_242
hsk26-v00689,机会,机会,jīhuì,名,4,4,0,4,0,0,0,1,True,True,True,0,,hsk3_sent_aug_dense_0049|hsk3_sent_aug_dense_0186|hsk3_sent_aug_dense_0238|hsk3_sent_en_zh_031,hsk3_sent_aug_dense_0049|hsk3_sent_aug_dense_0186|hsk3_sent_aug_dense_0238|hsk3_sent_en_zh_031
hsk26-v00690,极,极,jí,副,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0006|hsk3_sent_aug_seed_243|sent_381338e8d5924fdf8ce38bc77993f29a,hsk3_sent_aug_dense_0006|hsk3_sent_aug_seed_243|scard_4cb21cbd98ff46c88f7e32c7f3fd4b33
hsk26-v00691,急,急,jí,形、动,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0006|sent_1861976895e34d8daf140f349b018a3e|sent_340f8025a1a74d868daaac1bae0ab90f,hsk3_sent_aug_dense_0006|scard_04a85488bf7641e09d0c698fbd22a14d|scard_b9e75a0d00794195a91f70b983205de6
hsk26-v00692,记,记,jì,动,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_zh_en_023|sent_bf0fae8b572e43d68876f7e39b7908f2|sent_f5c979f00f274607850939aa5b4f0274,hsk3_sent_zh_en_023|scard_015412b1b537475792f1ab0010aa0a30|scard_7edf745f767443e8b409c7f1c22b2ed4
hsk26-v00693,季,季,jì,名,2,2,2,0,0,0,1,0,True,True,False,0,,sent_07e951f33c214ae897386176ff2e832e|sent_1fb2ff240bf147fd886430f4fae9b0ba,scard_1108d675c9e74df88cd64cc0070a6b80|scard_617394fbaa6f4657a30a10029d797213
hsk26-v00694,季节,季节,jìjié,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_242|hsk3_sent_aug_seed_243|hsk3_sent_zh_en_030,hsk3_sent_aug_seed_242|hsk3_sent_aug_seed_243|hsk3_sent_zh_en_030
hsk26-v00695,加,加,jiā,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_246|sent_1bc28df2111d489281f42c7e6dbf41c0,hsk3_sent_aug_seed_246|scard_991707bdd55b4f39bc4f6a0b86f0d1f0
hsk26-v00696,假期,假期,jiàqī,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0038|hsk3_sent_aug_dense_0156,hsk3_sent_aug_dense_0038|hsk3_sent_aug_dense_0156
hsk26-v00697,坚持,坚持,jiānchí,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0156|sent_0876713b00d44bb1b72484c822a9ea0e,hsk3_sent_aug_dense_0156|scard_3169fd81863c453c928bc7cd4de5ae24
hsk26-v00698,检查,检查,jiǎnchá,动,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0140|sent_b39c612f732d4a74b19fc2cf34b51d68|sent_fde8a3a133a7422bb380055e6b14acf7,hsk3_sent_aug_dense_0140|scard_a8672ffd72194a648f15ad57c6c514ac|scard_dc5f3897b2654e14b7365b44e464198b
hsk26-v00699,简单,简单,jiǎndān,形,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_211|hsk3_sent_zh_en_058,hsk3_sent_aug_seed_211|hsk3_sent_zh_en_058
hsk26-v00700,检票,检票,jiǎnpiào,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_249|sent_872a3d4014534154a058283c2c164bbb,hsk3_sent_aug_seed_249|scard_62cbf1b7e7c54cbca34e03b3180c0a8e
hsk26-v00701,健康,健康,jiànkāng,形,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_zh_en_040|sent_746cf02c4251406abc44fb938c139274|sent_b5cce1ea7f294f5fb44fe4650db83a5a,hsk3_sent_zh_en_040|scard_6e40393d978f4f5ea8e3f43cc3978b90|scard_9427a2ad03db47e8a71e0b71f14d21b5
hsk26-v00702,见面,见面,jiànmiàn,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_234|hsk3_sent_zh_qa_011,hsk3_sent_aug_seed_234|hsk3_sent_zh_qa_011
hsk26-v00703,讲,讲,jiǎng,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0239|hsk3_sent_aug_seed_251,hsk3_sent_aug_dense_0239|hsk3_sent_aug_seed_251
hsk26-v00704,角,角,jiǎo,量,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0158|hsk3_sent_aug_seed_252,hsk3_sent_aug_dense_0158|hsk3_sent_aug_seed_252
hsk26-v00705,脚,脚,jiǎo,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0055|hsk3_sent_aug_seed_253,hsk3_sent_aug_dense_0055|hsk3_sent_aug_seed_253
hsk26-v00706,接,接,jiē,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_en_zh_011|sent_e22b67b7462f45e2bfc3ee2bf0dcf1c8,hsk3_sent_en_zh_011|scard_070813b417604a74892299cdbce9fa2c
hsk26-v00707,街,街,jiē,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0159|hsk3_sent_zh_en_057,hsk3_sent_aug_dense_0159|hsk3_sent_zh_en_057
hsk26-v00708,节,节,jié,量、名、（动）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0109|hsk3_sent_aug_dense_0160,hsk3_sent_aug_dense_0109|hsk3_sent_aug_dense_0160
hsk26-v00709,结婚,结婚,jiéhūn,动,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0025|hsk3_sent_aug_dense_0197|sent_22675bb9362f42f49cfdd8d66938513e,hsk3_sent_aug_dense_0025|hsk3_sent_aug_dense_0197|scard_205e492fe947441fbf7c65684a253068
hsk26-v00710,节目,节目,jiémù,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_296|hsk3_sent_aug_seed_334|hsk3_sent_zh_qa_040,hsk3_sent_aug_seed_296|hsk3_sent_aug_seed_334|hsk3_sent_zh_qa_040
hsk26-v00711,节日,节日,jiérì,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0109|hsk3_sent_aug_dense_0154|hsk3_sent_aug_seed_255,hsk3_sent_aug_dense_0109|hsk3_sent_aug_dense_0154|hsk3_sent_aug_seed_255
hsk26-v00712,结束,结束,jiéshù,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0160|sent_162dcb2633a4487f8ab705a95f67732c,hsk3_sent_aug_dense_0160|scard_14734cfd4eb34f2f8d3003e81dd3b758
hsk26-v00713,解决,解决,jiějué,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_257|hsk3_sent_zh_en_009,hsk3_sent_aug_seed_257|hsk3_sent_zh_en_009
hsk26-v00714,姐妹,姐妹,jiěmèi,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0025|sent_22675bb9362f42f49cfdd8d66938513e,hsk3_sent_aug_dense_0025|scard_205e492fe947441fbf7c65684a253068
hsk26-v00715,借,借,jiè,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_en_zh_036|hsk3_sent_zh_en_033,hsk3_sent_en_zh_036|hsk3_sent_zh_en_033
hsk26-v00716,斤,斤,jīn,量,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_en_zh_042|sent_3c3c0c4fb1694d20907957d8d1fdeb62|sent_c99bb95c59ec4134b40aa10bd5257e29,hsk3_sent_en_zh_042|scard_a11d2fa4e09642ef8823e9e9e946b15d|scard_ca46490b96734d08bba849b5d269cb58
hsk26-v00717,经过,经过,jīngguò,动、名,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0092|hsk3_sent_aug_seed_260|sent_392ff297360247829691fca3b8e040f1,hsk3_sent_aug_dense_0092|hsk3_sent_aug_seed_260|scard_7df1335e005a4fa09416ea3b32b3b625
hsk26-v00718,经理,经理,jīnglǐ,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_268|hsk3_sent_zh_en_044,hsk3_sent_aug_seed_268|hsk3_sent_zh_en_044
hsk26-v00719,久,久,jiǔ,形,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0197|hsk3_sent_aug_seed_261,hsk3_sent_aug_dense_0197|hsk3_sent_aug_seed_261
hsk26-v00720,酒,酒,jiǔ,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0081|hsk3_sent_aug_seed_261,hsk3_sent_aug_dense_0081|hsk3_sent_aug_seed_261
hsk26-v00721,旧,旧,jiù,形,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0055|hsk3_sent_zh_en_047,hsk3_sent_aug_dense_0055|hsk3_sent_zh_en_047
hsk26-v00722,句,句,jù,量,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0013|hsk3_sent_aug_dense_0091|sent_9025e2649f4e4745ab4db7a9b99770bb,hsk3_sent_aug_dense_0013|hsk3_sent_aug_dense_0091|scard_d414aea3f46b45dbb1889c23aafde444
hsk26-v00723,句子,句子,jùzi,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0272|hsk3_sent_zh_en_039,hsk3_sent_aug_dense_0272|hsk3_sent_zh_en_039
hsk26-v00724,决定,决定,juédìng,动、名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0026|hsk3_sent_aug_seed_263,hsk3_sent_aug_dense_0026|hsk3_sent_aug_seed_263
hsk26-v00725,卡,卡,kǎ,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0190|hsk3_sent_aug_seed_264,hsk3_sent_aug_dense_0190|hsk3_sent_aug_seed_264
hsk26-v00726,开花,开花,kāihuā,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0191|hsk3_sent_aug_seed_265,hsk3_sent_aug_dense_0191|hsk3_sent_aug_seed_265
hsk26-v00727,开会,开会,kāihuì,动,2,2,2,0,0,0,1,0,True,True,False,0,,sent_21c1b976d39046d9b6b10ecc64cb798f|sent_5d84252463b74b38a37def566343ca7c,scard_e7ae8d0222c64a1a989e80620c37a6da|scard_ef4c05a1c99d4b658951f28a501114d8
hsk26-v00728,开机,开机,kāijī,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_263|sent_bd28843009ff430bab86f410ea934323,hsk3_sent_aug_seed_263|scard_3784780fcab14069a499536dbcb33553
hsk26-v00729,开心,开心,kāixīn,形,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_196|hsk3_sent_aug_seed_231|hsk3_sent_zh_en_049,hsk3_sent_aug_seed_196|hsk3_sent_aug_seed_231|hsk3_sent_zh_en_049
hsk26-v00730,看来,看来,kànlái,动,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0162|sent_966f15795d28478bb20e50eddefa934d|sent_db8b676bc67845278b2fb5dc18e64d9f,hsk3_sent_aug_dense_0162|scard_1cd8775bf93941c7aaaaf53bc344f5c2|scard_94fcc92b321d474d85de1cacf5980957
hsk26-v00731,可,可,kě,连、（副）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0162|hsk3_sent_aug_seed_268,hsk3_sent_aug_dense_0162|hsk3_sent_aug_seed_268
hsk26-v00732,渴,渴,kě,形,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_214|sent_a8333fcbb6024c5c87e9465ba0ab4dd2,hsk3_sent_aug_seed_214|scard_e96af8bc078a4f89a6c18ea7e83f28ec
hsk26-v00733,可爱,可爱,kě’ài,形,2,2,2,0,0,0,1,0,True,True,False,0,,sent_7d3604e5b8b844eeacd67faf4fcd27ac|sent_c24edebfb3764721a0040977378f9dad,scard_1e3f2292bb2f40bdbd9e24961785f638|scard_2f2df3249b8648ddbb533646dcbca4f1
hsk26-v00734,可是,可是,kěshì,连,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0032|hsk3_sent_aug_seed_268|sent_792a011aaf014c0faca482ba73c8d707,hsk3_sent_aug_dense_0032|hsk3_sent_aug_seed_268|scard_88375dbb326549bda66823e63fe20234
hsk26-v00735,刻,刻,kè,量、（动）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0129|hsk3_sent_aug_dense_0243,hsk3_sent_aug_dense_0129|hsk3_sent_aug_dense_0243
hsk26-v00736,课本,课本,kèběn,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0093|hsk3_sent_aug_dense_0190,hsk3_sent_aug_dense_0093|hsk3_sent_aug_dense_0190
hsk26-v00737,客人,客人,kèrén,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_zh_en_012|hsk3_sent_zh_en_041,hsk3_sent_zh_en_012|hsk3_sent_zh_en_041
hsk26-v00738,课文,课文,kèwén,名,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_211|hsk3_sent_aug_seed_251|sent_7d21c3d8d48548a1ab9cbaa6c444f92a,hsk3_sent_aug_seed_211|hsk3_sent_aug_seed_251|scard_43a4c4bfd53f45309a7a976cf8dd9f91
hsk26-v00739,空调,空调,kōngtiáo,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_273|hsk3_sent_zh_qa_036,hsk3_sent_aug_seed_273|hsk3_sent_zh_qa_036
hsk26-v00740,哭,哭,kū,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0129|sent_1861976895e34d8daf140f349b018a3e,hsk3_sent_aug_dense_0129|scard_b9e75a0d00794195a91f70b983205de6
hsk26-v00741,筷子,筷子,kuàizi,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0192|sent_5c65abc7193241cab023f2db0ef7cefc,hsk3_sent_aug_dense_0192|scard_4a433c45c5a648a1a3a0289d7a4aa426
hsk26-v00742,矿泉水,矿泉水,kuàngquánshuǐ,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_zh_en_015|hsk3_sent_zh_en_054,hsk3_sent_zh_en_015|hsk3_sent_zh_en_054
hsk26-v00743,来自,来自,láizì,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0051|hsk3_sent_aug_dense_0192,hsk3_sent_aug_dense_0051|hsk3_sent_aug_dense_0192
hsk26-v00744,蓝,蓝,lán,形,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0001|hsk3_sent_aug_dense_0052|hsk3_sent_aug_seed_278,hsk3_sent_aug_dense_0001|hsk3_sent_aug_dense_0052|hsk3_sent_aug_seed_278
hsk26-v00745,老,老,lǎo,形、前缀、（副）,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0056|sent_570fbe9e92eb4d03b47c98dcd40a0689,hsk3_sent_aug_dense_0056|scard_e8fdc73f695d4614b204a41525dd8d64
hsk26-v00746,老人,老人,lǎorén,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0052|hsk3_sent_aug_dense_0067|hsk3_sent_aug_dense_0251,hsk3_sent_aug_dense_0052|hsk3_sent_aug_dense_0067|hsk3_sent_aug_dense_0251
hsk26-v00747,离开,离开,líkāi,动,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0026|hsk3_sent_aug_dense_0056|sent_8e0cb499fccb465d905c01286510ef03,hsk3_sent_aug_dense_0026|hsk3_sent_aug_dense_0056|scard_4b02eeedc3194490ab00803b743ec356
hsk26-v00748,礼物,礼物,lǐwù,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_280|hsk3_sent_zh_en_049,hsk3_sent_aug_seed_280|hsk3_sent_zh_en_049
hsk26-v00749,历史,历史,lìshǐ,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_en_zh_034|hsk3_sent_zh_en_029|hsk3_sent_zh_qa_006,hsk3_sent_en_zh_034|hsk3_sent_zh_en_029|hsk3_sent_zh_qa_006
hsk26-v00750,脸,脸,liǎn,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0209|hsk3_sent_aug_dense_0293,hsk3_sent_aug_dense_0209|hsk3_sent_aug_dense_0293
hsk26-v00751,练,练,liàn,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0244|hsk3_sent_aug_seed_281,hsk3_sent_aug_dense_0244|hsk3_sent_aug_seed_281
hsk26-v00752,练习,练习,liànxí,动、名,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0156|hsk3_sent_aug_seed_281|sent_5f55f5eb95894ab6b25ef611cb99928e,hsk3_sent_aug_dense_0156|hsk3_sent_aug_seed_281|scard_5cc583225273447ca4d1a1f5ef5f3644
hsk26-v00753,凉快,凉快,liángkuai,形,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0164|hsk3_sent_zh_en_064,hsk3_sent_aug_dense_0164|hsk3_sent_zh_en_064
hsk26-v00754,辆,辆,liàng,量,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0064|hsk3_sent_aug_dense_0282|hsk3_sent_aug_seed_283,hsk3_sent_aug_dense_0064|hsk3_sent_aug_dense_0282|hsk3_sent_aug_seed_283
hsk26-v00755,聊,聊,liáo,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0130|hsk3_sent_zh_qa_037,hsk3_sent_aug_dense_0130|hsk3_sent_zh_qa_037
hsk26-v00756,聊天儿,聊天儿,liáotiānr,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0164|hsk3_sent_aug_seed_284|hsk3_sent_zh_en_054,hsk3_sent_aug_dense_0164|hsk3_sent_aug_seed_284|hsk3_sent_zh_en_054
hsk26-v00757,了解,了解,liǎojiě,动,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_284|hsk3_sent_en_zh_035|sent_1d2fbc022cc7449e97b36eec5b02419a,hsk3_sent_aug_seed_284|hsk3_sent_en_zh_035|scard_ca5fcc6094174c9284e1fc5982f25ace
hsk26-v00758,邻居,邻居,línjū,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_284|hsk3_sent_en_zh_036|hsk3_sent_zh_qa_037,hsk3_sent_aug_seed_284|hsk3_sent_en_zh_036|hsk3_sent_zh_qa_037
hsk26-v00759,留学,留学,liúxué,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0130|sent_17720102e9a14cb883a7ebbbd47300fd,hsk3_sent_aug_dense_0130|scard_fb2c6873e82341eb840d37af8fd0f681
hsk26-v00760,留学生,留学生,liúxuéshēng,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0051|hsk3_sent_aug_dense_0130|hsk3_sent_zh_en_033,hsk3_sent_aug_dense_0051|hsk3_sent_aug_dense_0130|hsk3_sent_zh_en_033
hsk26-v00761,楼梯,楼梯,lóutī,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0246|sent_1ffc166e963247e9b1dbec4619efd78f,hsk3_sent_aug_dense_0246|scard_84931d71e9f040c7afdb870ad3fc5ecb
hsk26-v00762,路边,路边,lùbiān,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0064|hsk3_sent_aug_dense_0282,hsk3_sent_aug_dense_0064|hsk3_sent_aug_dense_0282
hsk26-v00763,路口,路口,lùkǒu,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0092|hsk3_sent_aug_seed_286,hsk3_sent_aug_dense_0092|hsk3_sent_aug_seed_286
hsk26-v00764,马,马,mǎ,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0095|hsk3_sent_aug_dense_0198|hsk3_sent_aug_seed_287,hsk3_sent_aug_dense_0095|hsk3_sent_aug_dense_0198|hsk3_sent_aug_seed_287
hsk26-v00765,马路,马路,mǎlù,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0095|hsk3_sent_aug_dense_0198|hsk3_sent_aug_seed_287,hsk3_sent_aug_dense_0095|hsk3_sent_aug_dense_0198|hsk3_sent_aug_seed_287
hsk26-v00766,马上,马上,mǎshàng,副,4,4,3,1,0,0,0,1,True,True,True,0,,hsk3_sent_aug_dense_0006|sent_0db934c7a5a249659bd1890874e549ce|sent_97cc3a50d7dc429aa0121681b3673acf|sent_fde8a3a133a7422bb380055e6b14acf7,hsk3_sent_aug_dense_0006|scard_68d426f0e5e24a9eb32a29d1412eaf16|scard_9930ed760a144348aa1496ff5774829c|scard_a8672ffd72194a648f15ad57c6c514ac
hsk26-v00767,满意,满意,mǎnyì,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0069|hsk3_sent_aug_seed_289|hsk3_sent_zh_qa_040,hsk3_sent_aug_dense_0069|hsk3_sent_aug_seed_289|hsk3_sent_zh_qa_040
hsk26-v00768,毛,毛,máo,量、（名）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0283|hsk3_sent_aug_seed_290,hsk3_sent_aug_dense_0283|hsk3_sent_aug_seed_290
hsk26-v00769,米,米,mǐ,量,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0175|hsk3_sent_zh_en_070|sent_466d53d5acf04698bc2d2a0084124070,hsk3_sent_aug_dense_0175|hsk3_sent_zh_en_070|scard_aa791349aa5e41bf94197da7f0173e71
hsk26-v00770,面前,面前,miànqián,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0211|hsk3_sent_aug_seed_291,hsk3_sent_aug_dense_0211|hsk3_sent_aug_seed_291
hsk26-v00771,明白,明白,míngbai,形、动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0217|hsk3_sent_zh_en_039,hsk3_sent_aug_dense_0217|hsk3_sent_zh_en_039
hsk26-v00772,名单,名单,míngdān,名,2,2,2,0,0,0,1,0,True,True,False,0,,sent_6bfcd05562c046b9b565973ab3b01bdd|sent_b39c612f732d4a74b19fc2cf34b51d68,scard_8558be8231bf4adfb22d5e9dd2c2778c|scard_dc5f3897b2654e14b7365b44e464198b
hsk26-v00773,名人,名人,míngrén,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0057|hsk3_sent_aug_dense_0119|hsk3_sent_aug_seed_293,hsk3_sent_aug_dense_0057|hsk3_sent_aug_dense_0119|hsk3_sent_aug_seed_293
hsk26-v00774,南,南,nán,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0005|hsk3_sent_aug_seed_153,hsk3_sent_aug_dense_0005|hsk3_sent_aug_seed_153
hsk26-v00775,难,难,nán,形、（动）,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_en_zh_047|sent_0f70d040d82040359d8d99925425f9ee|sent_7fa01d81dcb940a4ad0a8ffffcf66638,hsk3_sent_en_zh_047|scard_2535dcbb053c44f0bf6cd86ae7f88bda|scard_35599d9ef85044d889c8e587ddf414e1
hsk26-v00776,南方,南方,nánfāng,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0008|hsk3_sent_aug_dense_0135|hsk3_sent_aug_dense_0230,hsk3_sent_aug_dense_0008|hsk3_sent_aug_dense_0135|hsk3_sent_aug_dense_0230
hsk26-v00777,难过,难过,nánguò,形,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0015|hsk3_sent_aug_dense_0166,hsk3_sent_aug_dense_0015|hsk3_sent_aug_dense_0166
hsk26-v00778,难看,难看,nánkàn,形,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0057|hsk3_sent_aug_dense_0166|hsk3_sent_aug_seed_296,hsk3_sent_aug_dense_0057|hsk3_sent_aug_dense_0166|hsk3_sent_aug_seed_296
hsk26-v00779,男人,男人,nánrén,名,2,2,2,0,0,0,1,0,True,True,False,0,,sent_178ead633c024a0b922ed90b8617131c|sent_bcd736c46ae64a8a86ffb3accb789288,scard_2fe314e7a3f6401c88ca5a935c0e9c74|scard_66eead32c2ec4580889d455bbddfb148
hsk26-v00780,男生,男生,nánshēng,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0065|hsk3_sent_aug_dense_0127|hsk3_sent_en_zh_067,hsk3_sent_aug_dense_0065|hsk3_sent_aug_dense_0127|hsk3_sent_en_zh_067
hsk26-v00781,难题,难题,nántí,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_257|hsk3_sent_zh_en_009,hsk3_sent_aug_seed_257|hsk3_sent_zh_en_009
hsk26-v00782,难听,难听,nántīng,形,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0037|hsk3_sent_aug_dense_0057|hsk3_sent_aug_seed_296,hsk3_sent_aug_dense_0037|hsk3_sent_aug_dense_0057|hsk3_sent_aug_seed_296
hsk26-v00783,年级,年级,niánjí,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0065|hsk3_sent_aug_seed_297,hsk3_sent_aug_dense_0065|hsk3_sent_aug_seed_297
hsk26-v00784,年轻,年轻,niánqīng,形,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0167|hsk3_sent_aug_seed_297,hsk3_sent_aug_dense_0167|hsk3_sent_aug_seed_297
hsk26-v00785,牛,牛,niú,名、（形）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0073|hsk3_sent_aug_seed_298,hsk3_sent_aug_dense_0073|hsk3_sent_aug_seed_298
hsk26-v00786,努力,努力,nǔlì,动、形,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0167|hsk3_sent_aug_seed_293,hsk3_sent_aug_dense_0167|hsk3_sent_aug_seed_293
