vocab_id,syllabus_form,hanzi,pinyin,part_of_speech_zh,active_exact_sentence_count,active_exact_card_count,approved_active_context_count,legacy_unreviewed_active_context_count,other_active_context_count,deficit_to_2,deficit_to_3,surplus_above_3,at_least_one,at_least_two,at_least_three,active_open_issue_count,active_open_issue_ids,active_sentence_ids,active_card_ids
hsk26-v00477,游,游,yóu,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0087|sent_9cfc9d65e3c440f0bf24c404689d40c6,hsk2_sent_aug_dense_0087|scard_d84c7cbaa59c4526b6ac5ee852cded60
hsk26-v00478,游泳,游泳,yóuyǒng,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_122|hsk2_sent_zh_qa_052,hsk2_sent_aug_seed_122|hsk2_sent_zh_qa_052
hsk26-v00479,有意思,有意思,yǒuyìsi,,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0030|hsk2_sent_aug_dense_0037,hsk2_sent_aug_dense_0030|hsk2_sent_aug_dense_0037
hsk26-v00480,有时,有时,yǒushí,副,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0037|hsk2_sent_aug_dense_0055,hsk2_sent_aug_dense_0037|hsk2_sent_aug_dense_0055
hsk26-v00481,右,右,yòu,名,3,3,2,1,0,0,0,0,True,True,True,0,,hsk2_sent_zh_en_013|sent_0b3c9de1430647dc923a8d5881d04fb2|sent_1e31c2b5309a43a59acbfe1262ffc28c,hsk2_sent_zh_en_013|scard_811b3d0d460b4710a59a7fe1eb1d7e6e|scard_a08704c9e48742839bdbbac42ee04dfd
hsk26-v00482,右边,右边,yòubian,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0055|sent_27e7b60f1b3c42f798d9a5d2f48d62e2,hsk2_sent_aug_dense_0055|scard_3f6b48e9b1dc4a1087c04f31c97dcdcc
hsk26-v00483,鱼,鱼,yú,名,3,3,1,2,0,0,0,0,True,True,True,0,,hsk2_sent_aug_dense_0087|hsk2_sent_aug_dense_0090|sent_9cfc9d65e3c440f0bf24c404689d40c6,hsk2_sent_aug_dense_0087|hsk2_sent_aug_dense_0090|scard_d84c7cbaa59c4526b6ac5ee852cded60
hsk26-v00484,远,远,yuǎn,形,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_138|hsk2_sent_en_zh_029,hsk2_sent_aug_seed_138|hsk2_sent_en_zh_029
hsk26-v00485,运动,运动,yùndòng,动、名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_en_zh_059|hsk2_sent_zh_en_069,hsk2_sent_en_zh_059|hsk2_sent_zh_en_069
hsk26-v00486,站1,站,zhàn,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_138|hsk2_sent_zh_en_042,hsk2_sent_aug_seed_138|hsk2_sent_zh_en_042
hsk26-v00487,丈夫,丈夫,zhàngfu,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0029|hsk2_sent_aug_seed_139,hsk2_sent_aug_dense_0029|hsk2_sent_aug_seed_139
hsk26-v00488,这么,这么,zhème,代,2,2,2,0,0,0,1,0,True,True,False,0,,sent_b0655c312316477198343aa2bae767bf|sent_d84e6980a2494cbeb538d8bca71e8c38,scard_511fbde88a2f4825867540e44dcd3dad|scard_6f3de97f4fe64be8a50ef33ae3dcfc3f
hsk26-v00489,这样,这样,zhèyàng,代,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_zh_en_059|sent_825e7473de3d49f6b722c954e309426e,hsk2_sent_zh_en_059|scard_461b4b49a9a04dbbb9a9def5c5d698d4
hsk26-v00490,着,着,zhe,助,5,5,4,1,0,0,0,2,True,True,True,0,,hsk2_sent_zh_en_048|sent_21748b2498e74ca7a9539bb44c771dc2|sent_2655f5c1bf354ca7b975e80cdeabafa7|sent_8f4b753e96764c14b17b50fd8ec36408|sent_e1f07060d76d4a909e7bab68ef5a2365,hsk2_sent_zh_en_048|scard_14ec9ccc95c54e60b3bf156d762de68a|scard_56b901c2cb2d44c7b3b95a25ab44db04|scard_6bcaae4149764faea03f495951999161|scard_dc1366bca2ed4787ae6710184355c659
hsk26-v00491,正,正,zhèng,副、（形）,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0056|sent_e49d07f5a3214402b04b27059260b1f3,hsk2_sent_aug_dense_0056|scard_548e82f176be4761b29210842e6acf1c
hsk26-v00492,周,周,zhōu,名、（量）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0057|hsk2_sent_aug_seed_142,hsk2_sent_aug_dense_0057|hsk2_sent_aug_seed_142
hsk26-v00493,准备,准备,zhǔnbèi,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_134|hsk2_sent_en_zh_055,hsk2_sent_aug_seed_134|hsk2_sent_en_zh_055
hsk26-v00494,自己,自己,zìjǐ,代,3,3,1,2,0,0,0,0,True,True,True,0,,hsk2_sent_aug_dense_0057|hsk2_sent_aug_seed_103|sent_3b7b5817286840fda406a47b8840c7ea,hsk2_sent_aug_dense_0057|hsk2_sent_aug_seed_103|scard_5b01fc6860a0409f90ff0a9b2c971779
hsk26-v00495,走,走,zǒu,动,4,4,2,2,0,0,0,1,True,True,True,0,,hsk2_sent_zh_en_013|hsk2_sent_zh_en_039|sent_747c307f62694c47b2dc0c6988100267|sent_c0149fae0a45470a812f85d70d6abb23,hsk2_sent_zh_en_013|hsk2_sent_zh_en_039|scard_5b62718d5fea4255990ff247320197e5|scard_fc9d1409b55241879b55f3d5c7459e2b
hsk26-v00496,走路,走路,zǒulù,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0066|hsk2_sent_zh_en_039,hsk2_sent_aug_dense_0066|hsk2_sent_zh_en_039
hsk26-v00497,足球,足球,zúqiú,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_117|hsk2_sent_zh_en_009,hsk2_sent_aug_seed_117|hsk2_sent_zh_en_009
hsk26-v00498,最,最,zuì,副,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0039|sent_9d088786bb6e42f9bd8e1a26b4668ec0,hsk2_sent_aug_dense_0039|scard_d68c674d3d23406598d7590aef81a5ed
hsk26-v00499,左,左,zuǒ,名,3,3,2,1,0,0,0,0,True,True,True,0,,hsk2_sent_zh_en_013|sent_0b3c9de1430647dc923a8d5881d04fb2|sent_1e31c2b5309a43a59acbfe1262ffc28c,hsk2_sent_zh_en_013|scard_811b3d0d460b4710a59a7fe1eb1d7e6e|scard_a08704c9e48742839bdbbac42ee04dfd
hsk26-v00500,左边,左边,zuǒbian,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0055|hsk2_sent_aug_seed_082,hsk2_sent_aug_dense_0055|hsk2_sent_aug_seed_082
